QRcodeLoc Start
QRcodeTable Start
qrcode_table的大小为: 29
100301 0 0.057 0
100302 1 0.057 0
100303 1 0.767 0
100304 3 0.057 0
100305 5 0.057 0
100306 7 0.057 0
100307 9 0.057 0
100308 11 0.057 0
100309 9.865 0.382 0
100310 8.447 -0.858 0
100312 13 0.057 0
100313 15 0.057 0
100314 17 0.057 0
100315 19 0.057 0
100325 9.925 0.382 0
100326 3 0.771 -90
100327 0 0.765 0
100328 -22.06 -5.032 0
100329 -22.026 -3.699 0
100331 13 0.791 0
100332 11 0.787 0
100333 9 0.783 0
100334 7 0.779 0
100335 5 0.775 0
100336 20 0.057 0
100337 20 0.805 0
100338 19 0.803 0
100339 17 0.799 0
100340 15 0.795 0
QRcodeTable Start
qrcode_table的大小为: 8
100301 311.67 -188.327 -92.264
100302 311.643 -189.351 -91.1349
100303 312.347 -189.361 -91.0547
100315 311.113 -207.294 -90.6139
100327 312.376 -188.377 -91.0937
100336 311.092 -208.29 -91.0267
100337 311.833 -208.319 -90.9734
100338 311.861 -207.317 -90.3825
MV_SC2005AM Start

error: x1 == x2
error: x1 == x2
error: x1 == x2
error: x1 == x2
 init 

2024-8-20_20:19:50.677752,-nan,-nan,-nan,-nan,1724156390.6778,-nan,-nan,-nan
2024-8-20_20:21:52.225208,0.0000,0.0000,0.0000,0.0000,1724156512.2252,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.225271,0.0000,0.0000,0.0000,0.0000,1724156512.2253,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.225335,0.0000,0.0000,0.0000,0.0000,1724156512.2253,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.225398,0.0000,0.0000,0.0000,0.0000,1724156512.2254,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.225461,0.0000,0.0000,0.0000,0.0000,1724156512.2255,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.225556,0.0000,0.0000,0.0000,0.0000,1724156512.2256,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.225625,0.0000,0.0000,0.0000,0.0000,1724156512.2256,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.225688,0.0000,0.0000,0.0000,0.0000,1724156512.2257,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.225761,0.0000,0.0000,0.0000,0.0000,1724156512.2258,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.225826,0.0000,0.0000,0.0000,0.0000,1724156512.2258,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.225893,0.0000,0.0000,0.0000,0.0000,1724156512.2259,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.225943,0.0000,0.0000,0.0000,0.0000,1724156512.2259,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.225992,0.0000,0.0000,0.0000,0.0000,1724156512.2260,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.226042,0.0000,0.0000,0.0000,0.0000,1724156512.2260,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.226101,0.0000,0.0000,0.0000,0.0000,1724156512.2261,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.226151,0.0000,0.0000,0.0000,0.0000,1724156512.2262,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.226200,0.0000,0.0000,0.0000,0.0000,1724156512.2262,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.226256,0.0000,0.0000,0.0000,0.0000,1724156512.2263,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.226307,0.0000,0.0000,0.0000,0.0000,1724156512.2263,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.226356,0.0000,0.0000,0.0000,0.0000,1724156512.2264,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.226451,0.0000,0.0000,0.0000,0.0000,1724156512.2265,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.226536,0.0000,0.0000,0.0000,0.0000,1724156512.2265,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.226606,0.0000,0.0000,0.0000,0.0000,1724156512.2266,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.226681,0.0000,0.0000,0.0000,0.0000,1724156512.2267,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.226735,0.0000,0.0000,0.0000,0.0000,1724156512.2267,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.226784,0.0000,0.0000,0.0000,0.0000,1724156512.2268,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.226833,0.0000,0.0000,0.0000,0.0000,1724156512.2268,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.226906,0.0000,0.0000,0.0000,0.0000,1724156512.2269,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.226961,0.0000,0.0000,0.0000,0.0000,1724156512.2270,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.227011,0.0000,0.0000,0.0000,0.0000,1724156512.2270,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.227068,0.0000,0.0000,0.0000,0.0000,1724156512.2271,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.227141,0.0000,0.0000,0.0000,0.0000,1724156512.2271,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.227198,0.0000,0.0000,0.0000,0.0000,1724156512.2272,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.227248,0.0000,0.0000,0.0000,0.0000,1724156512.2272,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.227296,0.0000,0.0000,0.0000,0.0000,1724156512.2273,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.227351,0.0000,0.0000,0.0000,0.0000,1724156512.2274,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.227420,0.0000,0.0000,0.0000,0.0000,1724156512.2274,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.227472,0.0000,0.0000,0.0000,0.0000,1724156512.2275,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.227522,0.0000,0.0000,0.0000,0.0000,1724156512.2275,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.227571,0.0000,0.0000,0.0000,0.0000,1724156512.2276,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.227644,0.0000,0.0000,0.0000,0.0000,1724156512.2276,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.227715,0.0000,0.0000,0.0000,0.0000,1724156512.2277,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.227785,0.0000,0.0000,0.0000,0.0000,1724156512.2278,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.227853,0.0000,0.0000,0.0000,0.0000,1724156512.2279,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.227920,0.0000,0.0000,0.0000,0.0000,1724156512.2279,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.227987,0.0000,0.0000,0.0000,0.0000,1724156512.2280,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.228054,0.0000,0.0000,0.0000,0.0000,1724156512.2281,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.228120,0.0000,0.0000,0.0000,0.0000,1724156512.2281,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.228187,0.0000,0.0000,0.0000,0.0000,1724156512.2282,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.228254,0.0000,0.0000,0.0000,0.0000,1724156512.2283,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.228321,0.0000,0.0000,0.0000,0.0000,1724156512.2283,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.228387,0.0000,0.0000,0.0000,0.0000,1724156512.2284,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.228453,0.0000,0.0000,0.0000,0.0000,1724156512.2285,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.228522,0.0000,0.0000,0.0000,0.0000,1724156512.2285,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.228589,0.0000,0.0000,0.0000,0.0000,1724156512.2286,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.228655,0.0000,0.0000,0.0000,0.0000,1724156512.2287,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.228733,0.0000,0.0000,0.0000,0.0000,1724156512.2287,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.228800,0.0000,0.0000,0.0000,0.0000,1724156512.2288,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.228866,0.0000,0.0000,0.0000,0.0000,1724156512.2289,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.228932,0.0000,0.0000,0.0000,0.0000,1724156512.2289,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.228998,0.0000,0.0000,0.0000,0.0000,1724156512.2290,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.229065,0.0000,0.0000,0.0000,0.0000,1724156512.2291,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.229132,0.0000,0.0000,0.0000,0.0000,1724156512.2291,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.229200,0.0000,0.0000,0.0000,0.0000,1724156512.2292,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.229266,0.0000,0.0000,0.0000,0.0000,1724156512.2293,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.229331,0.0000,0.0000,0.0000,0.0000,1724156512.2293,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.229398,0.0000,0.0000,0.0000,0.0000,1724156512.2294,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.229467,0.0000,0.0000,0.0000,0.0000,1724156512.2295,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.229535,0.0000,0.0000,0.0000,0.0000,1724156512.2295,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.229602,0.0000,0.0000,0.0000,0.0000,1724156512.2296,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.229668,0.0000,0.0000,0.0000,0.0000,1724156512.2297,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.229734,0.0000,0.0000,0.0000,0.0000,1724156512.2297,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.229800,0.0000,0.0000,0.0000,0.0000,1724156512.2298,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.229866,0.0000,0.0000,0.0000,0.0000,1724156512.2299,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.229940,0.0000,0.0000,0.0000,0.0000,1724156512.2299,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.230008,0.0000,0.0000,0.0000,0.0000,1724156512.2300,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.230077,0.0000,0.0000,0.0000,0.0000,1724156512.2301,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.230144,0.0000,0.0000,0.0000,0.0000,1724156512.2301,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.230231,0.0000,0.0000,0.0000,0.0000,1724156512.2302,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.230298,0.0000,0.0000,0.0000,0.0000,1724156512.2303,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.230364,0.0000,0.0000,0.0000,0.0000,1724156512.2304,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.230445,0.0000,0.0000,0.0000,0.0000,1724156512.2304,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.230514,0.0000,0.0000,0.0000,0.0000,1724156512.2305,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.230587,0.0000,0.0000,0.0000,0.0000,1724156512.2306,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.230652,0.0000,0.0000,0.0000,0.0000,1724156512.2307,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.230726,0.0000,0.0000,0.0000,0.0000,1724156512.2307,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.230792,0.0000,0.0000,0.0000,0.0000,1724156512.2308,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.230870,0.0000,0.0000,0.0000,0.0000,1724156512.2309,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.230926,0.0000,0.0000,0.0000,0.0000,1724156512.2309,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.230985,0.0000,0.0000,0.0000,0.0000,1724156512.2310,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.231041,0.0000,0.0000,0.0000,0.0000,1724156512.2310,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.231095,0.0000,0.0000,0.0000,0.0000,1724156512.2311,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.231149,0.0000,0.0000,0.0000,0.0000,1724156512.2311,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.231204,0.0000,0.0000,0.0000,0.0000,1724156512.2312,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.231259,0.0000,0.0000,0.0000,0.0000,1724156512.2313,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.231314,0.0002,0.0002,0.0000,-0.0011,1724156512.2313,7.6299,1.1947,-176.3511
2024-8-20_20:21:52.231372,0.0010,0.0010,0.0001,-0.0064,1724156512.2314,7.6309,1.1948,-176.3575
2024-8-20_20:21:52.231429,0.0011,0.0011,0.0001,-0.0070,1724156512.2314,7.6320,1.1948,-176.3645
2024-8-20_20:21:52.231488,0.0013,0.0013,0.0001,-0.0085,1724156512.2315,7.6332,1.1949,-176.3731
2024-8-20_20:21:52.231547,0.0007,0.0007,0.0000,-0.0012,1724156512.2315,7.6339,1.1949,-176.3743
2024-8-20_20:21:52.231606,0.0010,0.0010,0.0001,0.0054,1724156512.2316,7.6349,1.1950,-176.3689
2024-8-20_20:21:52.231661,0.0009,0.0009,0.0001,0.0035,1724156512.2317,7.6357,1.1951,-176.3654
2024-8-20_20:21:52.231719,0.0009,0.0009,0.0001,0.0115,1724156512.2317,7.6367,1.1951,-176.3539
2024-8-20_20:21:52.231775,0.0007,0.0007,0.0000,0.0043,1724156512.2318,7.6374,1.1952,-176.3495
2024-8-20_20:21:52.231832,0.0008,0.0007,0.0000,0.0003,1724156512.2318,7.6381,1.1952,-176.3493
2024-8-20_20:21:52.231888,0.0004,0.0004,0.0000,0.0000,1724156512.2319,7.6385,1.1952,-176.3492
2024-8-20_20:21:52.231944,0.0005,0.0005,0.0000,0.0147,1724156512.2319,7.6390,1.1953,-176.3345
2024-8-20_20:21:52.232001,0.0003,0.0003,0.0000,0.0318,1724156512.2320,7.6393,1.1953,-176.3027
2024-8-20_20:21:52.232064,0.0004,0.0004,0.0000,0.0229,1724156512.2321,7.6397,1.1953,-176.2799
2024-8-20_20:21:52.232121,0.0004,0.0004,0.0000,0.0023,1724156512.2321,7.6400,1.1954,-176.2776
2024-8-20_20:21:52.232177,0.0001,-0.0001,-0.0000,-0.0245,1724156512.2322,7.6399,1.1953,-176.3021
2024-8-20_20:21:52.232236,0.0008,-0.0008,-0.0001,-0.0634,1724156512.2322,7.6391,1.1953,-176.3655
2024-8-20_20:21:52.232295,0.0004,-0.0004,-0.0000,-0.0160,1724156512.2323,7.6388,1.1953,-176.3815
2024-8-20_20:21:52.232353,0.0002,-0.0002,-0.0000,-0.0042,1724156512.2324,7.6386,1.1952,-176.3858
2024-8-20_20:21:52.232409,0.0000,-0.0000,-0.0000,-0.0013,1724156512.2324,7.6386,1.1952,-176.3870
2024-8-20_20:21:52.232467,0.0002,0.0002,0.0000,-0.0010,1724156512.2325,7.6388,1.1953,-176.3880
2024-8-20_20:21:52.232526,0.0004,0.0004,0.0000,0.0053,1724156512.2325,7.6392,1.1953,-176.3827
2024-8-20_20:21:52.232590,0.0004,0.0004,0.0000,0.0190,1724156512.2326,7.6397,1.1953,-176.3637
2024-8-20_20:21:52.232648,0.0001,-0.0001,-0.0000,0.0100,1724156512.2326,7.6396,1.1953,-176.3538
2024-8-20_20:21:52.232705,0.0003,-0.0003,-0.0000,0.0038,1724156512.2327,7.6393,1.1953,-176.3500
2024-8-20_20:21:52.232770,0.0007,-0.0007,-0.0000,0.0004,1724156512.2328,7.6387,1.1953,-176.3496
2024-8-20_20:21:52.232829,0.0010,-0.0010,-0.0001,-0.0000,1724156512.2328,7.6377,1.1952,-176.3497
2024-8-20_20:21:52.232886,0.0015,-0.0015,-0.0001,0.0057,1724156512.2329,7.6362,1.1951,-176.3440
2024-8-20_20:21:52.232943,0.0004,-0.0004,-0.0000,0.0027,1724156512.2329,7.6358,1.1951,-176.3412
2024-8-20_20:21:52.233000,0.0002,0.0002,0.0000,-0.0020,1724156512.2330,7.6359,1.1951,-176.3433
2024-8-20_20:21:52.233056,0.0008,0.0008,0.0000,0.0025,1724156512.2331,7.6367,1.1951,-176.3408
2024-8-20_20:21:52.233129,0.0002,-0.0002,-0.0000,0.0042,1724156512.2331,7.6365,1.1951,-176.3365
2024-8-20_20:21:52.233200,0.0032,-0.0032,-0.0002,-0.0055,1724156512.2332,7.6333,1.1949,-176.3420
2024-8-20_20:21:52.233267,0.0029,-0.0029,-0.0002,-0.0065,1724156512.2333,7.6304,1.1947,-176.3485
2024-8-20_20:21:52.233339,0.0011,-0.0011,-0.0001,-0.0024,1724156512.2333,7.6293,1.1947,-176.3509
2024-8-20_20:21:52.233409,0.0004,0.0004,0.0000,0.0008,1724156512.2334,7.6297,1.1947,-176.3501
2024-8-20_20:21:52.233478,0.0001,0.0001,0.0000,0.0003,1724156512.2335,7.6298,1.1947,-176.3498
2024-8-20_20:21:52.233545,0.0001,-0.0001,-0.0000,-0.0002,1724156512.2335,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.233611,0.0000,-0.0000,-0.0000,-0.0000,1724156512.2336,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.233680,0.0000,0.0000,0.0000,0.0000,1724156512.2337,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.233747,0.0000,0.0000,0.0000,0.0000,1724156512.2337,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.233813,0.0000,0.0000,0.0000,0.0000,1724156512.2338,7.6297,1.1947,-176.3500
2024-8-20_20:21:52.233879,0.0001,0.0001,0.0000,0.0004,1724156512.2339,7.6298,1.1947,-176.3496
2024-8-20_20:21:52.233944,0.0007,0.0007,0.0000,0.0068,1724156512.2339,7.6306,1.1947,-176.3429
2024-8-20_20:21:52.234011,0.0019,0.0019,0.0001,0.0188,1724156512.2340,7.6324,1.1949,-176.3241
2024-8-20_20:21:52.234082,0.0022,0.0022,0.0001,0.0237,1724156512.2341,7.6347,1.1950,-176.3004
2024-8-20_20:21:52.234148,0.0018,0.0018,0.0001,0.0173,1724156512.2341,7.6364,1.1951,-176.2831
2024-8-20_20:21:52.234213,0.0005,0.0005,0.0000,0.0048,1724156512.2342,7.6369,1.1951,-176.2783
2024-8-20_20:21:52.234251,0.0061,-0.0061,-0.0009,-0.1117,1724156512.2343,7.6309,1.1943,-176.3900
2024-8-20_20:21:52.234280,0.0057,0.0057,0.0008,0.1085,1724156512.2343,7.6365,1.1951,-176.2815
2024-8-20_20:21:52.234444,0.0057,-0.0056,-0.0008,-0.1077,1724156512.2344,7.6309,1.1943,-176.3893
2024-8-20_20:21:52.234493,0.0000,0.0000,0.0000,-0.0003,1724156512.2345,7.6309,1.1943,-176.3896
2024-8-20_20:21:52.234538,0.0000,0.0000,0.0000,-0.0004,1724156512.2345,7.6310,1.1943,-176.3900
2024-8-20_20:21:52.234580,0.0000,0.0000,0.0000,-0.0001,1724156512.2346,7.6310,1.1943,-176.3901
2024-8-20_20:21:52.234712,0.0001,0.0001,0.0000,-0.0006,1724156512.2347,7.6311,1.1943,-176.3907
2024-8-20_20:21:52.234781,0.0001,0.0001,0.0000,-0.0002,1724156512.2348,7.6313,1.1943,-176.3910
2024-8-20_20:21:52.234830,0.0001,0.0001,0.0000,0.0009,1724156512.2348,7.6314,1.1943,-176.3901
2024-8-20_20:21:52.234875,0.0001,0.0001,0.0000,0.0001,1724156512.2349,7.6314,1.1943,-176.3899
2024-8-20_20:21:52.234917,0.0000,0.0000,0.0000,0.0000,1724156512.2349,7.6315,1.1943,-176.3899
2024-8-20_20:21:52.234960,0.0001,0.0001,0.0000,0.0011,1724156512.2350,7.6315,1.1943,-176.3889
2024-8-20_20:21:52.234999,0.0001,0.0001,0.0000,0.0029,1724156512.2350,7.6316,1.1943,-176.3860
2024-8-20_20:21:52.235050,0.0001,0.0001,0.0000,0.0029,1724156512.2350,7.6317,1.1943,-176.3832
2024-8-20_20:21:52.235092,0.0001,0.0001,0.0000,0.0009,1724156512.2351,7.6318,1.1944,-176.3823
2024-8-20_20:21:52.235134,0.0001,0.0001,0.0000,0.0005,1724156512.2351,7.6318,1.1944,-176.3818
2024-8-20_20:21:52.235174,0.0000,0.0000,0.0000,0.0000,1724156512.2352,7.6319,1.1944,-176.3818
2024-8-20_20:21:52.235223,0.0000,0.0000,0.0000,-0.0007,1724156512.2352,7.6319,1.1944,-176.3825
2024-8-20_20:21:52.235266,0.0001,-0.0001,-0.0000,-0.0018,1724156512.2353,7.6319,1.1944,-176.3843
2024-8-20_20:21:52.235307,0.0000,-0.0000,-0.0000,-0.0039,1724156512.2353,7.6318,1.1944,-176.3882
