QRcodeLoc Start
QRcodeTable Start
qrcode_table的大小为: 12
100100 399.63 -199.27 -90
100101 399.27 -199.63 -90
100102 399.27 -200.37 -90
100103 399.63 -200.73 -90
100104 399.63 -200.37 -90
100105 399.63 -199.63 -90
100106 400.37 -199.27 -90
100107 400.37 -199.63 -90
100109 400.37 -200.37 -90
100110 400.37 -200.73 -90
100111 400.73 -200.37 -90
100114 400.73 -199.63 -90
QRcodeTable Start
qrcode_table的大小为: 8
100301 311.67 -188.327 -92.264
100302 311.643 -189.351 -91.1349
100303 312.347 -189.361 -91.0547
100315 311.113 -207.294 -90.6139
100327 312.376 -188.377 -91.0937
100336 311.092 -208.29 -91.0267
100337 311.833 -208.319 -90.9734
100338 311.861 -207.317 -90.3825
MV_SC2005AM Start

error: x1 == x2
error: x1 == x2
error: x1 == x2
error: x1 == x2
 init 

2024-8-21_18:19:4.990796,-nan,-nan,-nan,-nan,1724235544.9908,-nan,-nan,-nan
2024-8-21_18:20:32.267573,0.0000,0.0000,0.0000,0.0000,1724235632.2676,401.0785,-198.8993,179.0900
2024-8-21_18:20:32.276963,0.0001,-0.0001,0.0001,0.0100,1724235632.2770,401.0784,-198.8992,179.1000
2024-8-21_18:20:32.286969,0.0001,-0.0001,0.0001,0.0100,1724235632.2870,401.0783,-198.8991,179.1100
2024-8-21_18:20:32.287616,0.0000,0.0000,0.0000,0.0000,1724235632.2876,401.0783,-198.8991,179.1100
2024-8-21_18:20:32.296965,0.0001,0.0001,-0.0001,-0.0100,1724235632.2970,401.0784,-198.8992,179.1000
2024-8-21_18:20:32.306966,0.0002,-0.0002,0.0000,0.0000,1724235632.3070,401.0782,-198.8992,179.1000
2024-8-21_18:20:32.307642,0.0000,0.0000,0.0000,0.0000,1724235632.3076,401.0782,-198.8992,179.1000
2024-8-21_18:20:32.317008,0.0002,0.0001,0.0001,0.0100,1724235632.3170,401.0783,-198.8991,179.1100
2024-8-21_18:20:32.326975,0.0001,-0.0001,0.0001,0.0100,1724235632.3270,401.0783,-198.8989,179.1200
2024-8-21_18:20:32.327755,0.0000,0.0000,0.0000,0.0000,1724235632.3278,401.0783,-198.8989,179.1200
2024-8-21_18:20:32.336987,0.0001,0.0001,-0.0001,-0.0100,1724235632.3370,401.0783,-198.8991,179.1100
2024-8-21_18:20:32.347015,0.0004,0.0002,-0.0004,-0.0300,1724235632.3470,401.0785,-198.8994,179.0800
2024-8-21_18:20:32.347900,0.0000,0.0000,0.0000,0.0000,1724235632.3479,401.0785,-198.8994,179.0800
2024-8-21_18:20:32.356993,0.0004,-0.0002,0.0004,0.0300,1724235632.3570,401.0783,-198.8991,179.1100
2024-8-21_18:20:32.366986,0.0000,0.0000,0.0000,0.0000,1724235632.3670,401.0783,-198.8991,179.1100
2024-8-21_18:20:32.367928,0.0000,0.0000,0.0000,0.0000,1724235632.3679,401.0783,-198.8991,179.1100
2024-8-21_18:20:32.376984,0.0001,0.0001,-0.0001,-0.0100,1724235632.3770,401.0784,-198.8992,179.1000
2024-8-21_18:20:32.387025,0.0000,0.0000,0.0000,0.0000,1724235632.3870,401.0784,-198.8992,179.1000
2024-8-21_18:20:32.388478,0.0000,0.0000,0.0000,0.0000,1724235632.3885,401.0784,-198.8992,179.1000
2024-8-21_18:20:32.397004,0.0003,0.0001,-0.0002,-0.0200,1724235632.3970,401.0785,-198.8994,179.0800
2024-8-21_18:20:32.407067,0.0004,-0.0002,0.0004,0.0300,1724235632.4071,401.0783,-198.8991,179.1100
2024-8-21_18:20:32.408310,0.0000,0.0000,0.0000,0.0000,1724235632.4083,401.0783,-198.8991,179.1100
2024-8-21_18:20:32.417125,0.0000,0.0000,0.0000,0.0000,1724235632.4171,401.0783,-198.8991,179.1100
2024-8-21_18:20:32.427093,0.0001,-0.0001,0.0001,0.0100,1724235632.4271,401.0783,-198.8989,179.1200
2024-8-21_18:20:32.428423,0.0000,0.0000,0.0000,0.0000,1724235632.4284,401.0783,-198.8989,179.1200
2024-8-21_18:20:32.436998,0.0001,0.0001,-0.0001,-0.0100,1724235632.4370,401.0783,-198.8991,179.1100
2024-8-21_18:20:32.447103,0.0002,-0.0001,-0.0001,-0.0100,1724235632.4471,401.0782,-198.8992,179.1000
2024-8-21_18:20:32.448431,0.0000,0.0000,0.0000,0.0000,1724235632.4484,401.0782,-198.8992,179.1000
2024-8-21_18:20:32.457013,0.0002,0.0001,0.0001,0.0100,1724235632.4570,401.0783,-198.8991,179.1100
2024-8-21_18:20:32.467035,0.0003,-0.0001,0.0002,0.0200,1724235632.4670,401.0782,-198.8988,179.1300
2024-8-21_18:20:32.468537,0.0000,0.0000,0.0000,0.0000,1724235632.4685,401.0782,-198.8988,179.1300
2024-8-21_18:20:32.477036,0.0003,0.0001,-0.0002,-0.0200,1724235632.4770,401.0783,-198.8991,179.1100
2024-8-21_18:20:32.487059,0.0002,-0.0001,-0.0001,-0.0100,1724235632.4871,401.0782,-198.8992,179.1000
2024-8-21_18:20:32.488606,0.0000,0.0000,0.0000,0.0000,1724235632.4886,401.0782,-198.8992,179.1000
2024-8-21_18:20:32.497018,0.0001,0.0001,-0.0001,-0.0100,1724235632.4970,401.0783,-198.8993,179.0900
2024-8-21_18:20:32.507055,0.0002,0.0001,0.0001,0.0100,1724235632.5071,401.0784,-198.8992,179.1000
2024-8-21_18:20:32.508386,0.0000,0.0000,0.0000,0.0000,1724235632.5084,401.0784,-198.8992,179.1000
2024-8-21_18:20:32.517047,0.0000,0.0000,0.0000,0.0000,1724235632.5170,401.0784,-198.8992,179.1000
2024-8-21_18:20:32.527089,0.0003,-0.0003,0.0001,0.0100,1724235632.5271,401.0781,-198.8991,179.1100
2024-8-21_18:20:32.528257,0.0000,0.0000,0.0000,0.0000,1724235632.5283,401.0781,-198.8991,179.1100
2024-8-21_18:20:32.537002,0.0003,0.0003,-0.0001,-0.0100,1724235632.5370,401.0784,-198.8992,179.1000
2024-8-21_18:20:32.547010,0.0001,-0.0001,0.0001,0.0100,1724235632.5470,401.0783,-198.8991,179.1100
2024-8-21_18:20:32.548356,0.0000,0.0000,0.0000,0.0000,1724235632.5484,401.0783,-198.8991,179.1100
2024-8-21_18:20:32.557018,0.0000,0.0000,0.0000,0.0000,1724235632.5570,401.0783,-198.8991,179.1100
2024-8-21_18:20:32.567024,0.0001,0.0001,-0.0001,-0.0100,1724235632.5670,401.0784,-198.8992,179.1000
2024-8-21_18:20:32.568369,0.0000,0.0000,0.0000,0.0000,1724235632.5684,401.0784,-198.8992,179.1000
2024-8-21_18:20:32.577006,0.0001,0.0001,-0.0001,-0.0100,1724235632.5770,401.0785,-198.8993,179.0900
2024-8-21_18:20:32.587037,0.0004,-0.0002,0.0004,0.0300,1724235632.5870,401.0783,-198.8989,179.1200
2024-8-21_18:20:32.588505,0.0000,0.0000,0.0000,0.0000,1724235632.5885,401.0783,-198.8989,179.1200
2024-8-21_18:20:32.597026,0.0003,-0.0001,-0.0002,-0.0200,1724235632.5970,401.0782,-198.8992,179.1000
2024-8-21_18:20:32.607042,0.0003,0.0001,0.0002,0.0200,1724235632.6070,401.0783,-198.8989,179.1200
2024-8-21_18:20:32.608439,0.0000,0.0000,0.0000,0.0000,1724235632.6084,401.0783,-198.8989,179.1200
2024-8-21_18:20:32.617018,0.0002,-0.0001,-0.0001,-0.0100,1724235632.6170,401.0781,-198.8991,179.1100
2024-8-21_18:20:32.627006,0.0004,0.0003,-0.0003,-0.0200,1724235632.6270,401.0785,-198.8993,179.0900
2024-8-21_18:20:32.628379,0.0000,0.0000,0.0000,0.0000,1724235632.6284,401.0785,-198.8993,179.0900
2024-8-21_18:20:32.637007,0.0002,-0.0001,-0.0001,-0.0100,1724235632.6370,401.0783,-198.8994,179.0800
2024-8-21_18:20:32.647009,0.0003,0.0001,0.0002,0.0200,1724235632.6470,401.0784,-198.8992,179.1000
2024-8-21_18:20:32.648400,0.0000,0.0000,0.0000,0.0000,1724235632.6484,401.0784,-198.8992,179.1000
2024-8-21_18:20:32.657007,0.0001,0.0001,-0.0001,-0.0100,1724235632.6570,401.0785,-198.8993,179.0900
2024-8-21_18:20:32.667013,0.0001,0.0001,-0.0001,-0.0100,1724235632.6670,401.0785,-198.8994,179.0800
2024-8-21_18:20:32.668494,0.0000,0.0000,0.0000,0.0000,1724235632.6685,401.0785,-198.8994,179.0800
2024-8-21_18:20:32.676997,0.0006,-0.0004,0.0004,0.0300,1724235632.6770,401.0781,-198.8991,179.1100
2024-8-21_18:20:32.687051,0.0004,0.0003,-0.0003,-0.0200,1724235632.6871,401.0785,-198.8993,179.0900
2024-8-21_18:20:32.688498,0.0000,0.0000,0.0000,0.0000,1724235632.6885,401.0785,-198.8993,179.0900
2024-8-21_18:20:32.697015,0.0003,-0.0001,0.0002,0.0200,1724235632.6970,401.0783,-198.8991,179.1100
2024-8-21_18:20:32.707002,0.0002,-0.0002,0.0000,0.0000,1724235632.7070,401.0781,-198.8991,179.1100
2024-8-21_18:20:32.708470,0.0000,0.0000,0.0000,0.0000,1724235632.7085,401.0781,-198.8991,179.1100
2024-8-21_18:20:32.717016,0.0003,0.0003,-0.0001,-0.0100,1724235632.7170,401.0784,-198.8992,179.1000
2024-8-21_18:20:32.727030,0.0000,0.0000,0.0000,0.0000,1724235632.7270,401.0784,-198.8992,179.1000
2024-8-21_18:20:32.728357,0.0000,0.0000,0.0000,0.0000,1724235632.7284,401.0784,-198.8992,179.1000
2024-8-21_18:20:32.737008,0.0002,-0.0001,-0.0001,-0.0100,1724235632.7370,401.0783,-198.8993,179.0900
2024-8-21_18:20:32.747012,0.0003,-0.0001,0.0002,0.0200,1724235632.7470,401.0781,-198.8991,179.1100
2024-8-21_18:20:32.748471,0.0000,0.0000,0.0000,0.0000,1724235632.7485,401.0781,-198.8991,179.1100
2024-8-21_18:20:32.757013,0.0002,0.0001,0.0001,0.0100,1724235632.7570,401.0783,-198.8989,179.1200
2024-8-21_18:20:32.767018,0.0002,-0.0001,-0.0001,-0.0100,1724235632.7670,401.0781,-198.8991,179.1100
2024-8-21_18:20:32.768575,0.0000,0.0000,0.0000,0.0000,1724235632.7686,401.0781,-198.8991,179.1100
2024-8-21_18:20:32.777007,0.0001,0.0001,-0.0001,-0.0100,1724235632.7770,401.0782,-198.8992,179.1000
2024-8-21_18:20:32.787017,0.0003,0.0001,0.0002,0.0200,1724235632.7870,401.0783,-198.8989,179.1200
2024-8-21_18:20:32.788359,0.0000,0.0000,0.0000,0.0000,1724235632.7884,401.0783,-198.8989,179.1200
2024-8-21_18:20:32.797010,0.0001,0.0001,-0.0001,-0.0100,1724235632.7970,401.0783,-198.8991,179.1100
2024-8-21_18:20:32.807006,0.0002,-0.0001,-0.0001,-0.0100,1724235632.8070,401.0782,-198.8992,179.1000
2024-8-21_18:20:32.808220,0.0000,0.0000,0.0000,0.0000,1724235632.8082,401.0782,-198.8992,179.1000
2024-8-21_18:20:32.817020,0.0002,0.0001,0.0001,0.0100,1724235632.8170,401.0783,-198.8991,179.1100
2024-8-21_18:20:32.827039,0.0001,0.0001,-0.0001,-0.0100,1724235632.8270,401.0784,-198.8992,179.1000
2024-8-21_18:20:32.828116,0.0000,0.0000,0.0000,0.0000,1724235632.8281,401.0784,-198.8992,179.1000
2024-8-21_18:20:32.836985,0.0003,-0.0003,0.0001,0.0100,1724235632.8370,401.0781,-198.8991,179.1100
2024-8-21_18:20:32.846981,0.0004,0.0003,-0.0003,-0.0200,1724235632.8470,401.0785,-198.8993,179.0900
2024-8-21_18:20:32.847899,0.0000,0.0000,0.0000,0.0000,1724235632.8479,401.0785,-198.8993,179.0900
2024-8-21_18:20:32.856981,0.0001,-0.0001,0.0001,0.0100,1724235632.8570,401.0784,-198.8992,179.1000
2024-8-21_18:20:32.866980,0.0002,-0.0002,0.0000,0.0000,1724235632.8670,401.0782,-198.8992,179.1000
2024-8-21_18:20:32.867773,0.0000,0.0000,0.0000,0.0000,1724235632.8678,401.0782,-198.8992,179.1000
2024-8-21_18:20:32.876973,0.0002,0.0002,-0.0000,0.0000,1724235632.8770,401.0784,-198.8992,179.1000
2024-8-21_18:20:32.886975,0.0000,0.0000,0.0000,0.0000,1724235632.8870,401.0784,-198.8992,179.1000
2024-8-21_18:20:32.887698,0.0000,0.0000,0.0000,0.0000,1724235632.8877,401.0784,-198.8992,179.1000
2024-8-21_18:20:32.896997,0.0001,-0.0001,0.0001,0.0100,1724235632.8970,401.0783,-198.8991,179.1100
2024-8-21_18:20:32.906969,0.0004,-0.0000,-0.0004,-0.0300,1724235632.9070,401.0783,-198.8994,179.0800
2024-8-21_18:20:32.907687,0.0000,0.0000,0.0000,0.0000,1724235632.9077,401.0783,-198.8994,179.0800
2024-8-21_18:20:32.916976,0.0001,-0.0001,0.0001,0.0100,1724235632.9170,401.0783,-198.8993,179.0900
2024-8-21_18:20:32.926973,0.0003,-0.0001,0.0002,0.0200,1724235632.9270,401.0781,-198.8991,179.1100
2024-8-21_18:20:32.927749,0.0000,0.0000,0.0000,0.0000,1724235632.9277,401.0781,-198.8991,179.1100
2024-8-21_18:20:32.936982,0.0003,0.0003,-0.0001,-0.0100,1724235632.9370,401.0784,-198.8992,179.1000
2024-8-21_18:20:32.947011,0.0001,-0.0001,0.0001,0.0100,1724235632.9470,401.0783,-198.8991,179.1100
2024-8-21_18:20:32.947752,0.0000,0.0000,0.0000,0.0000,1724235632.9478,401.0783,-198.8991,179.1100
2024-8-21_18:20:32.956974,0.0001,0.0001,-0.0001,-0.0100,1724235632.9570,401.0784,-198.8992,179.1000
2024-8-21_18:20:32.967034,0.0003,-0.0003,0.0001,0.0100,1724235632.9670,401.0781,-198.8991,179.1100
2024-8-21_18:20:32.967748,0.0000,0.0000,0.0000,0.0000,1724235632.9677,401.0781,-198.8991,179.1100
2024-8-21_18:20:32.976970,0.0003,0.0003,-0.0001,-0.0100,1724235632.9770,401.0784,-198.8992,179.1000
2024-8-21_18:20:32.986977,0.0002,-0.0002,0.0000,0.0000,1724235632.9870,401.0782,-198.8992,179.1000
2024-8-21_18:20:32.987796,0.0000,0.0000,0.0000,0.0000,1724235632.9878,401.0782,-198.8992,179.1000
2024-8-21_18:20:32.996979,0.0002,0.0001,0.0001,0.0100,1724235632.9970,401.0783,-198.8991,179.1100
2024-8-21_18:20:33.007050,0.0001,0.0001,-0.0001,-0.0100,1724235633.0071,401.0784,-198.8992,179.1000
2024-8-21_18:20:33.007857,0.0000,0.0000,0.0000,0.0000,1724235633.0079,401.0784,-198.8992,179.1000
2024-8-21_18:20:33.016982,0.0002,-0.0001,-0.0001,-0.0100,1724235633.0170,401.0783,-198.8993,179.0900
2024-8-21_18:20:33.027020,0.0002,0.0001,0.0001,0.0100,1724235633.0270,401.0784,-198.8992,179.1000
2024-8-21_18:20:33.027757,0.0000,0.0000,0.0000,0.0000,1724235633.0278,401.0784,-198.8992,179.1000
2024-8-21_18:20:33.036969,0.0002,-0.0002,0.0000,0.0000,1724235633.0370,401.0782,-198.8992,179.1000
2024-8-21_18:20:33.046947,0.0002,0.0002,-0.0000,0.0000,1724235633.0469,401.0784,-198.8992,179.1000
2024-8-21_18:20:33.047611,0.0000,0.0000,0.0000,0.0000,1724235633.0476,401.0784,-198.8992,179.1000
2024-8-21_18:20:33.057026,0.0003,-0.0003,0.0001,0.0100,1724235633.0570,401.0781,-198.8991,179.1100
2024-8-21_18:20:33.066966,0.0002,0.0002,-0.0000,0.0000,1724235633.0670,401.0783,-198.8991,179.1100
2024-8-21_18:20:33.067613,0.0000,0.0000,0.0000,0.0000,1724235633.0676,401.0783,-198.8991,179.1100
2024-8-21_18:20:33.076964,0.0003,0.0001,-0.0002,-0.0200,1724235633.0770,401.0785,-198.8993,179.0900
2024-8-21_18:20:33.087039,0.0001,-0.0001,0.0001,0.0100,1724235633.0870,401.0784,-198.8992,179.1000
2024-8-21_18:20:33.087691,0.0000,0.0000,0.0000,0.0000,1724235633.0877,401.0784,-198.8992,179.1000
2024-8-21_18:20:33.096967,0.0002,-0.0001,-0.0001,-0.0100,1724235633.0970,401.0783,-198.8993,179.0900
2024-8-21_18:20:33.106989,0.0003,-0.0001,0.0002,0.0200,1724235633.1070,401.0781,-198.8991,179.1100
2024-8-21_18:20:33.107667,0.0000,0.0000,0.0000,0.0000,1724235633.1077,401.0781,-198.8991,179.1100
2024-8-21_18:20:33.117013,0.0002,0.0002,-0.0000,0.0000,1724235633.1170,401.0783,-198.8991,179.1100
2024-8-21_18:20:33.126993,0.0000,0.0000,0.0000,0.0000,1724235633.1270,401.0783,-198.8991,179.1100
2024-8-21_18:20:33.127733,0.0000,0.0000,0.0000,0.0000,1724235633.1277,401.0783,-198.8991,179.1100
2024-8-21_18:20:33.136978,0.0002,-0.0001,-0.0001,-0.0100,1724235633.1370,401.0782,-198.8992,179.1000
2024-8-21_18:20:33.147007,0.0004,0.0003,-0.0003,-0.0200,1724235633.1470,401.0785,-198.8994,179.0800
2024-8-21_18:20:33.147843,0.0000,0.0000,0.0000,0.0000,1724235633.1478,401.0785,-198.8994,179.0800
2024-8-21_18:20:33.156978,0.0006,-0.0003,0.0005,0.0400,1724235633.1570,401.0783,-198.8989,179.1200
2024-8-21_18:20:33.166977,0.0004,0.0002,-0.0004,-0.0300,1724235633.1670,401.0785,-198.8993,179.0900
2024-8-21_18:20:33.167630,0.0000,0.0000,0.0000,0.0000,1724235633.1676,401.0785,-198.8993,179.0900
2024-8-21_18:20:33.176964,0.0002,-0.0002,0.0000,0.0000,1724235633.1770,401.0783,-198.8993,179.0900
2024-8-21_18:20:33.186990,0.0000,0.0000,0.0000,0.0000,1724235633.1870,401.0783,-198.8993,179.0900
2024-8-21_18:20:33.187621,0.0000,0.0000,0.0000,0.0000,1724235633.1876,401.0783,-198.8993,179.0900
2024-8-21_18:20:33.196966,0.0002,0.0001,0.0001,0.0100,1724235633.1970,401.0784,-198.8992,179.1000
2024-8-21_18:20:33.206997,0.0002,-0.0001,-0.0001,-0.0100,1724235633.2070,401.0783,-198.8993,179.0900
2024-8-21_18:20:33.207634,0.0000,0.0000,0.0000,0.0000,1724235633.2076,401.0783,-198.8993,179.0900
2024-8-21_18:20:33.217026,0.0001,-0.0001,0.0001,0.0100,1724235633.2170,401.0782,-198.8992,179.1000
2024-8-21_18:20:33.226978,0.0002,0.0001,0.0001,0.0100,1724235633.2270,401.0783,-198.8991,179.1100
2024-8-21_18:20:33.227758,0.0000,0.0000,0.0000,0.0000,1724235633.2278,401.0783,-198.8991,179.1100
2024-8-21_18:20:33.236974,0.0002,-0.0001,-0.0001,-0.0100,1724235633.2370,401.0782,-198.8992,179.1000
2024-8-21_18:20:33.246984,0.0001,0.0001,-0.0001,-0.0100,1724235633.2470,401.0783,-198.8993,179.0900
2024-8-21_18:20:33.247743,0.0000,0.0000,0.0000,0.0000,1724235633.2477,401.0783,-198.8993,179.0900
2024-8-21_18:20:33.256978,0.0002,0.0001,0.0001,0.0100,1724235633.2570,401.0784,-198.8992,179.1000
2024-8-21_18:20:33.266982,0.0001,0.0001,-0.0001,-0.0100,1724235633.2670,401.0785,-198.8993,179.0900
2024-8-21_18:20:33.267777,0.0000,0.0000,0.0000,0.0000,1724235633.2678,401.0785,-198.8993,179.0900
2024-8-21_18:20:33.276971,0.0001,-0.0001,0.0001,0.0100,1724235633.2770,401.0784,-198.8992,179.1000
2024-8-21_18:20:33.286975,0.0002,-0.0002,0.0000,0.0000,1724235633.2870,401.0782,-198.8992,179.1000
2024-8-21_18:20:33.287698,0.0000,0.0000,0.0000,0.0000,1724235633.2877,401.0782,-198.8992,179.1000
2024-8-21_18:20:33.296970,0.0001,-0.0001,0.0001,0.0100,1724235633.2970,401.0781,-198.8991,179.1100
2024-8-21_18:20:33.307044,0.0002,0.0001,0.0001,0.0100,1724235633.3070,401.0783,-198.8989,179.1200
2024-8-21_18:20:33.307669,0.0000,0.0000,0.0000,0.0000,1724235633.3077,401.0783,-198.8989,179.1200
2024-8-21_18:20:33.316998,0.0002,-0.0001,-0.0001,-0.0100,1724235633.3170,401.0781,-198.8991,179.1100
2024-8-21_18:20:33.326969,0.0004,0.0003,-0.0003,-0.0200,1724235633.3270,401.0785,-198.8993,179.0900
2024-8-21_18:20:33.327645,0.0000,0.0000,0.0000,0.0000,1724235633.3276,401.0785,-198.8993,179.0900
2024-8-21_18:20:33.337004,0.0002,-0.0002,0.0000,0.0000,1724235633.3370,401.0783,-198.8993,179.0900
2024-8-21_18:20:33.347046,0.0001,-0.0001,0.0001,0.0100,1724235633.3470,401.0782,-198.8992,179.1000
2024-8-21_18:20:33.347667,0.0000,0.0000,0.0000,0.0000,1724235633.3477,401.0782,-198.8992,179.1000
2024-8-21_18:20:33.356977,0.0001,0.0001,-0.0001,-0.0100,1724235633.3570,401.0783,-198.8993,179.0900
2024-8-21_18:20:33.367030,0.0002,0.0002,-0.0000,0.0000,1724235633.3670,401.0785,-198.8993,179.0900
2024-8-21_18:20:33.367682,0.0000,0.0000,0.0000,0.0000,1724235633.3677,401.0785,-198.8993,179.0900
2024-8-21_18:20:33.377048,0.0007,-0.0005,0.0005,0.0400,1724235633.3770,401.0780,-198.8988,179.1300
2024-8-21_18:20:33.386977,0.0008,0.0005,-0.0006,-0.0500,1724235633.3870,401.0785,-198.8994,179.0800
2024-8-21_18:20:33.387754,0.0000,0.0000,0.0000,0.0000,1724235633.3878,401.0785,-198.8994,179.0800
2024-8-21_18:20:33.397053,0.0003,-0.0001,0.0002,0.0200,1724235633.3971,401.0784,-198.8992,179.1000
2024-8-21_18:20:33.407033,0.0001,0.0001,-0.0001,-0.0100,1724235633.4070,401.0785,-198.8993,179.0900
2024-8-21_18:20:33.408319,0.0000,0.0000,0.0000,0.0000,1724235633.4083,401.0785,-198.8993,179.0900
2024-8-21_18:20:33.417028,0.0001,-0.0001,0.0001,0.0100,1724235633.4170,401.0784,-198.8992,179.1000
2024-8-21_18:20:33.427009,0.0002,-0.0001,-0.0001,-0.0100,1724235633.4270,401.0783,-198.8993,179.0900
2024-8-21_18:20:33.428301,0.0000,0.0000,0.0000,0.0000,1724235633.4283,401.0783,-198.8993,179.0900
2024-8-21_18:20:33.436989,0.0002,0.0001,0.0001,0.0100,1724235633.4370,401.0784,-198.8992,179.1000
2024-8-21_18:20:33.446974,0.0000,0.0000,0.0000,0.0000,1724235633.4470,401.0784,-198.8992,179.1000
2024-8-21_18:20:33.447766,0.0000,0.0000,0.0000,0.0000,1724235633.4478,401.0784,-198.8992,179.1000
2024-8-21_18:20:33.456972,0.0004,-0.0003,0.0003,0.0200,1724235633.4570,401.0781,-198.8989,179.1200
2024-8-21_18:20:33.466973,0.0004,0.0002,-0.0004,-0.0300,1724235633.4670,401.0783,-198.8993,179.0900
2024-8-21_18:20:33.467614,0.0000,0.0000,0.0000,0.0000,1724235633.4676,401.0783,-198.8993,179.0900
2024-8-21_18:20:33.476966,0.0003,0.0001,0.0002,0.0200,1724235633.4770,401.0783,-198.8991,179.1100
2024-8-21_18:20:33.486968,0.0001,0.0001,-0.0001,-0.0100,1724235633.4870,401.0784,-198.8992,179.1000
2024-8-21_18:20:33.487599,0.0000,0.0000,0.0000,0.0000,1724235633.4876,401.0784,-198.8992,179.1000
2024-8-21_18:20:33.496964,0.0001,-0.0001,0.0001,0.0100,1724235633.4970,401.0783,-198.8991,179.1100
2024-8-21_18:20:33.506966,0.0003,-0.0001,-0.0002,-0.0200,1724235633.5070,401.0783,-198.8993,179.0900
2024-8-21_18:20:33.507572,0.0000,0.0000,0.0000,0.0000,1724235633.5076,401.0783,-198.8993,179.0900
2024-8-21_18:20:33.516968,0.0004,-0.0002,0.0004,0.0300,1724235633.5170,401.0781,-198.8989,179.1200
2024-8-21_18:20:33.526968,0.0004,0.0002,-0.0004,-0.0300,1724235633.5270,401.0783,-198.8993,179.0900
2024-8-21_18:20:33.527608,0.0000,0.0000,0.0000,0.0000,1724235633.5276,401.0783,-198.8993,179.0900
2024-8-21_18:20:33.536972,0.0002,0.0001,0.0001,0.0100,1724235633.5370,401.0784,-198.8992,179.1000
2024-8-21_18:20:33.547048,0.0003,0.0001,-0.0002,-0.0200,1724235633.5470,401.0785,-198.8994,179.0800
2024-8-21_18:20:33.547626,0.0000,0.0000,0.0000,0.0000,1724235633.5476,401.0785,-198.8994,179.0800
2024-8-21_18:20:33.556969,0.0001,-0.0001,0.0001,0.0100,1724235633.5570,401.0785,-198.8993,179.0900
2024-8-21_18:20:33.566999,0.0003,-0.0003,0.0001,0.0100,1724235633.5670,401.0782,-198.8992,179.1000
2024-8-21_18:20:33.567658,0.0000,0.0000,0.0000,0.0000,1724235633.5677,401.0782,-198.8992,179.1000
2024-8-21_18:20:33.576991,0.0002,0.0001,0.0001,0.0100,1724235633.5770,401.0783,-198.8991,179.1100
2024-8-21_18:20:33.586987,0.0001,-0.0001,0.0001,0.0100,1724235633.5870,401.0783,-198.8989,179.1200
2024-8-21_18:20:33.587656,0.0000,0.0000,0.0000,0.0000,1724235633.5877,401.0783,-198.8989,179.1200
2024-8-21_18:20:33.596964,0.0004,0.0002,-0.0004,-0.0300,1724235633.5970,401.0785,-198.8993,179.0900
2024-8-21_18:20:33.607057,0.0004,-0.0003,0.0003,0.0200,1724235633.6071,401.0781,-198.8991,179.1100
2024-8-21_18:20:33.607694,0.0000,0.0000,0.0000,0.0000,1724235633.6077,401.0781,-198.8991,179.1100
2024-8-21_18:20:33.616978,0.0001,-0.0001,0.0001,0.0100,1724235633.6170,401.0781,-198.8989,179.1200
2024-8-21_18:20:33.627010,0.0003,0.0003,-0.0001,-0.0100,1724235633.6270,401.0783,-198.8991,179.1100
2024-8-21_18:20:33.627777,0.0000,0.0000,0.0000,0.0000,1724235633.6278,401.0783,-198.8991,179.1100
2024-8-21_18:20:33.636975,0.0003,0.0001,-0.0002,-0.0200,1724235633.6370,401.0785,-198.8993,179.0900
2024-8-21_18:20:33.646976,0.0000,0.0000,0.0000,0.0000,1724235633.6470,401.0785,-198.8993,179.0900
2024-8-21_18:20:33.647734,0.0000,0.0000,0.0000,0.0000,1724235633.6477,401.0785,-198.8993,179.0900
2024-8-21_18:20:33.656977,0.0001,-0.0001,0.0001,0.0100,1724235633.6570,401.0784,-198.8992,179.1000
2024-8-21_18:20:33.666995,0.0001,-0.0001,0.0001,0.0100,1724235633.6670,401.0783,-198.8991,179.1100
2024-8-21_18:20:33.667676,0.0000,0.0000,0.0000,0.0000,1724235633.6677,401.0783,-198.8991,179.1100
2024-8-21_18:20:33.676968,0.0001,0.0001,-0.0001,-0.0100,1724235633.6770,401.0784,-198.8992,179.1000
2024-8-21_18:20:33.687000,0.0001,-0.0001,0.0001,0.0100,1724235633.6870,401.0783,-198.8991,179.1100
2024-8-21_18:20:33.687671,0.0000,0.0000,0.0000,0.0000,1724235633.6877,401.0783,-198.8991,179.1100
2024-8-21_18:20:33.696974,0.0003,-0.0001,-0.0002,-0.0200,1724235633.6970,401.0783,-198.8993,179.0900
2024-8-21_18:20:33.706995,0.0002,0.0001,0.0001,0.0100,1724235633.7070,401.0784,-198.8992,179.1000
2024-8-21_18:20:33.707672,0.0000,0.0000,0.0000,0.0000,1724235633.7077,401.0784,-198.8992,179.1000
2024-8-21_18:20:33.716984,0.0003,-0.0001,0.0002,0.0200,1724235633.7170,401.0783,-198.8989,179.1200
2024-8-21_18:20:33.726977,0.0003,-0.0001,-0.0002,-0.0200,1724235633.7270,401.0782,-198.8992,179.1000
2024-8-21_18:20:33.727740,0.0000,0.0000,0.0000,0.0000,1724235633.7277,401.0782,-198.8992,179.1000
2024-8-21_18:20:33.736977,0.0002,0.0001,0.0001,0.0100,1724235633.7370,401.0783,-198.8991,179.1100
