2024-8-14_18:50:2.133201,0.0000,0.0000,0.0000,0.0000,1723632602.1332,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.133201,0.0000,0.0000,0.0000,0.0000,1723632602.1332,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.133201,0.0000,0.0000,0.0000,0.0000,1723632602.1332,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.133201,0.0000,0.0000,0.0000,0.0000,1723632602.1332,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.133201,0.0000,0.0000,0.0000,0.0000,1723632602.1332,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.133201,0.0000,0.0000,0.0000,0.0000,1723632602.1332,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.133201,0.0000,0.0000,0.0000,0.0000,1723632602.1332,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.133201,0.0000,0.0000,0.0000,0.0000,1723632602.1332,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.133201,0.0000,0.0000,0.0000,0.0000,1723632602.1332,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.233503,0.0000,0.0000,0.0000,0.0000,1723632602.2335,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.233503,0.0000,0.0000,0.0000,0.0000,1723632602.2335,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.233503,0.0000,0.0000,0.0000,0.0000,1723632602.2335,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.233503,0.0000,0.0000,0.0000,0.0000,1723632602.2335,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.233503,0.0000,0.0000,0.0000,0.0000,1723632602.2335,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.233503,0.0000,0.0000,0.0000,0.0000,1723632602.2335,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.233503,0.0000,0.0000,0.0000,0.0000,1723632602.2335,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.233503,0.0000,0.0000,0.0000,0.0000,1723632602.2335,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.233503,0.0000,0.0000,0.0000,0.0000,1723632602.2335,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.233503,0.0000,0.0000,0.0000,0.0000,1723632602.2335,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.233503,0.0000,0.0000,0.0000,0.0000,1723632602.2335,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.233503,0.0000,0.0000,0.0000,0.0000,1723632602.2335,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.233503,0.0000,0.0000,0.0000,0.0000,1723632602.2335,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.233503,0.0000,0.0000,0.0000,0.0000,1723632602.2335,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.233503,0.0000,0.0000,0.0000,0.0000,1723632602.2335,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.233503,0.0000,0.0000,0.0000,0.0000,1723632602.2335,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.233503,0.0000,0.0000,0.0000,0.0000,1723632602.2335,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.233503,0.0000,0.0000,0.0000,0.0000,1723632602.2335,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.233503,0.0000,0.0000,0.0000,0.0000,1723632602.2335,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.233503,0.0000,0.0000,0.0000,0.0000,1723632602.2335,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.233503,0.0000,0.0000,0.0000,0.0000,1723632602.2335,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.233503,0.0000,0.0000,0.0000,0.0000,1723632602.2335,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.233503,0.0000,0.0000,0.0000,0.0000,1723632602.2335,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.233503,0.0000,0.0000,0.0000,0.0000,1723632602.2335,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.233503,0.0000,0.0000,0.0000,0.0000,1723632602.2335,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.233503,0.0000,0.0000,0.0000,0.0000,1723632602.2335,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.233503,0.0000,0.0000,0.0000,0.0000,1723632602.2335,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.233503,0.0000,0.0000,0.0000,0.0000,1723632602.2335,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.233503,0.0000,0.0000,0.0000,0.0000,1723632602.2335,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.233503,0.0000,0.0000,0.0000,0.0000,1723632602.2335,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.233503,0.0000,0.0000,0.0000,0.0000,1723632602.2335,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.233503,0.0000,0.0000,0.0000,0.0000,1723632602.2335,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.233503,0.0000,0.0000,0.0000,0.0000,1723632602.2335,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.233503,0.0000,0.0000,0.0000,0.0000,1723632602.2335,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.233503,0.0000,0.0000,0.0000,0.0000,1723632602.2335,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.233503,0.0000,0.0000,0.0000,0.0000,1723632602.2335,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.233503,0.0000,0.0000,0.0000,0.0000,1723632602.2335,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.233503,0.0000,0.0000,0.0000,0.0000,1723632602.2335,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.233503,0.0000,0.0000,0.0000,0.0000,1723632602.2335,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.233503,0.0000,0.0000,0.0000,0.0000,1723632602.2335,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.233503,0.0000,0.0000,0.0000,0.0000,1723632602.2335,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.233503,0.0000,0.0000,0.0000,0.0000,1723632602.2335,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.233503,0.0000,0.0000,0.0000,0.0000,1723632602.2335,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.233503,0.0000,0.0000,0.0000,0.0000,1723632602.2335,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.233503,0.0000,0.0000,0.0000,0.0000,1723632602.2335,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.233503,0.0000,0.0000,0.0000,0.0000,1723632602.2335,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.233503,0.0000,0.0000,0.0000,0.0000,1723632602.2335,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.333034,0.0000,0.0000,0.0000,0.0000,1723632602.3330,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.333034,0.0000,0.0000,0.0000,0.0000,1723632602.3330,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.333034,0.0000,0.0000,0.0000,0.0000,1723632602.3330,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.333034,0.0000,0.0000,0.0000,0.0000,1723632602.3330,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.333034,0.0000,0.0000,0.0000,0.0000,1723632602.3330,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.333034,0.0000,0.0000,0.0000,0.0000,1723632602.3330,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.333034,0.0000,0.0000,0.0000,0.0000,1723632602.3330,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.333034,0.0000,0.0000,0.0000,0.0000,1723632602.3330,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.333034,0.0000,0.0000,0.0000,0.0000,1723632602.3330,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.333034,0.0000,0.0000,0.0000,0.0000,1723632602.3330,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.333034,0.0000,0.0000,0.0000,0.0000,1723632602.3330,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.333034,0.0000,0.0000,0.0000,0.0000,1723632602.3330,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.333034,0.0000,0.0000,0.0000,0.0000,1723632602.3330,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.333034,0.0000,0.0000,0.0000,0.0000,1723632602.3330,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.333034,0.0000,0.0000,0.0000,0.0000,1723632602.3330,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.333034,0.0000,0.0000,0.0000,0.0000,1723632602.3330,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.333034,0.0000,0.0000,0.0000,0.0000,1723632602.3330,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.333034,0.0000,0.0000,0.0000,0.0000,1723632602.3330,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.333034,0.0000,0.0000,0.0000,0.0000,1723632602.3330,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.333034,0.0000,0.0000,0.0000,0.0000,1723632602.3330,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.333034,0.0000,0.0000,0.0000,0.0000,1723632602.3330,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.333034,0.0000,0.0000,0.0000,0.0000,1723632602.3330,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.333034,0.0000,0.0000,0.0000,0.0000,1723632602.3330,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.333034,0.0000,0.0000,0.0000,0.0000,1723632602.3330,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.333034,0.0000,0.0000,0.0000,0.0000,1723632602.3330,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.333034,0.0000,0.0000,0.0000,0.0000,1723632602.3330,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.333034,0.0000,0.0000,0.0000,0.0000,1723632602.3330,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.333034,0.0000,0.0000,0.0000,0.0000,1723632602.3330,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.333034,0.0000,0.0000,0.0000,0.0000,1723632602.3330,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.333034,0.0000,0.0000,0.0000,0.0000,1723632602.3330,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.333034,0.0000,0.0000,0.0000,0.0000,1723632602.3330,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.333034,0.0000,0.0000,0.0000,0.0000,1723632602.3330,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.333034,0.0000,0.0000,0.0000,0.0000,1723632602.3330,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.333034,0.0000,0.0000,0.0000,0.0000,1723632602.3330,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.333034,0.0000,0.0000,0.0000,0.0000,1723632602.3330,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.333034,0.0000,0.0000,0.0000,0.0000,1723632602.3330,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.333034,0.0000,0.0000,0.0000,0.0000,1723632602.3330,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.333034,0.0000,0.0000,0.0000,0.0000,1723632602.3330,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.333034,0.0000,0.0000,0.0000,0.0000,1723632602.3330,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.333034,0.0000,0.0000,0.0000,0.0000,1723632602.3330,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.333034,0.0000,0.0000,0.0000,0.0000,1723632602.3330,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.333034,0.0000,0.0000,0.0000,0.0000,1723632602.3330,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.333034,0.0000,0.0000,0.0000,0.0000,1723632602.3330,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.333034,0.0000,0.0000,0.0000,0.0000,1723632602.3330,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.333034,0.0000,0.0000,0.0000,0.0000,1723632602.3330,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.333034,0.0000,0.0000,0.0000,0.0000,1723632602.3330,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.333034,0.0000,0.0000,0.0000,0.0000,1723632602.3330,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.333034,0.0000,0.0000,0.0000,0.0000,1723632602.3330,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.333034,0.0000,0.0000,0.0000,0.0000,1723632602.3330,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.333034,0.0000,0.0000,0.0000,0.0000,1723632602.3330,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.333034,0.0000,0.0000,0.0000,0.0000,1723632602.3330,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.333034,0.0000,0.0000,0.0000,0.0000,1723632602.3330,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.433595,0.0000,0.0000,0.0000,0.0000,1723632602.4336,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.433595,0.0000,0.0000,0.0000,0.0000,1723632602.4336,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.433595,0.0000,0.0000,0.0000,0.0000,1723632602.4336,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.433595,0.0000,0.0000,0.0000,0.0000,1723632602.4336,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.433595,0.0000,0.0000,0.0000,0.0000,1723632602.4336,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.433595,0.0000,0.0000,0.0000,0.0000,1723632602.4336,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.433595,0.0000,0.0000,0.0000,0.0000,1723632602.4336,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.433595,0.0000,0.0000,0.0000,0.0000,1723632602.4336,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.433595,0.0000,0.0000,0.0000,0.0000,1723632602.4336,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.433595,0.0000,0.0000,0.0000,0.0000,1723632602.4336,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.433595,0.0000,0.0000,0.0000,0.0000,1723632602.4336,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.433595,0.0000,0.0000,0.0000,0.0000,1723632602.4336,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.433595,0.0000,0.0000,0.0000,0.0000,1723632602.4336,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.433595,0.0000,0.0000,0.0000,0.0000,1723632602.4336,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.433595,0.0000,0.0000,0.0000,0.0000,1723632602.4336,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.433595,0.0000,0.0000,0.0000,0.0000,1723632602.4336,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.433595,0.0000,0.0000,0.0000,0.0000,1723632602.4336,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.433595,0.0000,0.0000,0.0000,0.0000,1723632602.4336,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.433595,0.0000,0.0000,0.0000,0.0000,1723632602.4336,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.433595,0.0000,0.0000,0.0000,0.0000,1723632602.4336,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.433595,0.0000,0.0000,0.0000,0.0000,1723632602.4336,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.433595,0.0000,0.0000,0.0000,0.0000,1723632602.4336,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.433595,0.0000,0.0000,0.0000,0.0000,1723632602.4336,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.433595,0.0000,0.0000,0.0000,0.0000,1723632602.4336,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.433595,0.0000,0.0000,0.0000,0.0000,1723632602.4336,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.433595,0.0000,0.0000,0.0000,0.0000,1723632602.4336,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.433595,0.0000,0.0000,0.0000,0.0000,1723632602.4336,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.433595,0.0000,0.0000,0.0000,0.0000,1723632602.4336,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.433595,0.0000,0.0000,0.0000,0.0000,1723632602.4336,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.433595,0.0000,0.0000,0.0000,0.0000,1723632602.4336,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.433595,0.0000,0.0000,0.0000,0.0000,1723632602.4336,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.433595,0.0000,0.0000,0.0000,0.0000,1723632602.4336,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.433595,0.0000,0.0000,0.0000,0.0000,1723632602.4336,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.433595,0.0000,0.0000,0.0000,0.0000,1723632602.4336,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.433595,0.0000,0.0000,0.0000,0.0000,1723632602.4336,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.433595,0.0000,0.0000,0.0000,0.0000,1723632602.4336,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.433595,0.0000,0.0000,0.0000,0.0000,1723632602.4336,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.433595,0.0000,0.0000,0.0000,0.0000,1723632602.4336,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.433595,0.0000,0.0000,0.0000,0.0000,1723632602.4336,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.433595,0.0000,0.0000,0.0000,0.0000,1723632602.4336,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.433595,0.0000,0.0000,0.0000,0.0000,1723632602.4336,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.433595,0.0000,0.0000,0.0000,0.0000,1723632602.4336,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.433595,0.0000,0.0000,0.0000,0.0000,1723632602.4336,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.433595,0.0000,0.0000,0.0000,0.0000,1723632602.4336,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.433595,0.0000,0.0000,0.0000,0.0000,1723632602.4336,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.433595,0.0000,0.0000,0.0000,0.0000,1723632602.4336,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.433595,0.0000,0.0000,0.0000,0.0000,1723632602.4336,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.433595,0.0000,0.0000,0.0000,0.0000,1723632602.4336,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.433595,0.0000,0.0000,0.0000,0.0000,1723632602.4336,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.533943,0.0000,0.0000,0.0000,0.0000,1723632602.5339,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.533943,0.0000,0.0000,0.0000,0.0000,1723632602.5339,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.533943,0.0000,0.0000,0.0000,0.0000,1723632602.5339,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.533943,0.0000,0.0000,0.0000,0.0000,1723632602.5339,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.533943,0.0000,0.0000,0.0000,0.0000,1723632602.5339,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.533943,0.0000,0.0000,0.0000,0.0000,1723632602.5339,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.533943,0.0000,0.0000,0.0000,0.0000,1723632602.5339,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.533943,0.0000,0.0000,0.0000,0.0000,1723632602.5339,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.533943,0.0000,0.0000,0.0000,0.0000,1723632602.5339,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.533943,0.0000,0.0000,0.0000,0.0000,1723632602.5339,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.533943,0.0000,0.0000,0.0000,0.0000,1723632602.5339,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.533943,0.0000,0.0000,0.0000,0.0000,1723632602.5339,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.533943,0.0000,0.0000,0.0000,0.0000,1723632602.5339,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.533943,0.0000,0.0000,0.0000,0.0000,1723632602.5339,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.533943,0.0000,0.0000,0.0000,0.0000,1723632602.5339,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.533943,0.0000,0.0000,0.0000,0.0000,1723632602.5339,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.533943,0.0000,0.0000,0.0000,0.0000,1723632602.5339,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.533943,0.0000,0.0000,0.0000,0.0000,1723632602.5339,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.533943,0.0000,0.0000,0.0000,0.0000,1723632602.5339,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.533943,0.0000,0.0000,0.0000,0.0000,1723632602.5339,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.533943,0.0000,0.0000,0.0000,0.0000,1723632602.5339,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.533943,0.0000,0.0000,0.0000,0.0000,1723632602.5339,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.533943,0.0000,0.0000,0.0000,0.0000,1723632602.5339,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.533943,0.0000,0.0000,0.0000,0.0000,1723632602.5339,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.533943,0.0000,0.0000,0.0000,0.0000,1723632602.5339,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.533943,0.0000,0.0000,0.0000,0.0000,1723632602.5339,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.533943,0.0000,0.0000,0.0000,0.0000,1723632602.5339,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.533943,0.0000,0.0000,0.0000,0.0000,1723632602.5339,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.533943,0.0000,0.0000,0.0000,0.0000,1723632602.5339,311.3620,-208.7819,87.6142
2024-8-14_18:50:2.533943,0.0000,0.0000,0.0000,0.0000,1723632602.5339,311.3620,-208.7819,87.6142
