QRcodeLoc Start
QRcodeTable Start
qrcode_table的大小为: 12
100100 399.63 -199.27 0
100101 399.27 -199.63 0
100102 399.27 -200.37 0
100103 399.63 -200.73 0
100104 399.63 -200.37 0
100105 399.63 -199.63 0
100106 400.37 -199.27 0
100107 400.37 -199.63 0
100109 400.37 -200.37 0
100110 400.37 -200.73 0
100111 400.73 -200.37 0
100114 400.73 -199.63 0
QRcodeTable Start
qrcode_table的大小为: 8
100301 311.67 -188.327 -92.264
100302 311.643 -189.351 -91.1349
100303 312.347 -189.361 -91.0547
100315 311.113 -207.294 -90.6139
100327 312.376 -188.377 -91.0937
100336 311.092 -208.29 -91.0267
100337 311.833 -208.319 -90.9734
100338 311.861 -207.317 -90.3825
MV_SC2005AM Start

error: x1 == x2
error: x1 == x2
error: x1 == x2
error: x1 == x2
 init 

2024-8-21_18:24:46.349611,-nan,-nan,-nan,-nan,1724235886.3496,-nan,-nan,-nan
2024-8-21_18:24:49.419752,0.0004,0.0004,0.0002,-0.0300,1724235889.4198,399.9993,-198.5615,-90.9100
2024-8-21_18:24:49.427694,0.0000,0.0000,0.0000,0.0000,1724235889.4277,399.9993,-198.5615,-90.9100
2024-8-21_18:24:49.429706,0.0003,-0.0002,-0.0001,0.0200,1724235889.4297,399.9991,-198.5617,-90.8900
2024-8-21_18:24:49.439742,0.0003,0.0002,0.0001,-0.0200,1724235889.4397,399.9993,-198.5615,-90.9100
2024-8-21_18:24:49.447743,0.0000,0.0000,0.0000,0.0000,1724235889.4477,399.9993,-198.5615,-90.9100
2024-8-21_18:24:49.449707,0.0003,-0.0002,-0.0001,0.0200,1724235889.4497,399.9991,-198.5617,-90.8900
2024-8-21_18:24:49.459752,0.0003,0.0002,0.0001,-0.0200,1724235889.4598,399.9993,-198.5615,-90.9100
2024-8-21_18:24:49.467848,0.0000,0.0000,0.0000,0.0000,1724235889.4678,399.9993,-198.5615,-90.9100
2024-8-21_18:24:49.469709,0.0003,-0.0002,-0.0001,0.0200,1724235889.4697,399.9991,-198.5617,-90.8900
2024-8-21_18:24:49.479714,0.0003,0.0002,-0.0001,-0.0200,1724235889.4797,399.9993,-198.5617,-90.9100
2024-8-21_18:24:49.487895,0.0000,0.0000,0.0000,0.0000,1724235889.4879,399.9993,-198.5617,-90.9100
2024-8-21_18:24:49.489722,0.0003,0.0001,0.0003,-0.0100,1724235889.4897,399.9994,-198.5615,-90.9200
2024-8-21_18:24:49.499780,0.0003,-0.0002,-0.0001,0.0200,1724235889.4998,399.9992,-198.5616,-90.9000
2024-8-21_18:24:49.508345,0.0000,0.0000,0.0000,0.0000,1724235889.5083,399.9992,-198.5616,-90.9000
2024-8-21_18:24:49.509744,0.0001,0.0001,0.0001,-0.0100,1724235889.5097,399.9993,-198.5615,-90.9100
2024-8-21_18:24:49.519765,0.0004,-0.0003,-0.0003,0.0200,1724235889.5198,399.9991,-198.5619,-90.8900
2024-8-21_18:24:49.528295,0.0000,0.0000,0.0000,0.0000,1724235889.5283,399.9991,-198.5619,-90.8900
2024-8-21_18:24:49.529746,0.0003,0.0001,0.0003,-0.0100,1724235889.5297,399.9992,-198.5616,-90.9000
2024-8-21_18:24:49.539763,0.0002,-0.0000,-0.0002,0.0000,1724235889.5398,399.9992,-198.5618,-90.9000
2024-8-21_18:24:49.547834,0.0000,0.0000,0.0000,0.0000,1724235889.5478,399.9992,-198.5618,-90.9000
2024-8-21_18:24:49.549722,0.0000,0.0000,0.0000,0.0000,1724235889.5497,399.9992,-198.5618,-90.9000
2024-8-21_18:24:49.559728,0.0000,0.0000,0.0000,0.0000,1724235889.5597,399.9992,-198.5618,-90.9000
2024-8-21_18:24:49.567654,0.0000,0.0000,0.0000,0.0000,1724235889.5677,399.9992,-198.5618,-90.9000
2024-8-21_18:24:49.569708,0.0003,0.0001,0.0003,-0.0100,1724235889.5697,399.9993,-198.5615,-90.9100
2024-8-21_18:24:49.579732,0.0001,-0.0001,-0.0001,0.0100,1724235889.5797,399.9992,-198.5616,-90.9000
2024-8-21_18:24:49.587656,0.0000,0.0000,0.0000,0.0000,1724235889.5877,399.9992,-198.5616,-90.9000
2024-8-21_18:24:49.589705,0.0003,0.0002,-0.0001,-0.0200,1724235889.5897,399.9994,-198.5617,-90.9200
2024-8-21_18:24:49.599809,0.0002,0.0000,0.0002,0.0000,1724235889.5998,399.9994,-198.5615,-90.9200
2024-8-21_18:24:49.607657,0.0000,0.0000,0.0000,-0.0000,1724235889.6077,399.9994,-198.5615,-90.9200
2024-8-21_18:24:49.609704,0.0001,-0.0001,-0.0001,0.0100,1724235889.6097,399.9993,-198.5615,-90.9100
2024-8-21_18:24:49.619713,0.0003,-0.0001,-0.0003,0.0100,1724235889.6197,399.9992,-198.5618,-90.9000
2024-8-21_18:24:49.627637,0.0000,0.0000,0.0000,0.0000,1724235889.6276,399.9992,-198.5618,-90.9000
2024-8-21_18:24:49.629706,0.0004,-0.0004,0.0000,0.0300,1724235889.6297,399.9988,-198.5618,-90.8700
2024-8-21_18:24:49.639710,0.0003,0.0002,-0.0001,-0.0200,1724235889.6397,399.9991,-198.5619,-90.8900
2024-8-21_18:24:49.647675,0.0000,0.0000,0.0000,0.0000,1724235889.6477,399.9991,-198.5619,-90.8900
2024-8-21_18:24:49.649727,0.0002,-0.0001,0.0001,0.0100,1724235889.6497,399.9989,-198.5617,-90.8800
2024-8-21_18:24:49.659794,0.0002,-0.0000,-0.0002,0.0000,1724235889.6598,399.9989,-198.5619,-90.8800
2024-8-21_18:24:49.667778,0.0000,0.0000,0.0000,0.0000,1724235889.6678,399.9989,-198.5619,-90.8800
2024-8-21_18:24:49.669710,0.0004,0.0003,0.0003,-0.0200,1724235889.6697,399.9992,-198.5616,-90.9000
2024-8-21_18:24:49.679717,0.0000,0.0000,0.0000,0.0000,1724235889.6797,399.9992,-198.5616,-90.9000
2024-8-21_18:24:49.687763,0.0000,0.0000,0.0000,0.0000,1724235889.6878,399.9992,-198.5616,-90.9000
2024-8-21_18:24:49.689710,0.0002,0.0001,-0.0001,-0.0100,1724235889.6897,399.9993,-198.5617,-90.9100
2024-8-21_18:24:49.699709,0.0004,-0.0004,0.0000,0.0300,1724235889.6997,399.9989,-198.5617,-90.8800
2024-8-21_18:24:49.707734,0.0000,0.0000,0.0000,0.0000,1724235889.7077,399.9989,-198.5617,-90.8800
2024-8-21_18:24:49.709709,0.0003,0.0002,-0.0001,-0.0200,1724235889.7097,399.9992,-198.5618,-90.9000
2024-8-21_18:24:49.719712,0.0002,-0.0001,0.0001,0.0100,1724235889.7197,399.9991,-198.5617,-90.8900
2024-8-21_18:24:49.727723,0.0000,0.0000,0.0000,0.0000,1724235889.7277,399.9991,-198.5617,-90.8900
2024-8-21_18:24:49.729709,0.0004,0.0004,-0.0000,-0.0300,1724235889.7297,399.9994,-198.5617,-90.9200
2024-8-21_18:24:49.739716,0.0003,-0.0002,0.0001,0.0200,1724235889.7397,399.9992,-198.5616,-90.9000
2024-8-21_18:24:49.747723,0.0000,0.0000,0.0000,0.0000,1724235889.7477,399.9992,-198.5616,-90.9000
2024-8-21_18:24:49.749709,0.0003,0.0002,0.0001,-0.0200,1724235889.7497,399.9994,-198.5615,-90.9200
2024-8-21_18:24:49.759761,0.0003,-0.0002,-0.0001,0.0200,1724235889.7598,399.9992,-198.5616,-90.9000
2024-8-21_18:24:49.767672,0.0000,0.0000,0.0000,0.0000,1724235889.7677,399.9992,-198.5616,-90.9000
2024-8-21_18:24:49.769708,0.0004,-0.0003,-0.0003,0.0200,1724235889.7697,399.9989,-198.5619,-90.8800
2024-8-21_18:24:49.779711,0.0004,0.0003,0.0003,-0.0200,1724235889.7797,399.9992,-198.5616,-90.9000
2024-8-21_18:24:49.787898,0.0000,0.0000,0.0000,0.0000,1724235889.7879,399.9992,-198.5616,-90.9000
2024-8-21_18:24:49.789750,0.0003,-0.0002,-0.0001,0.0200,1724235889.7898,399.9989,-198.5617,-90.8800
2024-8-21_18:24:49.799728,0.0003,0.0002,-0.0001,-0.0200,1724235889.7997,399.9992,-198.5618,-90.9000
2024-8-21_18:24:49.807997,0.0000,0.0000,0.0000,0.0000,1724235889.8080,399.9992,-198.5618,-90.9000
2024-8-21_18:24:49.809729,0.0002,-0.0001,0.0001,0.0100,1724235889.8097,399.9991,-198.5617,-90.8900
2024-8-21_18:24:49.819745,0.0002,-0.0000,-0.0002,0.0000,1724235889.8197,399.9991,-198.5619,-90.8900
2024-8-21_18:24:49.827867,0.0000,0.0000,0.0000,0.0000,1724235889.8279,399.9991,-198.5619,-90.8900
2024-8-21_18:24:49.829728,0.0006,0.0004,0.0004,-0.0300,1724235889.8297,399.9994,-198.5615,-90.9200
2024-8-21_18:24:49.839743,0.0003,-0.0002,-0.0001,0.0200,1724235889.8397,399.9992,-198.5616,-90.9000
2024-8-21_18:24:49.847696,0.0000,0.0000,0.0000,0.0000,1724235889.8477,399.9992,-198.5616,-90.9000
2024-8-21_18:24:49.849720,0.0003,-0.0002,-0.0001,0.0200,1724235889.8497,399.9989,-198.5617,-90.8800
2024-8-21_18:24:49.859728,0.0001,0.0001,0.0001,-0.0100,1724235889.8597,399.9991,-198.5617,-90.8900
2024-8-21_18:24:49.867663,0.0000,0.0000,0.0000,0.0000,1724235889.8677,399.9991,-198.5617,-90.8900
2024-8-21_18:24:49.869709,0.0000,0.0000,0.0000,0.0000,1724235889.8697,399.9991,-198.5617,-90.8900
2024-8-21_18:24:49.879706,0.0002,0.0001,-0.0001,-0.0100,1724235889.8797,399.9992,-198.5618,-90.9000
2024-8-21_18:24:49.887639,0.0000,0.0000,0.0000,0.0000,1724235889.8876,399.9992,-198.5618,-90.9000
2024-8-21_18:24:49.889756,0.0001,0.0001,0.0001,-0.0100,1724235889.8898,399.9993,-198.5617,-90.9100
2024-8-21_18:24:49.899807,0.0004,-0.0004,-0.0002,0.0300,1724235889.8998,399.9989,-198.5619,-90.8800
2024-8-21_18:24:49.907681,0.0000,0.0000,0.0000,0.0000,1724235889.9077,399.9989,-198.5619,-90.8800
2024-8-21_18:24:49.909717,0.0006,0.0004,0.0004,-0.0300,1724235889.9097,399.9993,-198.5615,-90.9100
2024-8-21_18:24:49.919749,0.0002,-0.0000,-0.0002,0.0000,1724235889.9197,399.9993,-198.5617,-90.9100
2024-8-21_18:24:49.927676,0.0000,0.0000,0.0000,0.0000,1724235889.9277,399.9993,-198.5617,-90.9100
2024-8-21_18:24:49.929711,0.0003,-0.0002,0.0001,0.0200,1724235889.9297,399.9991,-198.5617,-90.8900
2024-8-21_18:24:49.939739,0.0003,0.0002,-0.0001,-0.0200,1724235889.9397,399.9993,-198.5617,-90.9100
2024-8-21_18:24:49.947780,0.0000,0.0000,0.0000,0.0000,1724235889.9478,399.9993,-198.5617,-90.9100
2024-8-21_18:24:49.949710,0.0002,0.0000,0.0002,-0.0000,1724235889.9497,399.9993,-198.5615,-90.9100
2024-8-21_18:24:49.959750,0.0006,-0.0004,-0.0004,0.0300,1724235889.9598,399.9989,-198.5619,-90.8800
2024-8-21_18:24:49.967700,0.0000,0.0000,0.0000,0.0000,1724235889.9677,399.9989,-198.5619,-90.8800
2024-8-21_18:24:49.969712,0.0000,0.0000,0.0000,0.0000,1724235889.9697,399.9989,-198.5619,-90.8800
2024-8-21_18:24:49.979741,0.0004,0.0003,0.0003,-0.0200,1724235889.9797,399.9992,-198.5616,-90.9000
2024-8-21_18:24:49.987702,0.0000,0.0000,0.0000,0.0000,1724235889.9877,399.9992,-198.5616,-90.9000
2024-8-21_18:24:49.989716,0.0001,-0.0001,-0.0001,0.0100,1724235889.9897,399.9991,-198.5617,-90.8900
2024-8-21_18:24:49.999786,0.0002,0.0001,-0.0001,-0.0100,1724235889.9998,399.9992,-198.5618,-90.9000
2024-8-21_18:24:50.007708,0.0000,0.0000,0.0000,0.0000,1724235890.0077,399.9992,-198.5618,-90.9000
2024-8-21_18:24:50.009715,0.0002,-0.0001,0.0001,0.0100,1724235890.0097,399.9991,-198.5617,-90.8900
2024-8-21_18:24:50.019745,0.0001,0.0001,0.0001,-0.0100,1724235890.0197,399.9992,-198.5616,-90.9000
2024-8-21_18:24:50.027806,0.0000,0.0000,0.0000,0.0000,1724235890.0278,399.9992,-198.5616,-90.9000
2024-8-21_18:24:50.029722,0.0000,0.0000,0.0000,0.0000,1724235890.0297,399.9992,-198.5616,-90.9000
2024-8-21_18:24:50.039716,0.0004,-0.0003,-0.0003,0.0200,1724235890.0397,399.9989,-198.5619,-90.8800
2024-8-21_18:24:50.047726,0.0000,0.0000,0.0000,0.0000,1724235890.0477,399.9989,-198.5619,-90.8800
2024-8-21_18:24:50.049710,0.0001,0.0001,0.0001,-0.0100,1724235890.0497,399.9991,-198.5619,-90.8900
2024-8-21_18:24:50.059784,0.0002,-0.0001,0.0001,0.0100,1724235890.0598,399.9989,-198.5617,-90.8800
2024-8-21_18:24:50.067698,0.0000,0.0000,0.0000,0.0000,1724235890.0677,399.9989,-198.5617,-90.8800
2024-8-21_18:24:50.069671,0.0004,0.0004,0.0002,-0.0300,1724235890.0697,399.9993,-198.5615,-90.9100
2024-8-21_18:24:50.079724,0.0006,-0.0004,-0.0004,0.0300,1724235890.0797,399.9989,-198.5619,-90.8800
2024-8-21_18:24:50.087684,0.0000,0.0000,0.0000,0.0000,1724235890.0877,399.9989,-198.5619,-90.8800
2024-8-21_18:24:50.089716,0.0006,0.0004,0.0004,-0.0300,1724235890.0897,399.9993,-198.5615,-90.9100
2024-8-21_18:24:50.099751,0.0001,-0.0001,-0.0001,0.0100,1724235890.0998,399.9992,-198.5616,-90.9000
2024-8-21_18:24:50.107638,0.0000,0.0000,0.0000,0.0000,1724235890.1076,399.9992,-198.5616,-90.9000
2024-8-21_18:24:50.109712,0.0001,-0.0001,-0.0001,0.0100,1724235890.1097,399.9991,-198.5617,-90.8900
2024-8-21_18:24:50.119713,0.0002,-0.0000,-0.0002,0.0000,1724235890.1197,399.9991,-198.5619,-90.8900
2024-8-21_18:24:50.127669,0.0000,0.0000,0.0000,0.0000,1724235890.1277,399.9991,-198.5619,-90.8900
2024-8-21_18:24:50.129714,0.0000,0.0000,0.0000,0.0000,1724235890.1297,399.9991,-198.5619,-90.8900
2024-8-21_18:24:50.139739,0.0004,0.0003,0.0003,-0.0200,1724235890.1397,399.9993,-198.5615,-90.9100
2024-8-21_18:24:50.147712,0.0000,0.0000,0.0000,0.0000,1724235890.1477,399.9993,-198.5615,-90.9100
2024-8-21_18:24:50.149721,0.0003,-0.0002,-0.0001,0.0200,1724235890.1497,399.9991,-198.5617,-90.8900
2024-8-21_18:24:50.159748,0.0002,0.0001,-0.0001,-0.0100,1724235890.1597,399.9992,-198.5618,-90.9000
2024-8-21_18:24:50.167717,0.0000,0.0000,0.0000,0.0000,1724235890.1677,399.9992,-198.5618,-90.9000
2024-8-21_18:24:50.169721,0.0003,0.0001,0.0003,-0.0100,1724235890.1697,399.9993,-198.5615,-90.9100
2024-8-21_18:24:50.179744,0.0004,-0.0003,-0.0003,0.0200,1724235890.1797,399.9991,-198.5619,-90.8900
2024-8-21_18:24:50.187905,0.0000,0.0000,0.0000,0.0000,1724235890.1879,399.9991,-198.5619,-90.8900
2024-8-21_18:24:50.189786,0.0002,0.0000,0.0002,0.0000,1724235890.1898,399.9991,-198.5617,-90.8900
2024-8-21_18:24:50.199767,0.0001,0.0001,0.0001,-0.0100,1724235890.1998,399.9992,-198.5616,-90.9000
2024-8-21_18:24:50.209197,0.0000,0.0000,0.0000,0.0000,1724235890.2092,399.9992,-198.5616,-90.9000
2024-8-21_18:24:50.210362,0.0001,0.0001,0.0001,-0.0100,1724235890.2104,399.9993,-198.5615,-90.9100
2024-8-21_18:24:50.219757,0.0003,-0.0002,-0.0001,0.0200,1724235890.2198,399.9991,-198.5617,-90.8900
2024-8-21_18:24:50.228280,0.0000,0.0000,0.0000,0.0000,1724235890.2283,399.9991,-198.5617,-90.8900
2024-8-21_18:24:50.229736,0.0006,0.0005,0.0003,-0.0400,1724235890.2297,399.9996,-198.5614,-90.9300
2024-8-21_18:24:50.239743,0.0001,-0.0001,-0.0001,0.0100,1724235890.2397,399.9994,-198.5615,-90.9200
2024-8-21_18:24:50.247744,0.0000,0.0000,0.0000,-0.0000,1724235890.2477,399.9994,-198.5615,-90.9200
2024-8-21_18:24:50.249712,0.0006,-0.0005,-0.0003,0.0400,1724235890.2497,399.9989,-198.5617,-90.8800
2024-8-21_18:24:50.259711,0.0002,-0.0000,-0.0002,0.0000,1724235890.2597,399.9989,-198.5619,-90.8800
2024-8-21_18:24:50.267798,0.0000,0.0000,0.0000,0.0000,1724235890.2678,399.9989,-198.5619,-90.8800
2024-8-21_18:24:50.269705,0.0003,0.0001,0.0003,-0.0100,1724235890.2697,399.9991,-198.5617,-90.8900
2024-8-21_18:24:50.279703,0.0002,0.0001,-0.0001,-0.0100,1724235890.2797,399.9992,-198.5618,-90.9000
2024-8-21_18:24:50.287683,0.0000,0.0000,0.0000,0.0000,1724235890.2877,399.9992,-198.5618,-90.9000
2024-8-21_18:24:50.289675,0.0001,-0.0001,-0.0001,0.0100,1724235890.2897,399.9991,-198.5619,-90.8900
2024-8-21_18:24:50.299793,0.0000,0.0000,0.0000,0.0000,1724235890.2998,399.9991,-198.5619,-90.8900
2024-8-21_18:24:50.307628,0.0000,0.0000,0.0000,0.0000,1724235890.3076,399.9991,-198.5619,-90.8900
2024-8-21_18:24:50.309704,0.0004,0.0003,0.0003,-0.0200,1724235890.3097,399.9993,-198.5615,-90.9100
2024-8-21_18:24:50.319760,0.0004,-0.0004,-0.0002,0.0300,1724235890.3198,399.9989,-198.5617,-90.8800
2024-8-21_18:24:50.327684,0.0000,0.0000,0.0000,0.0000,1724235890.3277,399.9989,-198.5617,-90.8800
2024-8-21_18:24:50.329738,0.0002,-0.0000,-0.0002,0.0000,1724235890.3297,399.9989,-198.5619,-90.8800
2024-8-21_18:24:50.339736,0.0003,0.0001,0.0003,-0.0100,1724235890.3397,399.9991,-198.5617,-90.8900
2024-8-21_18:24:50.347648,0.0000,0.0000,0.0000,0.0000,1724235890.3476,399.9991,-198.5617,-90.8900
2024-8-21_18:24:50.349786,0.0002,-0.0000,-0.0002,0.0000,1724235890.3498,399.9991,-198.5619,-90.8900
2024-8-21_18:24:50.359742,0.0002,-0.0001,0.0001,0.0100,1724235890.3597,399.9989,-198.5617,-90.8800
2024-8-21_18:24:50.367720,0.0000,0.0000,0.0000,0.0000,1724235890.3677,399.9989,-198.5617,-90.8800
2024-8-21_18:24:50.369707,0.0001,0.0001,0.0001,-0.0100,1724235890.3697,399.9991,-198.5617,-90.8900
2024-8-21_18:24:50.379745,0.0003,-0.0002,-0.0001,0.0200,1724235890.3797,399.9988,-198.5618,-90.8700
2024-8-21_18:24:50.387700,0.0000,0.0000,0.0000,0.0000,1724235890.3877,399.9988,-198.5618,-90.8700
2024-8-21_18:24:50.389708,0.0003,0.0002,0.0001,-0.0200,1724235890.3897,399.9991,-198.5617,-90.8900
2024-8-21_18:24:50.399752,0.0001,-0.0001,-0.0001,0.0100,1724235890.3998,399.9989,-198.5617,-90.8800
2024-8-21_18:24:50.407682,0.0000,0.0000,0.0000,0.0000,1724235890.4077,399.9989,-198.5617,-90.8800
2024-8-21_18:24:50.409708,0.0006,0.0005,0.0003,-0.0400,1724235890.4097,399.9994,-198.5615,-90.9200
2024-8-21_18:24:50.419751,0.0003,-0.0002,-0.0001,0.0200,1724235890.4198,399.9992,-198.5616,-90.9000
2024-8-21_18:24:50.427789,0.0000,0.0000,0.0000,0.0000,1724235890.4278,399.9992,-198.5616,-90.9000
2024-8-21_18:24:50.429712,0.0001,0.0001,0.0001,-0.0100,1724235890.4297,399.9993,-198.5615,-90.9100
2024-8-21_18:24:50.439749,0.0003,0.0002,0.0001,-0.0200,1724235890.4397,399.9996,-198.5614,-90.9300
2024-8-21_18:24:50.447798,0.0000,0.0000,0.0000,0.0000,1724235890.4478,399.9996,-198.5614,-90.9300
2024-8-21_18:24:50.449712,0.0007,-0.0005,-0.0005,0.0400,1724235890.4497,399.9991,-198.5619,-90.8900
2024-8-21_18:24:50.459755,0.0003,0.0002,0.0001,-0.0200,1724235890.4598,399.9993,-198.5617,-90.9100
2024-8-21_18:24:50.467875,0.0000,0.0000,0.0000,0.0000,1724235890.4679,399.9993,-198.5617,-90.9100
2024-8-21_18:24:50.469712,0.0001,-0.0001,-0.0001,0.0100,1724235890.4697,399.9992,-198.5618,-90.9000
2024-8-21_18:24:50.479719,0.0000,0.0000,0.0000,0.0000,1724235890.4797,399.9992,-198.5618,-90.9000
2024-8-21_18:24:50.487788,0.0000,0.0000,0.0000,0.0000,1724235890.4878,399.9992,-198.5618,-90.9000
2024-8-21_18:24:50.489713,0.0002,0.0000,0.0002,0.0000,1724235890.4897,399.9992,-198.5616,-90.9000
2024-8-21_18:24:50.499748,0.0004,-0.0003,-0.0003,0.0200,1724235890.4997,399.9989,-198.5619,-90.8800
2024-8-21_18:24:50.507797,0.0000,0.0000,0.0000,0.0000,1724235890.5078,399.9989,-198.5619,-90.8800
2024-8-21_18:24:50.509714,0.0004,0.0003,0.0003,-0.0200,1724235890.5097,399.9992,-198.5616,-90.9000
2024-8-21_18:24:50.519753,0.0001,0.0001,0.0001,-0.0100,1724235890.5198,399.9993,-198.5615,-90.9100
2024-8-21_18:24:50.527803,0.0000,0.0000,0.0000,0.0000,1724235890.5278,399.9993,-198.5615,-90.9100
2024-8-21_18:24:50.529714,0.0003,-0.0001,-0.0003,0.0100,1724235890.5297,399.9992,-198.5618,-90.9000
2024-8-21_18:24:50.539744,0.0001,-0.0001,-0.0001,0.0100,1724235890.5397,399.9991,-198.5619,-90.8900
2024-8-21_18:24:50.547727,0.0000,0.0000,0.0000,0.0000,1724235890.5477,399.9991,-198.5619,-90.8900
2024-8-21_18:24:50.549716,0.0002,-0.0001,0.0001,0.0100,1724235890.5497,399.9989,-198.5617,-90.8800
2024-8-21_18:24:50.559764,0.0002,0.0001,-0.0001,-0.0100,1724235890.5598,399.9991,-198.5619,-90.8900
2024-8-21_18:24:50.567791,0.0000,0.0000,0.0000,0.0000,1724235890.5678,399.9991,-198.5619,-90.8900
2024-8-21_18:24:50.569708,0.0004,0.0003,0.0003,-0.0200,1724235890.5697,399.9993,-198.5615,-90.9100
2024-8-21_18:24:50.579735,0.0003,-0.0001,-0.0003,0.0100,1724235890.5797,399.9992,-198.5618,-90.9000
2024-8-21_18:24:50.587779,0.0000,0.0000,0.0000,0.0000,1724235890.5878,399.9992,-198.5618,-90.9000
2024-8-21_18:24:50.589708,0.0000,0.0000,0.0000,0.0000,1724235890.5897,399.9992,-198.5618,-90.9000
2024-8-21_18:24:50.599781,0.0003,-0.0002,0.0001,0.0200,1724235890.5998,399.9989,-198.5617,-90.8800
2024-8-21_18:24:50.607979,0.0000,0.0000,0.0000,0.0000,1724235890.6080,399.9989,-198.5617,-90.8800
2024-8-21_18:24:50.609723,0.0001,0.0001,0.0001,-0.0100,1724235890.6097,399.9991,-198.5617,-90.8900
2024-8-21_18:24:50.619774,0.0004,0.0004,0.0002,-0.0300,1724235890.6198,399.9994,-198.5615,-90.9200
2024-8-21_18:24:50.628126,0.0000,0.0000,0.0000,-0.0000,1724235890.6281,399.9994,-198.5615,-90.9200
2024-8-21_18:24:50.629730,0.0003,-0.0002,-0.0001,0.0200,1724235890.6297,399.9992,-198.5616,-90.9000
2024-8-21_18:24:50.639772,0.0003,-0.0002,-0.0001,0.0200,1724235890.6398,399.9989,-198.5617,-90.8800
2024-8-21_18:24:50.647761,0.0000,0.0000,0.0000,0.0000,1724235890.6478,399.9989,-198.5617,-90.8800
2024-8-21_18:24:50.649718,0.0003,0.0002,0.0001,-0.0200,1724235890.6497,399.9992,-198.5616,-90.9000
2024-8-21_18:24:50.659748,0.0001,-0.0001,-0.0001,0.0100,1724235890.6597,399.9991,-198.5617,-90.8900
2024-8-21_18:24:50.667629,0.0000,0.0000,0.0000,0.0000,1724235890.6676,399.9991,-198.5617,-90.8900
2024-8-21_18:24:50.669706,0.0003,-0.0001,-0.0003,0.0100,1724235890.6697,399.9989,-198.5619,-90.8800
2024-8-21_18:24:50.679707,0.0003,0.0001,0.0003,-0.0100,1724235890.6797,399.9991,-198.5617,-90.8900
2024-8-21_18:24:50.687661,0.0000,0.0000,0.0000,0.0000,1724235890.6877,399.9991,-198.5617,-90.8900
2024-8-21_18:24:50.689667,0.0001,0.0001,0.0001,-0.0100,1724235890.6897,399.9992,-198.5616,-90.9000
2024-8-21_18:24:50.699735,0.0001,-0.0001,-0.0001,0.0100,1724235890.6997,399.9991,-198.5617,-90.8900
2024-8-21_18:24:50.707700,0.0000,0.0000,0.0000,0.0000,1724235890.7077,399.9991,-198.5617,-90.8900
2024-8-21_18:24:50.709705,0.0000,0.0000,0.0000,0.0000,1724235890.7097,399.9991,-198.5617,-90.8900
2024-8-21_18:24:50.719738,0.0000,0.0000,0.0000,0.0000,1724235890.7197,399.9991,-198.5617,-90.8900
2024-8-21_18:24:50.727661,0.0000,0.0000,0.0000,0.0000,1724235890.7277,399.9991,-198.5617,-90.8900
2024-8-21_18:24:50.729705,0.0004,0.0004,0.0002,-0.0300,1724235890.7297,399.9994,-198.5615,-90.9200
2024-8-21_18:24:50.739710,0.0004,-0.0003,-0.0003,0.0200,1724235890.7397,399.9992,-198.5618,-90.9000
2024-8-21_18:24:50.747642,0.0000,0.0000,0.0000,0.0000,1724235890.7476,399.9992,-198.5618,-90.9000
2024-8-21_18:24:50.749723,0.0001,0.0001,0.0001,-0.0100,1724235890.7497,399.9993,-198.5617,-90.9100
2024-8-21_18:24:50.759662,0.0003,-0.0002,-0.0001,0.0200,1724235890.7597,399.9991,-198.5619,-90.8900
2024-8-21_18:24:50.767634,0.0000,0.0000,0.0000,0.0000,1724235890.7676,399.9991,-198.5619,-90.8900
2024-8-21_18:24:50.769706,0.0001,-0.0001,-0.0001,0.0100,1724235890.7697,399.9989,-198.5619,-90.8800
2024-8-21_18:24:50.779741,0.0003,0.0001,0.0003,-0.0100,1724235890.7797,399.9991,-198.5617,-90.8900
2024-8-21_18:24:50.787699,0.0000,0.0000,0.0000,0.0000,1724235890.7877,399.9991,-198.5617,-90.8900
2024-8-21_18:24:50.789707,0.0002,0.0001,-0.0001,-0.0100,1724235890.7897,399.9992,-198.5618,-90.9000
2024-8-21_18:24:50.799773,0.0003,0.0001,0.0003,-0.0100,1724235890.7998,399.9993,-198.5615,-90.9100
2024-8-21_18:24:50.807719,0.0000,0.0000,0.0000,0.0000,1724235890.8077,399.9993,-198.5615,-90.9100
2024-8-21_18:24:50.809708,0.0004,-0.0003,-0.0003,0.0200,1724235890.8097,399.9991,-198.5619,-90.8900
2024-8-21_18:24:50.819716,0.0002,-0.0001,0.0001,0.0100,1724235890.8197,399.9989,-198.5617,-90.8800
2024-8-21_18:24:50.827688,0.0000,0.0000,0.0000,0.0000,1724235890.8277,399.9989,-198.5617,-90.8800
2024-8-21_18:24:50.829718,0.0001,-0.0001,-0.0001,0.0100,1724235890.8297,399.9988,-198.5618,-90.8700
2024-8-21_18:24:50.839742,0.0004,0.0004,0.0002,-0.0300,1724235890.8397,399.9992,-198.5616,-90.9000
2024-8-21_18:24:50.847676,0.0000,0.0000,0.0000,0.0000,1724235890.8477,399.9992,-198.5616,-90.9000
2024-8-21_18:24:50.849708,0.0003,-0.0001,-0.0003,0.0100,1724235890.8497,399.9991,-198.5619,-90.8900
2024-8-21_18:24:50.859718,0.0004,0.0003,0.0003,-0.0200,1724235890.8597,399.9993,-198.5615,-90.9100
2024-8-21_18:24:50.867770,0.0000,0.0000,0.0000,0.0000,1724235890.8678,399.9993,-198.5615,-90.9100
