QRcodeLoc Start
QRcodeTable Start
qrcode_table的大小为: 12
100100 399.63 -199.27 90
100101 399.27 -199.63 90
100102 399.27 -200.37 90
100103 399.63 -200.73 90
100104 399.63 -200.37 90
100105 399.63 -199.63 90
100106 400.37 -199.27 90
100107 400.37 -199.63 90
100109 400.37 -200.37 90
100110 400.37 -200.73 90
100111 400.73 -200.37 90
100114 400.73 -199.63 90
QRcodeTable Start
qrcode_table的大小为: 8
100301 311.67 -188.327 -92.264
100302 311.643 -189.351 -91.1349
100303 312.347 -189.361 -91.0547
100315 311.113 -207.294 -90.6139
100327 312.376 -188.377 -91.0937
100336 311.092 -208.29 -91.0267
100337 311.833 -208.319 -90.9734
100338 311.861 -207.317 -90.3825
MV_SC2005AM Start

error: x1 == x2
error: x1 == x2
error: x1 == x2
error: x1 == x2
 init 

2024-8-21_18:17:37.532828,-nan,-nan,-nan,-nan,1724235457.5328,-nan,-nan,-nan
2024-8-21_18:17:46.567014,0.0000,0.0000,0.0000,0.0000,1724235466.5670,399.6617,-199.6409,-0.8900
2024-8-21_18:17:46.567081,0.0000,0.0000,0.0000,0.0000,1724235466.5671,399.6617,-199.6409,-0.8900
2024-8-21_18:17:46.567154,0.0000,0.0000,0.0000,0.0000,1724235466.5672,399.6617,-199.6409,-0.8900
2024-8-21_18:17:46.567220,0.0000,0.0000,0.0000,0.0000,1724235466.5672,399.6617,-199.6409,-0.8900
2024-8-21_18:17:46.567289,0.0000,0.0000,0.0000,0.0000,1724235466.5673,399.6617,-199.6409,-0.8900
2024-8-21_18:17:46.567353,0.0000,0.0000,0.0000,0.0000,1724235466.5674,399.6617,-199.6409,-0.8900
2024-8-21_18:17:46.567423,0.0000,0.0000,0.0000,0.0000,1724235466.5674,399.6617,-199.6409,-0.8900
2024-8-21_18:17:46.567488,0.0000,0.0000,0.0000,0.0000,1724235466.5675,399.6617,-199.6409,-0.8900
2024-8-21_18:17:46.567554,0.0000,0.0000,0.0000,0.0000,1724235466.5676,399.6617,-199.6409,-0.8900
2024-8-21_18:17:46.567620,0.0000,0.0000,0.0000,0.0000,1724235466.5676,399.6617,-199.6409,-0.8900
2024-8-21_18:17:46.567685,0.0000,0.0000,0.0000,0.0000,1724235466.5677,399.6617,-199.6409,-0.8900
2024-8-21_18:17:46.567754,0.0000,0.0000,0.0000,0.0000,1724235466.5678,399.6617,-199.6409,-0.8900
2024-8-21_18:17:46.567819,0.0000,0.0000,0.0000,0.0000,1724235466.5678,399.6617,-199.6409,-0.8900
2024-8-21_18:17:46.567885,0.0000,0.0000,0.0000,0.0000,1724235466.5679,399.6617,-199.6409,-0.8900
2024-8-21_18:17:46.567951,0.0000,0.0000,0.0000,0.0000,1724235466.5680,399.6617,-199.6409,-0.8900
2024-8-21_18:17:46.568017,0.0000,0.0000,0.0000,0.0000,1724235466.5680,399.6617,-199.6409,-0.8900
2024-8-21_18:17:46.570101,0.0000,0.0000,0.0000,0.0000,1724235466.5701,399.6617,-199.6409,-0.8900
2024-8-21_18:17:46.576230,0.0003,0.0001,0.0002,-0.0200,1724235466.5762,399.6617,-199.6407,-0.9100
2024-8-21_18:17:46.586232,0.0001,0.0001,-0.0001,0.0100,1724235466.5862,399.6618,-199.6408,-0.9000
2024-8-21_18:17:46.587700,0.0000,0.0000,0.0000,-0.0000,1724235466.5877,399.6618,-199.6408,-0.9000
2024-8-21_18:17:46.596223,0.0002,-0.0002,0.0000,0.0000,1724235466.5962,399.6616,-199.6408,-0.9000
2024-8-21_18:17:46.606278,0.0002,0.0001,0.0001,-0.0100,1724235466.6063,399.6617,-199.6407,-0.9100
2024-8-21_18:17:46.607731,0.0000,0.0000,0.0000,-0.0000,1724235466.6077,399.6617,-199.6407,-0.9100
2024-8-21_18:17:46.616228,0.0004,0.0002,-0.0004,0.0300,1724235466.6162,399.6619,-199.6411,-0.8800
2024-8-21_18:17:46.626225,0.0003,-0.0003,0.0001,-0.0100,1724235466.6262,399.6617,-199.6409,-0.8900
2024-8-21_18:17:46.627687,0.0000,0.0000,0.0000,0.0000,1724235466.6277,399.6617,-199.6409,-0.8900
2024-8-21_18:17:46.636225,0.0001,-0.0001,0.0001,-0.0100,1724235466.6362,399.6616,-199.6408,-0.9000
2024-8-21_18:17:46.646254,0.0001,-0.0001,0.0001,-0.0100,1724235466.6463,399.6615,-199.6407,-0.9100
2024-8-21_18:17:46.647638,0.0000,0.0000,0.0000,-0.0000,1724235466.6476,399.6615,-199.6407,-0.9100
2024-8-21_18:17:46.656264,0.0002,0.0002,-0.0000,0.0000,1724235466.6563,399.6617,-199.6407,-0.9100
2024-8-21_18:17:46.666218,0.0001,0.0001,-0.0001,0.0100,1724235466.6662,399.6618,-199.6408,-0.9000
2024-8-21_18:17:46.667669,0.0000,0.0000,0.0000,-0.0000,1724235466.6677,399.6618,-199.6408,-0.9000
2024-8-21_18:17:46.676223,0.0000,0.0000,0.0000,0.0000,1724235466.6762,399.6618,-199.6408,-0.9000
2024-8-21_18:17:46.686227,0.0003,-0.0001,-0.0002,0.0200,1724235466.6862,399.6617,-199.6411,-0.8800
2024-8-21_18:17:46.687659,0.0000,0.0000,0.0000,0.0000,1724235466.6877,399.6617,-199.6411,-0.8800
2024-8-21_18:17:46.696228,0.0004,-0.0002,0.0004,-0.0300,1724235466.6962,399.6615,-199.6407,-0.9100
2024-8-21_18:17:46.706263,0.0003,0.0001,-0.0002,0.0200,1724235466.7063,399.6617,-199.6409,-0.8900
2024-8-21_18:17:46.707747,0.0000,0.0000,0.0000,0.0000,1724235466.7077,399.6617,-199.6409,-0.8900
2024-8-21_18:17:46.716237,0.0003,-0.0001,0.0002,-0.0200,1724235466.7162,399.6615,-199.6407,-0.9100
2024-8-21_18:17:46.726239,0.0003,0.0001,-0.0002,0.0200,1724235466.7262,399.6617,-199.6409,-0.8900
2024-8-21_18:17:46.727774,0.0000,0.0000,0.0000,0.0000,1724235466.7278,399.6617,-199.6409,-0.8900
2024-8-21_18:17:46.736231,0.0001,-0.0001,0.0001,-0.0100,1724235466.7362,399.6616,-199.6408,-0.9000
2024-8-21_18:17:46.746234,0.0003,0.0003,-0.0001,0.0100,1724235466.7462,399.6619,-199.6409,-0.8900
2024-8-21_18:17:46.747819,0.0000,0.0000,0.0000,0.0000,1724235466.7478,399.6619,-199.6409,-0.8900
2024-8-21_18:17:46.756235,0.0003,-0.0003,0.0001,-0.0100,1724235466.7562,399.6616,-199.6408,-0.9000
2024-8-21_18:17:46.766228,0.0001,-0.0001,0.0001,-0.0100,1724235466.7662,399.6615,-199.6407,-0.9100
2024-8-21_18:17:46.767710,0.0000,0.0000,0.0000,-0.0000,1724235466.7677,399.6615,-199.6407,-0.9100
2024-8-21_18:17:46.776228,0.0003,0.0003,-0.0001,0.0100,1724235466.7762,399.6618,-199.6408,-0.9000
2024-8-21_18:17:46.786279,0.0002,-0.0001,-0.0001,0.0100,1724235466.7863,399.6617,-199.6409,-0.8900
2024-8-21_18:17:46.787794,0.0000,0.0000,0.0000,0.0000,1724235466.7878,399.6617,-199.6409,-0.8900
2024-8-21_18:17:46.796236,0.0000,0.0000,0.0000,0.0000,1724235466.7962,399.6617,-199.6409,-0.8900
2024-8-21_18:17:46.806253,0.0003,-0.0001,0.0002,-0.0200,1724235466.8063,399.6615,-199.6407,-0.9100
2024-8-21_18:17:46.808182,0.0000,0.0000,0.0000,-0.0000,1724235466.8082,399.6615,-199.6407,-0.9100
2024-8-21_18:17:46.816334,0.0001,-0.0001,0.0001,-0.0100,1724235466.8163,399.6615,-199.6406,-0.9200
2024-8-21_18:17:46.826301,0.0003,0.0001,-0.0002,0.0200,1724235466.8263,399.6616,-199.6408,-0.9000
2024-8-21_18:17:46.828226,0.0000,0.0000,0.0000,-0.0000,1724235466.8282,399.6616,-199.6408,-0.9000
2024-8-21_18:17:46.836225,0.0002,0.0001,0.0001,-0.0100,1724235466.8362,399.6617,-199.6407,-0.9100
2024-8-21_18:17:46.846242,0.0001,-0.0001,0.0001,-0.0100,1724235466.8462,399.6617,-199.6406,-0.9200
2024-8-21_18:17:46.847884,0.0000,0.0000,0.0000,0.0000,1724235466.8479,399.6617,-199.6406,-0.9200
2024-8-21_18:17:46.856265,0.0004,0.0002,-0.0004,0.0300,1724235466.8563,399.6619,-199.6409,-0.8900
2024-8-21_18:17:46.866256,0.0001,-0.0001,0.0001,-0.0100,1724235466.8663,399.6618,-199.6408,-0.9000
2024-8-21_18:17:46.867672,0.0000,0.0000,0.0000,-0.0000,1724235466.8677,399.6618,-199.6408,-0.9000
2024-8-21_18:17:46.876240,0.0002,-0.0002,0.0000,0.0000,1724235466.8762,399.6616,-199.6408,-0.9000
2024-8-21_18:17:46.886252,0.0001,-0.0001,0.0001,-0.0100,1724235466.8863,399.6615,-199.6407,-0.9100
2024-8-21_18:17:46.887601,0.0000,0.0000,0.0000,-0.0000,1724235466.8876,399.6615,-199.6407,-0.9100
2024-8-21_18:17:46.896247,0.0003,0.0001,-0.0002,0.0200,1724235466.8962,399.6617,-199.6409,-0.8900
2024-8-21_18:17:46.906228,0.0003,0.0001,0.0002,-0.0200,1724235466.9062,399.6617,-199.6407,-0.9100
2024-8-21_18:17:46.907634,0.0000,0.0000,0.0000,-0.0000,1724235466.9076,399.6617,-199.6407,-0.9100
2024-8-21_18:17:46.916256,0.0003,-0.0001,-0.0002,0.0200,1724235466.9163,399.6617,-199.6409,-0.8900
2024-8-21_18:17:46.926226,0.0001,-0.0001,0.0001,-0.0100,1724235466.9262,399.6616,-199.6408,-0.9000
2024-8-21_18:17:46.927717,0.0000,0.0000,0.0000,-0.0000,1724235466.9277,399.6616,-199.6408,-0.9000
2024-8-21_18:17:46.936251,0.0002,0.0001,0.0001,-0.0100,1724235466.9363,399.6617,-199.6407,-0.9100
2024-8-21_18:17:46.946261,0.0002,-0.0002,0.0000,0.0000,1724235466.9463,399.6615,-199.6407,-0.9100
2024-8-21_18:17:46.947701,0.0000,0.0000,0.0000,-0.0000,1724235466.9477,399.6615,-199.6407,-0.9100
2024-8-21_18:17:46.956226,0.0003,0.0003,-0.0001,0.0100,1724235466.9562,399.6618,-199.6408,-0.9000
2024-8-21_18:17:46.966295,0.0003,-0.0003,0.0001,-0.0100,1724235466.9663,399.6615,-199.6407,-0.9100
2024-8-21_18:17:46.967696,0.0000,0.0000,0.0000,-0.0000,1724235466.9677,399.6615,-199.6407,-0.9100
2024-8-21_18:17:46.976221,0.0003,0.0003,-0.0001,0.0100,1724235466.9762,399.6618,-199.6408,-0.9000
2024-8-21_18:17:46.986254,0.0003,-0.0003,0.0001,-0.0100,1724235466.9863,399.6615,-199.6407,-0.9100
2024-8-21_18:17:46.987670,0.0000,0.0000,0.0000,-0.0000,1724235466.9877,399.6615,-199.6407,-0.9100
2024-8-21_18:17:46.996226,0.0000,0.0000,0.0000,0.0000,1724235466.9962,399.6615,-199.6407,-0.9100
2024-8-21_18:17:47.006219,0.0000,0.0000,0.0000,0.0000,1724235467.0062,399.6615,-199.6407,-0.9100
2024-8-21_18:17:47.007695,0.0000,0.0000,0.0000,-0.0000,1724235467.0077,399.6615,-199.6407,-0.9100
2024-8-21_18:17:47.016227,0.0003,0.0003,-0.0001,0.0100,1724235467.0162,399.6618,-199.6408,-0.9000
2024-8-21_18:17:47.026256,0.0002,-0.0001,-0.0001,0.0100,1724235467.0263,399.6617,-199.6409,-0.8900
2024-8-21_18:17:47.027673,0.0000,0.0000,0.0000,0.0000,1724235467.0277,399.6617,-199.6409,-0.8900
2024-8-21_18:17:47.036225,0.0001,-0.0001,0.0001,-0.0100,1724235467.0362,399.6616,-199.6408,-0.9000
2024-8-21_18:17:47.046228,0.0000,0.0000,0.0000,0.0000,1724235467.0462,399.6616,-199.6408,-0.9000
2024-8-21_18:17:47.047645,0.0000,0.0000,0.0000,-0.0000,1724235467.0476,399.6616,-199.6408,-0.9000
2024-8-21_18:17:47.056226,0.0001,0.0001,-0.0001,0.0100,1724235467.0562,399.6617,-199.6409,-0.8900
2024-8-21_18:17:47.066251,0.0004,-0.0002,0.0004,-0.0300,1724235467.0663,399.6615,-199.6406,-0.9200
2024-8-21_18:17:47.067635,0.0000,0.0000,0.0000,0.0000,1724235467.0676,399.6615,-199.6406,-0.9200
2024-8-21_18:17:47.076221,0.0004,0.0003,-0.0003,0.0200,1724235467.0762,399.6618,-199.6408,-0.9000
2024-8-21_18:17:47.086266,0.0003,-0.0001,-0.0002,0.0200,1724235467.0863,399.6617,-199.6411,-0.8800
2024-8-21_18:17:47.087802,0.0000,0.0000,0.0000,0.0000,1724235467.0878,399.6617,-199.6411,-0.8800
2024-8-21_18:17:47.096279,0.0001,-0.0001,0.0001,-0.0100,1724235467.0963,399.6617,-199.6409,-0.8900
2024-8-21_18:17:47.106286,0.0002,0.0001,0.0001,-0.0100,1724235467.1063,399.6618,-199.6408,-0.9000
2024-8-21_18:17:47.107930,0.0000,0.0000,0.0000,-0.0000,1724235467.1079,399.6618,-199.6408,-0.9000
2024-8-21_18:17:47.116247,0.0004,-0.0003,0.0003,-0.0200,1724235467.1162,399.6615,-199.6406,-0.9200
2024-8-21_18:17:47.126232,0.0003,0.0001,-0.0002,0.0200,1724235467.1262,399.6616,-199.6408,-0.9000
2024-8-21_18:17:47.127776,0.0000,0.0000,0.0000,-0.0000,1724235467.1278,399.6616,-199.6408,-0.9000
2024-8-21_18:17:47.136230,0.0003,0.0001,0.0002,-0.0200,1724235467.1362,399.6617,-199.6406,-0.9200
2024-8-21_18:17:47.146236,0.0000,0.0000,0.0000,0.0000,1724235467.1462,399.6617,-199.6406,-0.9200
2024-8-21_18:17:47.147655,0.0000,0.0000,0.0000,0.0000,1724235467.1477,399.6617,-199.6406,-0.9200
2024-8-21_18:17:47.156272,0.0004,-0.0000,-0.0004,0.0300,1724235467.1563,399.6617,-199.6409,-0.8900
2024-8-21_18:17:47.166219,0.0000,0.0000,0.0000,0.0000,1724235467.1662,399.6617,-199.6409,-0.8900
2024-8-21_18:17:47.167706,0.0000,0.0000,0.0000,0.0000,1724235467.1677,399.6617,-199.6409,-0.8900
2024-8-21_18:17:47.176249,0.0001,-0.0001,0.0001,-0.0100,1724235467.1762,399.6616,-199.6408,-0.9000
2024-8-21_18:17:47.186252,0.0001,0.0001,-0.0001,0.0100,1724235467.1863,399.6617,-199.6409,-0.8900
2024-8-21_18:17:47.187638,0.0000,0.0000,0.0000,0.0000,1724235467.1876,399.6617,-199.6409,-0.8900
2024-8-21_18:17:47.196220,0.0003,0.0003,-0.0001,0.0100,1724235467.1962,399.6619,-199.6411,-0.8800
2024-8-21_18:17:47.206252,0.0006,-0.0004,0.0004,-0.0300,1724235467.2063,399.6615,-199.6407,-0.9100
2024-8-21_18:17:47.207741,0.0000,0.0000,0.0000,-0.0000,1724235467.2077,399.6615,-199.6407,-0.9100
2024-8-21_18:17:47.216244,0.0001,0.0001,-0.0001,0.0100,1724235467.2162,399.6616,-199.6408,-0.9000
2024-8-21_18:17:47.226235,0.0003,-0.0001,0.0002,-0.0200,1724235467.2262,399.6615,-199.6406,-0.9200
2024-8-21_18:17:47.227868,0.0000,0.0000,0.0000,0.0000,1724235467.2279,399.6615,-199.6406,-0.9200
2024-8-21_18:17:47.236264,0.0006,0.0003,-0.0005,0.0400,1724235467.2363,399.6617,-199.6411,-0.8800
2024-8-21_18:17:47.246251,0.0000,0.0000,0.0000,0.0000,1724235467.2463,399.6617,-199.6411,-0.8800
2024-8-21_18:17:47.247796,0.0000,0.0000,0.0000,0.0000,1724235467.2478,399.6617,-199.6411,-0.8800
2024-8-21_18:17:47.256238,0.0001,-0.0001,0.0001,-0.0100,1724235467.2562,399.6617,-199.6409,-0.8900
2024-8-21_18:17:47.266227,0.0001,0.0001,-0.0001,0.0100,1724235467.2662,399.6617,-199.6411,-0.8800
2024-8-21_18:17:47.267668,0.0000,0.0000,0.0000,0.0000,1724235467.2677,399.6617,-199.6411,-0.8800
2024-8-21_18:17:47.276250,0.0006,-0.0003,0.0005,-0.0400,1724235467.2763,399.6615,-199.6406,-0.9200
2024-8-21_18:17:47.286254,0.0000,0.0000,0.0000,0.0000,1724235467.2863,399.6615,-199.6406,-0.9200
2024-8-21_18:17:47.287625,0.0000,0.0000,0.0000,0.0000,1724235467.2876,399.6615,-199.6406,-0.9200
2024-8-21_18:17:47.296244,0.0006,0.0003,-0.0005,0.0400,1724235467.2962,399.6617,-199.6411,-0.8800
2024-8-21_18:17:47.306246,0.0003,0.0001,0.0002,-0.0200,1724235467.3062,399.6618,-199.6408,-0.9000
2024-8-21_18:17:47.307679,0.0000,0.0000,0.0000,-0.0000,1724235467.3077,399.6618,-199.6408,-0.9000
2024-8-21_18:17:47.316224,0.0000,0.0000,0.0000,0.0000,1724235467.3162,399.6618,-199.6408,-0.9000
2024-8-21_18:17:47.326254,0.0003,-0.0003,0.0001,-0.0100,1724235467.3263,399.6615,-199.6407,-0.9100
2024-8-21_18:17:47.327693,0.0000,0.0000,0.0000,-0.0000,1724235467.3277,399.6615,-199.6407,-0.9100
2024-8-21_18:17:47.336234,0.0001,0.0001,-0.0001,0.0100,1724235467.3362,399.6616,-199.6408,-0.9000
2024-8-21_18:17:47.346233,0.0002,0.0001,0.0001,-0.0100,1724235467.3462,399.6617,-199.6407,-0.9100
2024-8-21_18:17:47.347719,0.0000,0.0000,0.0000,-0.0000,1724235467.3477,399.6617,-199.6407,-0.9100
2024-8-21_18:17:47.356270,0.0000,0.0000,0.0000,0.0000,1724235467.3563,399.6617,-199.6407,-0.9100
2024-8-21_18:17:47.366250,0.0001,0.0001,-0.0001,0.0100,1724235467.3663,399.6618,-199.6408,-0.9000
2024-8-21_18:17:47.367701,0.0000,0.0000,0.0000,-0.0000,1724235467.3677,399.6618,-199.6408,-0.9000
2024-8-21_18:17:47.376257,0.0002,-0.0001,-0.0001,0.0100,1724235467.3763,399.6617,-199.6409,-0.8900
2024-8-21_18:17:47.386226,0.0001,-0.0001,0.0001,-0.0100,1724235467.3862,399.6616,-199.6408,-0.9000
2024-8-21_18:17:47.387706,0.0000,0.0000,0.0000,-0.0000,1724235467.3877,399.6616,-199.6408,-0.9000
2024-8-21_18:17:47.396220,0.0002,0.0002,-0.0000,0.0000,1724235467.3962,399.6618,-199.6408,-0.9000
2024-8-21_18:17:47.406223,0.0002,-0.0002,0.0000,0.0000,1724235467.4062,399.6616,-199.6408,-0.9000
2024-8-21_18:17:47.407680,0.0000,0.0000,0.0000,-0.0000,1724235467.4077,399.6616,-199.6408,-0.9000
2024-8-21_18:17:47.416226,0.0003,0.0003,-0.0001,0.0100,1724235467.4162,399.6619,-199.6409,-0.8900
2024-8-21_18:17:47.426223,0.0003,-0.0003,0.0001,-0.0100,1724235467.4262,399.6616,-199.6408,-0.9000
2024-8-21_18:17:47.427691,0.0000,0.0000,0.0000,-0.0000,1724235467.4277,399.6616,-199.6408,-0.9000
2024-8-21_18:17:47.436224,0.0003,0.0001,-0.0002,0.0200,1724235467.4362,399.6617,-199.6411,-0.8800
2024-8-21_18:17:47.446225,0.0000,0.0000,0.0000,0.0000,1724235467.4462,399.6617,-199.6411,-0.8800
2024-8-21_18:17:47.447661,0.0000,0.0000,0.0000,0.0000,1724235467.4477,399.6617,-199.6411,-0.8800
2024-8-21_18:17:47.456243,0.0003,-0.0001,0.0002,-0.0200,1724235467.4562,399.6616,-199.6408,-0.9000
2024-8-21_18:17:47.466219,0.0002,0.0001,0.0001,-0.0100,1724235467.4662,399.6617,-199.6407,-0.9100
2024-8-21_18:17:47.467666,0.0000,0.0000,0.0000,-0.0000,1724235467.4677,399.6617,-199.6407,-0.9100
2024-8-21_18:17:47.476225,0.0002,-0.0001,-0.0001,0.0100,1724235467.4762,399.6616,-199.6408,-0.9000
2024-8-21_18:17:47.486235,0.0003,0.0001,-0.0002,0.0200,1724235467.4862,399.6617,-199.6411,-0.8800
2024-8-21_18:17:47.487920,0.0000,0.0000,0.0000,0.0000,1724235467.4879,399.6617,-199.6411,-0.8800
2024-8-21_18:17:47.496241,0.0004,-0.0002,0.0004,-0.0300,1724235467.4962,399.6615,-199.6407,-0.9100
2024-8-21_18:17:47.506297,0.0003,0.0001,-0.0002,0.0200,1724235467.5063,399.6617,-199.6409,-0.8900
2024-8-21_18:17:47.508239,0.0000,0.0000,0.0000,0.0000,1724235467.5082,399.6617,-199.6409,-0.8900
2024-8-21_18:17:47.516280,0.0002,0.0002,-0.0000,0.0000,1724235467.5163,399.6619,-199.6409,-0.8900
2024-8-21_18:17:47.526250,0.0004,-0.0002,0.0004,-0.0300,1724235467.5262,399.6617,-199.6406,-0.9200
2024-8-21_18:17:47.528727,0.0000,0.0000,0.0000,0.0000,1724235467.5287,399.6617,-199.6406,-0.9200
2024-8-21_18:17:47.536269,0.0003,-0.0001,-0.0002,0.0200,1724235467.5363,399.6616,-199.6408,-0.9000
2024-8-21_18:17:47.546240,0.0002,0.0002,-0.0000,0.0000,1724235467.5462,399.6618,-199.6408,-0.9000
2024-8-21_18:17:47.547778,0.0000,0.0000,0.0000,-0.0000,1724235467.5478,399.6618,-199.6408,-0.9000
2024-8-21_18:17:47.556257,0.0002,-0.0001,-0.0001,0.0100,1724235467.5563,399.6617,-199.6409,-0.8900
2024-8-21_18:17:47.566263,0.0003,0.0003,-0.0001,0.0100,1724235467.5663,399.6619,-199.6411,-0.8800
2024-8-21_18:17:47.567629,0.0000,0.0000,0.0000,0.0000,1724235467.5676,399.6619,-199.6411,-0.8800
2024-8-21_18:17:47.576220,0.0002,-0.0002,0.0000,0.0000,1724235467.5762,399.6617,-199.6411,-0.8800
2024-8-21_18:17:47.586281,0.0000,0.0000,0.0000,0.0000,1724235467.5863,399.6617,-199.6411,-0.8800
2024-8-21_18:17:47.587617,0.0000,0.0000,0.0000,0.0000,1724235467.5876,399.6617,-199.6411,-0.8800
2024-8-21_18:17:47.596218,0.0004,-0.0002,0.0004,-0.0300,1724235467.5962,399.6615,-199.6407,-0.9100
2024-8-21_18:17:47.606195,0.0004,0.0003,-0.0003,0.0200,1724235467.6062,399.6619,-199.6409,-0.8900
2024-8-21_18:17:47.607646,0.0000,0.0000,0.0000,0.0000,1724235467.6076,399.6619,-199.6409,-0.8900
2024-8-21_18:17:47.616221,0.0003,-0.0001,0.0002,-0.0200,1724235467.6162,399.6617,-199.6407,-0.9100
2024-8-21_18:17:47.626248,0.0003,-0.0001,-0.0002,0.0200,1724235467.6262,399.6617,-199.6409,-0.8900
2024-8-21_18:17:47.627633,0.0000,0.0000,0.0000,0.0000,1724235467.6276,399.6617,-199.6409,-0.8900
2024-8-21_18:17:47.636220,0.0006,0.0004,-0.0004,0.0300,1724235467.6362,399.6621,-199.6413,-0.8600
2024-8-21_18:17:47.646220,0.0008,-0.0005,0.0006,-0.0500,1724235467.6462,399.6615,-199.6407,-0.9100
2024-8-21_18:17:47.647592,0.0000,0.0000,0.0000,-0.0000,1724235467.6476,399.6615,-199.6407,-0.9100
2024-8-21_18:17:47.656236,0.0001,0.0001,-0.0001,0.0100,1724235467.6562,399.6616,-199.6408,-0.9000
2024-8-21_18:17:47.666250,0.0004,-0.0002,0.0004,-0.0300,1724235467.6662,399.6614,-199.6404,-0.9300
2024-8-21_18:17:47.667641,0.0000,0.0000,0.0000,0.0000,1724235467.6676,399.6614,-199.6404,-0.9300
2024-8-21_18:17:47.676250,0.0007,0.0003,-0.0006,0.0500,1724235467.6763,399.6617,-199.6411,-0.8800
2024-8-21_18:17:47.686333,0.0001,-0.0001,0.0001,-0.0100,1724235467.6863,399.6617,-199.6409,-0.8900
2024-8-21_18:17:47.687743,0.0000,0.0000,0.0000,0.0000,1724235467.6877,399.6617,-199.6409,-0.8900
2024-8-21_18:17:47.696256,0.0001,-0.0001,0.0001,-0.0100,1724235467.6963,399.6616,-199.6408,-0.9000
2024-8-21_18:17:47.706217,0.0003,0.0003,-0.0001,0.0100,1724235467.7062,399.6619,-199.6409,-0.8900
2024-8-21_18:17:47.707624,0.0000,0.0000,0.0000,0.0000,1724235467.7076,399.6619,-199.6409,-0.8900
2024-8-21_18:17:47.716224,0.0004,-0.0003,0.0003,-0.0200,1724235467.7162,399.6615,-199.6407,-0.9100
2024-8-21_18:17:47.726221,0.0001,0.0001,-0.0001,0.0100,1724235467.7262,399.6616,-199.6408,-0.9000
2024-8-21_18:17:47.727610,0.0000,0.0000,0.0000,-0.0000,1724235467.7276,399.6616,-199.6408,-0.9000
2024-8-21_18:17:47.736225,0.0000,0.0000,0.0000,0.0000,1724235467.7362,399.6616,-199.6408,-0.9000
2024-8-21_18:17:47.746230,0.0000,0.0000,0.0000,0.0000,1724235467.7462,399.6616,-199.6408,-0.9000
2024-8-21_18:17:47.747677,0.0000,0.0000,0.0000,-0.0000,1724235467.7477,399.6616,-199.6408,-0.9000
2024-8-21_18:17:47.756260,0.0000,0.0000,0.0000,0.0000,1724235467.7563,399.6616,-199.6408,-0.9000
2024-8-21_18:17:47.766220,0.0001,0.0001,-0.0001,0.0100,1724235467.7662,399.6617,-199.6409,-0.8900
