2024-6-14_19:49:59.104242,0.0015,-0.0012,0.0009,0.1000,1718365799.1042,311.4749,-207.6165,-92.4726
2024-6-14_19:49:59.114043,0.0015,0.0001,0.0015,0.0024,1718365799.1140,311.4750,-207.6149,-92.4701
2024-6-14_19:49:59.114232,0.0004,0.0004,0.0001,-0.0324,1718365799.1142,311.4754,-207.6148,-92.5026
2024-6-14_19:49:59.124259,0.0011,-0.0001,0.0011,0.0300,1718365799.1243,311.4752,-207.6137,-92.4726
2024-6-14_19:49:59.134204,0.0012,0.0001,0.0012,0.0014,1718365799.1342,311.4753,-207.6125,-92.4711
2024-6-14_19:49:59.134238,0.0006,0.0006,0.0001,-0.0514,1718365799.1342,311.4759,-207.6123,-92.5226
2024-6-14_19:49:59.144302,0.0012,-0.0001,0.0012,0.0100,1718365799.1443,311.4759,-207.6111,-92.5126
2024-6-14_19:49:59.154272,0.0011,0.0000,0.0011,0.0000,1718365799.1543,311.4759,-207.6101,-92.5126
2024-6-14_19:49:59.154535,0.0000,0.0000,0.0000,0.0000,1718365799.1545,311.4759,-207.6100,-92.5125
2024-6-14_19:49:59.164229,0.0009,-0.0005,0.0008,0.0400,1718365799.1642,311.4754,-207.6093,-92.4726
2024-6-14_19:49:59.174198,0.0012,0.0001,0.0012,0.0014,1718365799.1742,311.4755,-207.6080,-92.4711
2024-6-14_19:49:59.174226,0.0010,-0.0007,-0.0007,0.0486,1718365799.1742,311.4748,-207.6087,-92.4226
2024-6-14_19:49:59.184222,0.0011,-0.0010,0.0006,0.0800,1718365799.1842,311.4739,-207.6082,-92.3426
2024-6-14_19:49:59.194130,0.0009,0.0000,0.0009,0.0004,1718365799.1941,311.4739,-207.6073,-92.3422
2024-6-14_19:49:59.194224,0.0008,0.0008,0.0001,-0.0604,1718365799.1942,311.4747,-207.6071,-92.4026
2024-6-14_19:49:59.204224,0.0008,-0.0006,0.0005,0.0500,1718365799.2042,311.4741,-207.6066,-92.3526
2024-6-14_19:49:59.214063,0.0009,0.0000,0.0009,0.0004,1718365799.2141,311.4741,-207.6057,-92.3522
2024-6-14_19:49:59.214223,0.0003,-0.0000,-0.0003,-0.0004,1718365799.2142,311.4741,-207.6060,-92.3526
2024-6-14_19:49:59.224242,0.0016,0.0011,0.0011,-0.0700,1718365799.2242,311.4752,-207.6049,-92.4226
2024-6-14_19:49:59.234123,0.0007,0.0000,0.0007,0.0001,1718365799.2341,311.4752,-207.6043,-92.4224
2024-6-14_19:49:59.234248,0.0009,-0.0008,-0.0004,0.0599,1718365799.2342,311.4745,-207.6046,-92.3626
2024-6-14_19:49:59.244274,0.0006,0.0003,0.0006,-0.0200,1718365799.2443,311.4748,-207.6041,-92.3826
2024-6-14_19:49:59.254255,0.0011,-0.0011,0.0001,0.0900,1718365799.2543,311.4736,-207.6040,-92.2926
2024-6-14_19:49:59.254789,0.0000,0.0000,0.0000,0.0000,1718365799.2548,311.4736,-207.6040,-92.2926
2024-6-14_19:49:59.264409,0.0006,-0.0006,-0.0001,0.0500,1718365799.2644,311.4730,-207.6041,-92.2426
2024-6-14_19:49:59.274255,0.0011,0.0008,0.0008,-0.0600,1718365799.2743,311.4738,-207.6033,-92.3026
2024-6-14_19:49:59.274613,0.0000,0.0000,0.0000,0.0000,1718365799.2746,311.4738,-207.6033,-92.3026
2024-6-14_19:49:59.284259,0.0003,-0.0003,0.0001,0.0400,1718365799.2843,311.4735,-207.6032,-92.2626
2024-6-14_19:49:59.294171,0.0004,0.0000,0.0004,0.0000,1718365799.2942,311.4735,-207.6027,-92.2625
2024-6-14_19:49:59.294238,0.0013,0.0013,0.0004,-0.1000,1718365799.2942,311.4748,-207.6023,-92.3626
2024-6-14_19:49:59.304245,0.0003,0.0001,0.0003,-0.0100,1718365799.3042,311.4749,-207.6020,-92.3726
2024-6-14_19:49:59.313994,0.0004,0.0000,0.0004,0.0000,1718365799.3140,311.4749,-207.6016,-92.3725
2024-6-14_19:49:59.314217,0.0002,0.0001,-0.0001,-0.0100,1718365799.3142,311.4751,-207.6018,-92.3826
2024-6-14_19:49:59.324216,0.0008,-0.0008,-0.0002,0.0600,1718365799.3242,311.4743,-207.6019,-92.3226
2024-6-14_19:49:59.333934,0.0002,0.0000,0.0002,-0.0001,1718365799.3339,311.4743,-207.6017,-92.3227
2024-6-14_19:49:59.334213,0.0004,0.0004,-0.0001,-0.0299,1718365799.3342,311.4747,-207.6017,-92.3526
2024-6-14_19:49:59.353980,0.0005,0.0000,0.0005,-0.0002,1718365799.3540,311.4747,-207.6013,-92.3528
2024-6-14_19:49:59.354218,0.0000,0.0000,0.0000,-0.0000,1718365799.3542,311.4747,-207.6012,-92.3528
2024-6-14_19:49:59.354218,0.0009,0.0009,0.0001,-0.0698,1718365799.3542,311.4756,-207.6011,-92.4226
2024-6-14_19:49:59.364216,0.0003,-0.0003,-0.0001,0.0200,1718365799.3642,311.4753,-207.6012,-92.4026
2024-6-14_19:49:59.374036,0.0001,0.0000,0.0001,-0.0001,1718365799.3740,311.4753,-207.6011,-92.4027
2024-6-14_19:49:59.374218,0.0016,-0.0014,-0.0008,0.1101,1718365799.3742,311.4739,-207.6019,-92.2926
2024-6-14_19:49:59.384213,0.0004,0.0003,0.0003,-0.0200,1718365799.3842,311.4742,-207.6016,-92.3126
2024-6-14_19:49:59.393924,0.0001,0.0000,0.0001,-0.0001,1718365799.3939,311.4742,-207.6014,-92.3127
2024-6-14_19:49:59.394215,0.0004,-0.0003,-0.0003,0.0201,1718365799.3942,311.4739,-207.6017,-92.2926
2024-6-14_19:49:59.404235,0.0003,0.0002,-0.0001,-0.0200,1718365799.4042,311.4742,-207.6018,-92.3126
2024-6-14_19:49:59.413949,0.0001,0.0000,0.0001,-0.0001,1718365799.4139,311.4742,-207.6016,-92.3127
2024-6-14_19:49:59.414215,0.0011,0.0010,0.0004,-0.0799,1718365799.4142,311.4752,-207.6013,-92.3926
2024-6-14_19:49:59.424267,0.0000,0.0000,0.0000,0.0000,1718365799.4243,311.4752,-207.6013,-92.3926
2024-6-14_19:49:59.434095,0.0000,0.0000,0.0000,-0.0001,1718365799.4341,311.4752,-207.6012,-92.3926
2024-6-14_19:49:59.434219,0.0016,-0.0013,-0.0009,0.1001,1718365799.4342,311.4739,-207.6021,-92.2926
2024-6-14_19:49:59.444223,0.0019,0.0017,0.0008,-0.1300,1718365799.4442,311.4756,-207.6013,-92.4226
2024-6-14_19:49:59.454054,0.0000,0.0000,0.0000,-0.0001,1718365799.4541,311.4756,-207.6013,-92.4226
2024-6-14_19:49:59.454240,0.0017,-0.0014,-0.0009,0.1101,1718365799.4542,311.4742,-207.6022,-92.3126
2024-6-14_19:49:59.464245,0.0020,0.0018,0.0009,-0.1400,1718365799.4642,311.4760,-207.6013,-92.4526
2024-6-14_19:49:59.474023,0.0000,-0.0000,-0.0000,0.0000,1718365799.4740,311.4760,-207.6014,-92.4525
2024-6-14_19:49:59.474218,0.0017,-0.0014,-0.0009,0.1100,1718365799.4742,311.4745,-207.6022,-92.3426
2024-6-14_19:49:59.484223,0.0006,0.0005,0.0003,-0.0400,1718365799.4842,311.4751,-207.6020,-92.3826
2024-6-14_19:49:59.494116,0.0000,-0.0000,-0.0000,0.0000,1718365799.4941,311.4751,-207.6020,-92.3825
2024-6-14_19:49:59.494222,0.0008,0.0008,0.0002,-0.0600,1718365799.4942,311.4758,-207.6018,-92.4426
2024-6-14_19:49:59.504224,0.0020,-0.0018,-0.0009,0.1400,1718365799.5042,311.4740,-207.6027,-92.3026
2024-6-14_19:49:59.513973,0.0001,-0.0000,-0.0001,0.0002,1718365799.5140,311.4740,-207.6028,-92.3023
2024-6-14_19:49:59.514245,0.0022,0.0020,0.0009,-0.1602,1718365799.5142,311.4761,-207.6019,-92.4626
2024-6-14_19:49:59.524217,0.0014,-0.0012,-0.0008,0.0900,1718365799.5242,311.4749,-207.6027,-92.3726
2024-6-14_19:49:59.534120,0.0001,-0.0000,-0.0001,0.0002,1718365799.5341,311.4749,-207.6028,-92.3723
2024-6-14_19:49:59.534245,0.0008,-0.0008,-0.0003,0.0598,1718365799.5342,311.4741,-207.6031,-92.3126
2024-6-14_19:49:59.544278,0.0016,0.0015,0.0005,-0.1200,1718365799.5443,311.4757,-207.6025,-92.4326
2024-6-14_19:49:59.554260,0.0011,-0.0009,-0.0007,0.0700,1718365799.5543,311.4748,-207.6032,-92.3626
2024-6-14_19:49:59.554448,0.0000,-0.0000,-0.0000,0.0000,1718365799.5544,311.4748,-207.6032,-92.3626
2024-6-14_19:49:59.564279,0.0013,-0.0012,-0.0006,0.0900,1718365799.5643,311.4736,-207.6037,-92.2726
2024-6-14_19:49:59.574275,0.0022,0.0020,0.0008,-0.1600,1718365799.5743,311.4756,-207.6029,-92.4326
2024-6-14_19:49:59.574466,0.0000,-0.0000,-0.0000,0.0000,1718365799.5745,311.4756,-207.6029,-92.4326
2024-6-14_19:49:59.584228,0.0020,-0.0018,-0.0009,0.1400,1718365799.5842,311.4739,-207.6038,-92.2926
2024-6-14_19:49:59.594054,0.0001,-0.0000,-0.0001,0.0004,1718365799.5941,311.4738,-207.6039,-92.2922
2024-6-14_19:49:59.594253,0.0019,0.0018,0.0008,-0.1404,1718365799.5943,311.4756,-207.6032,-92.4326
2024-6-14_19:49:59.604224,0.0015,-0.0013,-0.0008,0.1000,1718365799.6042,311.4743,-207.6040,-92.3326
2024-6-14_19:49:59.614001,0.0001,-0.0000,-0.0001,0.0004,1718365799.6140,311.4743,-207.6041,-92.3322
2024-6-14_19:49:59.614220,0.0009,0.0008,0.0005,-0.0604,1718365799.6142,311.4751,-207.6036,-92.3926
2024-6-14_19:49:59.624221,0.0006,0.0006,0.0001,-0.0500,1718365799.6242,311.4757,-207.6035,-92.4426
2024-6-14_19:49:59.633985,0.0001,-0.0000,-0.0001,0.0004,1718365799.6340,311.4757,-207.6036,-92.4422
2024-6-14_19:49:59.634220,0.0004,-0.0004,-0.0001,0.0296,1718365799.6342,311.4754,-207.6037,-92.4126
2024-6-14_19:49:59.644218,0.0003,0.0002,-0.0001,-0.0200,1718365799.6442,311.4756,-207.6038,-92.4326
2024-6-14_19:49:59.654095,0.0001,-0.0000,-0.0001,0.0004,1718365799.6541,311.4756,-207.6039,-92.4322
2024-6-14_19:49:59.654263,0.0011,-0.0010,-0.0004,0.0796,1718365799.6543,311.4746,-207.6043,-92.3526
2024-6-14_19:49:59.664220,0.0009,0.0009,0.0002,-0.0700,1718365799.6642,311.4755,-207.6041,-92.4226
2024-6-14_19:49:59.674079,0.0001,-0.0000,-0.0001,0.0003,1718365799.6741,311.4755,-207.6042,-92.4223
2024-6-14_19:49:59.674231,0.0007,-0.0006,-0.0002,0.0497,1718365799.6742,311.4748,-207.6044,-92.3726
2024-6-14_19:49:59.684252,0.0008,-0.0006,-0.0005,0.0500,1718365799.6843,311.4742,-207.6049,-92.3226
2024-6-14_19:49:59.693991,0.0001,-0.0000,-0.0001,0.0003,1718365799.6940,311.4742,-207.6050,-92.3223
2024-6-14_19:49:59.694221,0.0016,0.0014,0.0008,-0.1103,1718365799.6942,311.4756,-207.6042,-92.4326
2024-6-14_19:49:59.704223,0.0018,-0.0015,-0.0010,0.1200,1718365799.7042,311.4740,-207.6052,-92.3126
2024-6-14_19:49:59.714046,0.0001,-0.0000,-0.0001,0.0002,1718365799.7140,311.4740,-207.6053,-92.3123
2024-6-14_19:49:59.714221,0.0019,0.0017,0.0009,-0.1302,1718365799.7142,311.4757,-207.6044,-92.4426
2024-6-14_19:49:59.724225,0.0013,-0.0011,-0.0006,0.0900,1718365799.7242,311.4746,-207.6049,-92.3526
2024-6-14_19:49:59.733994,0.0001,-0.0000,-0.0001,0.0002,1718365799.7340,311.4746,-207.6050,-92.3523
2024-6-14_19:49:59.734222,0.0011,-0.0010,-0.0004,0.0798,1718365799.7342,311.4735,-207.6054,-92.2726
2024-6-14_19:49:59.744277,0.0015,0.0014,0.0005,-0.1100,1718365799.7443,311.4749,-207.6050,-92.3826
2024-6-14_19:49:59.754110,0.0001,-0.0000,-0.0001,0.0002,1718365799.7541,311.4749,-207.6050,-92.3824
2024-6-14_19:49:59.754225,0.0002,0.0001,0.0001,-0.0102,1718365799.7542,311.4751,-207.6049,-92.3926
2024-6-14_19:49:59.764222,0.0011,-0.0010,-0.0005,0.0800,1718365799.7642,311.4740,-207.6054,-92.3126
2024-6-14_19:49:59.774063,0.0001,-0.0000,-0.0001,0.0002,1718365799.7741,311.4740,-207.6055,-92.3124
2024-6-14_19:49:59.774271,0.0005,-0.0004,-0.0003,0.0298,1718365799.7743,311.4736,-207.6058,-92.2826
2024-6-14_19:49:59.784221,0.0014,0.0012,0.0008,-0.0900,1718365799.7842,311.4748,-207.6050,-92.3726
2024-6-14_19:49:59.794062,0.0001,-0.0000,-0.0001,0.0002,1718365799.7941,311.4748,-207.6051,-92.3724
2024-6-14_19:49:59.794228,0.0009,0.0009,0.0003,-0.0702,1718365799.7942,311.4757,-207.6048,-92.4426
2024-6-14_19:49:59.804224,0.0001,0.0001,0.0001,-0.0100,1718365799.8042,311.4758,-207.6047,-92.4526
2024-6-14_19:49:59.814033,0.0000,-0.0000,-0.0000,0.0000,1718365799.8140,311.4758,-207.6047,-92.4525
2024-6-14_19:49:59.814251,0.0011,-0.0010,-0.0005,0.0800,1718365799.8143,311.4748,-207.6052,-92.3726
2024-6-14_19:49:59.824247,0.0011,-0.0010,-0.0005,0.0800,1718365799.8242,311.4738,-207.6057,-92.2926
2024-6-14_19:49:59.834273,0.0004,0.0004,0.0002,-0.0300,1718365799.8343,311.4742,-207.6055,-92.3226
2024-6-14_19:49:59.834569,0.0000,-0.0000,-0.0000,0.0000,1718365799.8346,311.4742,-207.6055,-92.3226
2024-6-14_19:49:59.844258,0.0001,-0.0001,-0.0001,0.0100,1718365799.8443,311.4740,-207.6056,-92.3126
2024-6-14_19:49:59.854266,0.0004,-0.0003,-0.0003,0.0200,1718365799.8543,311.4738,-207.6059,-92.2926
2024-6-14_19:49:59.854484,0.0000,0.0000,0.0000,0.0000,1718365799.8545,311.4738,-207.6059,-92.2926
2024-6-14_19:49:59.864267,0.0001,0.0001,0.0001,-0.0100,1718365799.8643,311.4739,-207.6059,-92.3026
2024-6-14_19:49:59.873999,0.0000,0.0000,0.0000,0.0000,1718365799.8740,311.4739,-207.6059,-92.3026
2024-6-14_19:49:59.874238,0.0003,0.0001,0.0003,-0.0100,1718365799.8742,311.4740,-207.6056,-92.3126
2024-6-14_19:49:59.884231,0.0002,0.0001,-0.0001,-0.0100,1718365799.8842,311.4742,-207.6058,-92.3226
2024-6-14_19:49:59.893978,0.0000,0.0000,0.0000,0.0000,1718365799.8940,311.4742,-207.6058,-92.3226
2024-6-14_19:49:59.894217,0.0003,0.0001,0.0003,-0.0100,1718365799.8942,311.4743,-207.6055,-92.3326
2024-6-14_19:49:59.904216,0.0007,0.0006,0.0003,-0.0500,1718365799.9042,311.4749,-207.6052,-92.3826
2024-6-14_19:49:59.914010,0.0000,0.0000,0.0000,0.0000,1718365799.9140,311.4749,-207.6052,-92.3826
2024-6-14_19:49:59.914218,0.0001,-0.0001,-0.0001,0.0100,1718365799.9142,311.4748,-207.6052,-92.3726
2024-6-14_19:49:59.924213,0.0013,0.0011,0.0006,-0.0900,1718365799.9242,311.4759,-207.6047,-92.4626
2024-6-14_19:49:59.933927,0.0000,0.0000,0.0000,0.0000,1718365799.9339,311.4759,-207.6047,-92.4626
2024-6-14_19:49:59.934213,0.0000,0.0000,0.0000,0.0000,1718365799.9342,311.4759,-207.6047,-92.4626
2024-6-14_19:49:59.944220,0.0004,-0.0004,-0.0002,0.0300,1718365799.9442,311.4756,-207.6049,-92.4326
2024-6-14_19:49:59.954004,0.0000,0.0000,0.0000,0.0000,1718365799.9540,311.4756,-207.6049,-92.4326
2024-6-14_19:49:59.954242,0.0010,-0.0009,-0.0004,0.0700,1718365799.9542,311.4747,-207.6053,-92.3626
2024-6-14_19:49:59.964216,0.0009,-0.0009,-0.0002,0.0700,1718365799.9642,311.4738,-207.6055,-92.2926
2024-6-14_19:49:59.973965,0.0000,0.0000,0.0000,0.0000,1718365799.9740,311.4738,-207.6055,-92.2926
2024-6-14_19:49:59.974216,0.0006,0.0005,0.0003,-0.0400,1718365799.9742,311.4743,-207.6053,-92.3326
2024-6-14_19:49:59.984232,0.0011,0.0010,0.0005,-0.0800,1718365799.9842,311.4753,-207.6048,-92.4126
2024-6-14_19:49:59.993917,0.0000,0.0000,0.0000,0.0000,1718365799.9939,311.4753,-207.6048,-92.4126
2024-6-14_19:49:59.994215,0.0006,0.0005,0.0003,-0.0400,1718365799.9942,311.4758,-207.6045,-92.4526
2024-6-14_19:50:0.004213,0.0001,0.0001,0.0001,-0.0100,1718365800.0042,311.4760,-207.6045,-92.4626
2024-6-14_19:50:0.013877,0.0000,0.0000,0.0000,0.0000,1718365800.0139,311.4760,-207.6045,-92.4626
2024-6-14_19:50:0.014211,0.0018,-0.0017,-0.0008,0.1300,1718365800.0142,311.4743,-207.6053,-92.3326
2024-6-14_19:50:0.024221,0.0001,-0.0001,-0.0001,0.0100,1718365800.0242,311.4742,-207.6053,-92.3226
2024-6-14_19:50:0.033921,0.0000,0.0000,0.0000,0.0000,1718365800.0339,311.4742,-207.6053,-92.3226
2024-6-14_19:50:0.034212,0.0002,0.0000,0.0002,0.0000,1718365800.0342,311.4742,-207.6051,-92.3226
2024-6-14_19:50:0.044214,0.0011,0.0010,0.0005,-0.0800,1718365800.0442,311.4752,-207.6046,-92.4026
2024-6-14_19:50:0.054013,0.0000,0.0000,0.0000,0.0000,1718365800.0540,311.4752,-207.6046,-92.4026
2024-6-14_19:50:0.054223,0.0010,0.0009,0.0004,-0.0700,1718365800.0542,311.4761,-207.6042,-92.4726
2024-6-14_19:50:0.064265,0.0003,-0.0003,-0.0001,0.0200,1718365800.0643,311.4758,-207.6043,-92.4526
2024-6-14_19:50:0.074064,0.0000,0.0000,0.0000,0.0000,1718365800.0741,311.4758,-207.6043,-92.4526
2024-6-14_19:50:0.074224,0.0003,0.0003,0.0001,-0.0200,1718365800.0742,311.4761,-207.6042,-92.4726
2024-6-14_19:50:0.084258,0.0018,-0.0017,-0.0008,0.1300,1718365800.0843,311.4744,-207.6050,-92.3426
2024-6-14_19:50:0.094063,0.0000,0.0000,0.0000,-0.0000,1718365800.0941,311.4744,-207.6050,-92.3426
2024-6-14_19:50:0.094223,0.0000,0.0000,0.0000,0.0000,1718365800.0942,311.4744,-207.6050,-92.3426
2024-6-14_19:50:0.104225,0.0004,-0.0004,0.0000,0.0300,1718365800.1042,311.4741,-207.6050,-92.3126
2024-6-14_19:50:0.114063,0.0000,0.0000,0.0000,0.0000,1718365800.1141,311.4741,-207.6050,-92.3126
2024-6-14_19:50:0.114225,0.0000,0.0000,0.0000,0.0000,1718365800.1142,311.4741,-207.6050,-92.3126
2024-6-14_19:50:0.124249,0.0004,0.0004,0.0002,-0.0300,1718365800.1242,311.4744,-207.6048,-92.3426
2024-6-14_19:50:0.133911,0.0000,0.0000,0.0000,-0.0000,1718365800.1339,311.4744,-207.6048,-92.3426
2024-6-14_19:50:0.134217,0.0006,0.0005,0.0003,-0.0400,1718365800.1342,311.4750,-207.6045,-92.3826
2024-6-14_19:50:0.144227,0.0006,0.0005,0.0003,-0.0400,1718365800.1442,311.4755,-207.6043,-92.4226
2024-6-14_19:50:0.154029,0.0000,0.0000,0.0000,0.0000,1718365800.1540,311.4755,-207.6043,-92.4226
2024-6-14_19:50:0.154222,0.0007,0.0006,0.0003,-0.0500,1718365800.1542,311.4761,-207.6040,-92.4726
2024-6-14_19:50:0.164223,0.0001,-0.0001,-0.0001,0.0100,1718365800.1642,311.4760,-207.6040,-92.4626
2024-6-14_19:50:0.173932,0.0000,0.0000,0.0000,0.0000,1718365800.1739,311.4760,-207.6040,-92.4626
2024-6-14_19:50:0.174216,0.0006,0.0005,0.0002,-0.0400,1718365800.1742,311.4765,-207.6038,-92.5026
2024-6-14_19:50:0.184311,0.0003,-0.0003,-0.0001,0.0200,1718365800.1843,311.4762,-207.6039,-92.4826
2024-6-14_19:50:0.193982,0.0000,0.0000,0.0000,0.0000,1718365800.1940,311.4762,-207.6039,-92.4826
2024-6-14_19:50:0.194215,0.0000,0.0000,0.0000,0.0000,1718365800.1942,311.4762,-207.6039,-92.4826
2024-6-14_19:50:0.204213,0.0001,-0.0001,-0.0001,0.0100,1718365800.2042,311.4761,-207.6040,-92.4726
2024-6-14_19:50:0.213921,0.0000,0.0000,0.0000,0.0000,1718365800.2139,311.4761,-207.6040,-92.4726
2024-6-14_19:50:0.214211,0.0003,0.0003,0.0001,-0.0200,1718365800.2142,311.4764,-207.6038,-92.4926
2024-6-14_19:50:0.224252,0.0004,-0.0004,-0.0002,0.0300,1718365800.2243,311.4760,-207.6040,-92.4626
2024-6-14_19:50:0.233972,0.0000,0.0000,0.0000,0.0000,1718365800.2340,311.4760,-207.6040,-92.4626
2024-6-14_19:50:0.234218,0.0004,0.0004,0.0002,-0.0300,1718365800.2342,311.4764,-207.6038,-92.4926
2024-6-14_19:50:0.244228,0.0004,-0.0004,-0.0002,0.0300,1718365800.2442,311.4760,-207.6040,-92.4626
2024-6-14_19:50:0.254070,0.0000,0.0000,0.0000,0.0000,1718365800.2541,311.4760,-207.6040,-92.4626
2024-6-14_19:50:0.254223,0.0001,0.0001,0.0001,-0.0100,1718365800.2542,311.4761,-207.6040,-92.4726
2024-6-14_19:50:0.264224,0.0004,-0.0004,-0.0002,0.0300,1718365800.2642,311.4757,-207.6042,-92.4426
2024-6-14_19:50:0.274010,0.0000,0.0000,0.0000,0.0000,1718365800.2740,311.4757,-207.6042,-92.4426
2024-6-14_19:50:0.274230,0.0000,0.0000,0.0000,0.0000,1718365800.2742,311.4757,-207.6042,-92.4426
2024-6-14_19:50:0.284287,0.0000,0.0000,0.0000,0.0000,1718365800.2843,311.4757,-207.6042,-92.4426
2024-6-14_19:50:0.293993,0.0000,0.0000,0.0000,0.0000,1718365800.2940,311.4757,-207.6042,-92.4426
2024-6-14_19:50:0.294218,0.0009,-0.0008,-0.0004,0.0600,1718365800.2942,311.4750,-207.6045,-92.3826
2024-6-14_19:50:0.304216,0.0001,-0.0001,-0.0001,0.0100,1718365800.3042,311.4748,-207.6046,-92.3726
2024-6-14_19:50:0.313930,0.0000,0.0000,0.0000,0.0000,1718365800.3139,311.4748,-207.6046,-92.3726
2024-6-14_19:50:0.314214,0.0000,0.0000,0.0000,0.0000,1718365800.3142,311.4748,-207.6046,-92.3726
