2024-6-14_20:0:19.236417,0.0006,0.0006,-0.0002,-0.0313,1718366419.2364,312.0598,-187.5359,-93.2726
2024-6-14_20:0:19.246423,0.0021,0.0001,-0.0021,0.0000,1718366419.2464,312.0599,-187.5381,-93.2726
2024-6-14_20:0:19.254110,0.0018,-0.0001,-0.0018,0.0209,1718366419.2541,312.0598,-187.5399,-93.2517
2024-6-14_20:0:19.256447,0.0011,-0.0007,-0.0008,0.0591,1718366419.2564,312.0590,-187.5407,-93.1926
2024-6-14_20:0:19.266416,0.0021,0.0007,-0.0020,-0.0300,1718366419.2664,312.0598,-187.5426,-93.2226
2024-6-14_20:0:19.274113,0.0020,-0.0001,-0.0020,0.0221,1718366419.2741,312.0597,-187.5446,-93.2004
2024-6-14_20:0:19.276434,0.0014,-0.0011,-0.0009,0.0679,1718366419.2764,312.0586,-187.5455,-93.1326
2024-6-14_20:0:19.286394,0.0023,0.0016,-0.0016,-0.0900,1718366419.2864,312.0602,-187.5471,-93.2226
2024-6-14_20:0:19.294112,0.0020,-0.0001,-0.0020,0.0222,1718366419.2941,312.0601,-187.5491,-93.2004
2024-6-14_20:0:19.296395,0.0005,0.0003,-0.0004,-0.0122,1718366419.2964,312.0603,-187.5495,-93.2126
2024-6-14_20:0:19.306436,0.0027,-0.0004,-0.0026,0.0500,1718366419.3064,312.0600,-187.5522,-93.1626
2024-6-14_20:0:19.314011,0.0019,-0.0001,-0.0019,0.0218,1718366419.3140,312.0598,-187.5541,-93.1408
2024-6-14_20:0:19.316391,0.0020,-0.0016,-0.0011,0.1082,1718366419.3164,312.0583,-187.5553,-93.0326
2024-6-14_20:0:19.326390,0.0025,0.0013,-0.0022,-0.0700,1718366419.3264,312.0595,-187.5574,-93.1026
2024-6-14_20:0:19.334025,0.0021,-0.0001,-0.0021,0.0224,1718366419.3340,312.0594,-187.5595,-93.0802
2024-6-14_20:0:19.336422,0.0005,-0.0001,-0.0005,0.0176,1718366419.3364,312.0593,-187.5600,-93.0626
2024-6-14_20:0:19.354030,0.0049,-0.0003,-0.0049,0.0516,1718366419.3540,312.0590,-187.5649,-93.0109
2024-6-14_20:0:19.356398,0.0022,0.0003,0.0022,-0.0316,1718366419.3564,312.0593,-187.5627,-93.0426
2024-6-14_20:0:19.366426,0.0026,0.0001,-0.0026,0.0000,1718366419.3664,312.0594,-187.5652,-93.0426
2024-6-14_20:0:19.374018,0.0023,-0.0001,-0.0022,0.0224,1718366419.3740,312.0593,-187.5675,-93.0202
2024-6-14_20:0:19.376421,0.0006,0.0006,-0.0003,-0.0324,1718366419.3764,312.0598,-187.5678,-93.0526
2024-6-14_20:0:19.386391,0.0028,-0.0002,-0.0028,0.0400,1718366419.3864,312.0596,-187.5706,-93.0126
2024-6-14_20:0:19.393850,0.0022,-0.0001,-0.0022,0.0220,1718366419.3939,312.0594,-187.5728,-92.9906
2024-6-14_20:0:19.396386,0.0012,0.0012,-0.0002,-0.0820,1718366419.3964,312.0607,-187.5730,-93.0726
2024-6-14_20:0:19.406382,0.0028,-0.0001,-0.0028,0.0100,1718366419.4064,312.0606,-187.5758,-93.0626
2024-6-14_20:0:19.413951,0.0022,-0.0001,-0.0022,0.0223,1718366419.4140,312.0605,-187.5781,-93.0403
2024-6-14_20:0:19.416378,0.0009,-0.0005,-0.0007,0.0477,1718366419.4164,312.0600,-187.5788,-92.9926
2024-6-14_20:0:19.426379,0.0027,0.0007,-0.0026,-0.0300,1718366419.4264,312.0606,-187.5814,-93.0226
2024-6-14_20:0:19.433973,0.0024,-0.0001,-0.0024,0.0225,1718366419.4340,312.0605,-187.5838,-93.0001
2024-6-14_20:0:19.436435,0.0019,0.0019,0.0000,-0.1325,1718366419.4364,312.0624,-187.5838,-93.1326
2024-6-14_20:0:19.446409,0.0044,-0.0020,-0.0039,0.1700,1718366419.4464,312.0604,-187.5877,-92.9626
2024-6-14_20:0:19.453987,0.0024,-0.0001,-0.0024,0.0224,1718366419.4540,312.0603,-187.5901,-92.9402
2024-6-14_20:0:19.456388,0.0007,0.0007,-0.0001,-0.0624,1718366419.4564,312.0610,-187.5903,-93.0026
2024-6-14_20:0:19.466417,0.0030,0.0004,-0.0029,-0.0100,1718366419.4664,312.0614,-187.5932,-93.0126
2024-6-14_20:0:19.474061,0.0025,-0.0001,-0.0025,0.0216,1718366419.4741,312.0613,-187.5957,-92.9910
2024-6-14_20:0:19.476389,0.0012,-0.0005,-0.0011,0.0484,1718366419.4764,312.0608,-187.5968,-92.9426
2024-6-14_20:0:19.486409,0.0025,0.0003,-0.0024,-0.0200,1718366419.4864,312.0611,-187.5992,-92.9626
2024-6-14_20:0:19.494243,0.0026,-0.0001,-0.0026,0.0221,1718366419.4942,312.0610,-187.6018,-92.9405
2024-6-14_20:0:19.496400,0.0011,0.0010,-0.0004,-0.0721,1718366419.4964,312.0620,-187.6022,-93.0126
2024-6-14_20:0:19.506396,0.0030,0.0004,-0.0029,-0.0100,1718366419.5064,312.0624,-187.6051,-93.0226
2024-6-14_20:0:19.514068,0.0026,-0.0001,-0.0026,0.0207,1718366419.5141,312.0623,-187.6077,-93.0019
2024-6-14_20:0:19.516396,0.0006,0.0003,-0.0006,-0.0307,1718366419.5164,312.0626,-187.6083,-93.0326
2024-6-14_20:0:19.526393,0.0034,0.0000,-0.0034,0.0000,1718366419.5264,312.0626,-187.6117,-93.0326
2024-6-14_20:0:19.533950,0.0025,-0.0001,-0.0025,0.0204,1718366419.5340,312.0625,-187.6142,-93.0122
2024-6-14_20:0:19.536382,0.0005,-0.0001,-0.0005,0.0196,1718366419.5364,312.0624,-187.6147,-92.9926
2024-6-14_20:0:19.546387,0.0031,0.0008,-0.0030,-0.0400,1718366419.5464,312.0632,-187.6177,-93.0326
2024-6-14_20:0:19.553904,0.0025,-0.0001,-0.0025,0.0203,1718366419.5539,312.0631,-187.6202,-93.0123
2024-6-14_20:0:19.556388,0.0021,-0.0012,-0.0017,0.0897,1718366419.5564,312.0618,-187.6219,-92.9226
2024-6-14_20:0:19.566389,0.0029,0.0018,-0.0023,-0.1200,1718366419.5664,312.0636,-187.6242,-93.0426
2024-6-14_20:0:19.574045,0.0025,-0.0001,-0.0025,0.0174,1718366419.5740,312.0635,-187.6267,-93.0251
2024-6-14_20:0:19.576390,0.0011,-0.0002,-0.0010,0.0126,1718366419.5764,312.0633,-187.6278,-93.0126
2024-6-14_20:0:19.586418,0.0039,-0.0013,-0.0037,0.1300,1718366419.5864,312.0619,-187.6315,-92.8826
2024-6-14_20:0:19.594006,0.0025,-0.0001,-0.0025,0.0173,1718366419.5940,312.0618,-187.6340,-92.8653
2024-6-14_20:0:19.596453,0.0017,0.0017,-0.0000,-0.1373,1718366419.5965,312.0635,-187.6340,-93.0026
2024-6-14_20:0:19.606405,0.0045,-0.0019,-0.0041,0.1600,1718366419.6064,312.0616,-187.6381,-92.8426
2024-6-14_20:0:19.613943,0.0024,-0.0001,-0.0024,0.0156,1718366419.6139,312.0614,-187.6405,-92.8269
2024-6-14_20:0:19.616381,0.0010,0.0000,-0.0010,0.0144,1718366419.6164,312.0615,-187.6415,-92.8126
2024-6-14_20:0:19.626388,0.0030,0.0016,-0.0025,-0.1300,1718366419.6264,312.0631,-187.6439,-92.9426
2024-6-14_20:0:19.634008,0.0024,-0.0001,-0.0024,0.0158,1718366419.6340,312.0630,-187.6464,-92.9268
2024-6-14_20:0:19.636430,0.0019,0.0019,0.0002,-0.1558,1718366419.6364,312.0649,-187.6462,-93.0826
2024-6-14_20:0:19.646421,0.0041,-0.0014,-0.0039,0.1200,1718366419.6464,312.0635,-187.6500,-92.9626
2024-6-14_20:0:19.653955,0.0024,-0.0001,-0.0024,0.0156,1718366419.6540,312.0633,-187.6524,-92.9470
2024-6-14_20:0:19.656392,0.0008,0.0003,-0.0008,-0.0256,1718366419.6564,312.0636,-187.6532,-92.9726
2024-6-14_20:0:19.666418,0.0028,0.0005,-0.0028,-0.0400,1718366419.6664,312.0642,-187.6559,-93.0126
2024-6-14_20:0:19.673958,0.0023,-0.0001,-0.0023,0.0149,1718366419.6740,312.0641,-187.6583,-92.9977
2024-6-14_20:0:19.676384,0.0013,-0.0008,-0.0011,0.0651,1718366419.6764,312.0633,-187.6593,-92.9326
2024-6-14_20:0:19.686417,0.0033,-0.0009,-0.0032,0.0800,1718366419.6864,312.0624,-187.6625,-92.8526
2024-6-14_20:0:19.693992,0.0024,-0.0001,-0.0024,0.0150,1718366419.6940,312.0623,-187.6649,-92.8376
2024-6-14_20:0:19.696438,0.0008,0.0007,-0.0004,-0.0550,1718366419.6964,312.0630,-187.6653,-92.8926
2024-6-14_20:0:19.706446,0.0069,-0.0047,-0.0050,0.4100,1718366419.7064,312.0582,-187.6703,-92.4826
2024-6-14_20:0:19.713913,0.0022,-0.0001,-0.0022,0.0136,1718366419.7139,312.0581,-187.6725,-92.4689
2024-6-14_20:0:19.716382,0.0026,0.0025,0.0005,-0.2136,1718366419.7164,312.0606,-187.6720,-92.6826
2024-6-14_20:0:19.734109,0.0052,-0.0002,-0.0052,0.0324,1718366419.7341,312.0604,-187.6772,-92.6502
2024-6-14_20:0:19.754525,0.0056,-0.0003,-0.0056,0.0346,1718366419.7545,312.0602,-187.6828,-92.6156
2024-6-14_20:0:19.775158,0.0056,-0.0003,-0.0056,0.0350,1718366419.7752,312.0599,-187.6884,-92.5806
2024-6-14_20:0:19.794135,0.0052,-0.0002,-0.0052,0.0322,1718366419.7941,312.0597,-187.6936,-92.5484
2024-6-14_20:0:19.813936,0.0048,-0.0002,-0.0048,0.0294,1718366419.8139,312.0595,-187.6984,-92.5191
2024-6-14_20:0:19.833964,0.0049,-0.0002,-0.0049,0.0297,1718366419.8340,312.0592,-187.7033,-92.4893
2024-6-14_20:0:19.853925,0.0042,-0.0002,-0.0042,0.0251,1718366419.8539,312.0591,-187.7075,-92.4643
2024-6-14_20:0:19.873991,0.0042,-0.0002,-0.0042,0.0252,1718366419.8740,312.0589,-187.7117,-92.4391
2024-6-14_20:0:19.893958,0.0042,-0.0002,-0.0042,0.0251,1718366419.8940,312.0587,-187.7159,-92.4140
2024-6-14_20:0:19.914016,0.0036,-0.0002,-0.0036,0.0218,1718366419.9140,312.0586,-187.7195,-92.3922
2024-6-14_20:0:19.933991,0.0036,-0.0001,-0.0036,0.0217,1718366419.9340,312.0584,-187.7232,-92.3705
2024-6-14_20:0:19.953937,0.0029,-0.0001,-0.0029,0.0176,1718366419.9539,312.0583,-187.7261,-92.3530
2024-6-14_20:0:19.974021,0.0029,-0.0001,-0.0029,0.0177,1718366419.9740,312.0582,-187.7290,-92.3353
2024-6-14_20:0:19.994019,0.0022,-0.0001,-0.0022,0.0132,1718366419.9940,312.0581,-187.7312,-92.3221
2024-6-14_20:0:20.013948,0.0022,-0.0001,-0.0022,0.0131,1718366420.0139,312.0580,-187.7334,-92.3090
2024-6-14_20:0:20.034097,0.0022,-0.0001,-0.0022,0.0133,1718366420.0341,312.0579,-187.7356,-92.2957
2024-6-14_20:0:20.054065,0.0016,-0.0001,-0.0016,0.0093,1718366420.0541,312.0578,-187.7372,-92.2864
2024-6-14_20:0:20.074081,0.0016,-0.0001,-0.0016,0.0093,1718366420.0741,312.0578,-187.7388,-92.2771
2024-6-14_20:0:20.094125,0.0010,-0.0000,-0.0010,0.0061,1718366420.0941,312.0577,-187.7398,-92.2710
2024-6-14_20:0:20.114012,0.0010,-0.0000,-0.0010,0.0060,1718366420.1140,312.0577,-187.7408,-92.2650
2024-6-14_20:0:20.134008,0.0010,-0.0000,-0.0010,0.0061,1718366420.1340,312.0577,-187.7418,-92.2589
2024-6-14_20:0:20.154139,0.0006,-0.0000,-0.0006,0.0035,1718366420.1541,312.0576,-187.7424,-92.2554
2024-6-14_20:0:20.174255,0.0006,-0.0000,-0.0006,0.0035,1718366420.1743,312.0576,-187.7430,-92.2519
2024-6-14_20:0:20.194167,0.0002,-0.0000,-0.0002,0.0014,1718366420.1942,312.0576,-187.7432,-92.2505
2024-6-14_20:0:20.213981,0.0002,-0.0000,-0.0002,0.0014,1718366420.2140,312.0576,-187.7434,-92.2491
2024-6-14_20:0:20.233947,0.0000,0.0000,0.0000,-0.0002,1718366420.2339,312.0576,-187.7434,-92.2493
2024-6-14_20:0:20.253889,0.0000,0.0000,0.0000,-0.0002,1718366420.2539,312.0576,-187.7433,-92.2495
2024-6-14_20:0:20.273996,0.0000,0.0000,0.0000,-0.0002,1718366420.2740,312.0576,-187.7433,-92.2498
2024-6-14_20:0:20.293989,0.0003,0.0000,0.0003,-0.0021,1718366420.2940,312.0576,-187.7430,-92.2519
2024-6-14_20:0:20.313992,0.0003,0.0000,0.0003,-0.0021,1718366420.3140,312.0576,-187.7426,-92.2540
2024-6-14_20:0:20.334032,0.0004,0.0000,0.0004,-0.0026,1718366420.3340,312.0576,-187.7422,-92.2565
2024-6-14_20:0:20.353971,0.0004,0.0000,0.0004,-0.0025,1718366420.3540,312.0577,-187.7418,-92.2591
2024-6-14_20:0:20.374095,0.0004,0.0000,0.0004,-0.0026,1718366420.3741,312.0577,-187.7414,-92.2617
2024-6-14_20:0:20.394001,0.0005,0.0000,0.0005,-0.0031,1718366420.3940,312.0577,-187.7409,-92.2648
2024-6-14_20:0:20.413922,0.0005,0.0000,0.0005,-0.0031,1718366420.4139,312.0577,-187.7404,-92.2679
2024-6-14_20:0:20.434116,0.0005,0.0000,0.0005,-0.0033,1718366420.4341,312.0577,-187.7399,-92.2712
2024-6-14_20:0:20.454295,0.0005,0.0000,0.0005,-0.0033,1718366420.4543,312.0577,-187.7394,-92.2745
2024-6-14_20:0:20.474111,0.0005,0.0000,0.0005,-0.0031,1718366420.4741,312.0578,-187.7389,-92.2776
2024-6-14_20:0:20.493965,0.0005,0.0000,0.0005,-0.0031,1718366420.4940,312.0578,-187.7384,-92.2808
2024-6-14_20:0:20.513943,0.0005,0.0000,0.0005,-0.0031,1718366420.5139,312.0578,-187.7379,-92.2839
2024-6-14_20:0:20.533903,0.0005,0.0000,0.0005,-0.0030,1718366420.5339,312.0578,-187.7374,-92.2869
2024-6-14_20:0:20.554044,0.0005,0.0000,0.0005,-0.0030,1718366420.5540,312.0578,-187.7369,-92.2899
2024-6-14_20:0:20.574074,0.0004,0.0000,0.0004,-0.0027,1718366420.5741,312.0579,-187.7365,-92.2927
2024-6-14_20:0:20.594065,0.0004,0.0000,0.0004,-0.0027,1718366420.5941,312.0579,-187.7361,-92.2954
2024-6-14_20:0:20.614094,0.0004,0.0000,0.0004,-0.0027,1718366420.6141,312.0579,-187.7356,-92.2981
2024-6-14_20:0:20.634053,0.0004,0.0000,0.0004,-0.0027,1718366420.6341,312.0579,-187.7352,-92.3008
2024-6-14_20:0:20.654117,0.0004,0.0000,0.0004,-0.0027,1718366420.6541,312.0579,-187.7348,-92.3036
2024-6-14_20:0:20.674371,0.0004,0.0000,0.0004,-0.0027,1718366420.6744,312.0579,-187.7344,-92.3063
2024-6-14_20:0:20.694289,0.0004,0.0000,0.0004,-0.0026,1718366420.6943,312.0580,-187.7339,-92.3089
2024-6-14_20:0:20.714196,0.0004,0.0000,0.0004,-0.0024,1718366420.7142,312.0580,-187.7336,-92.3113
2024-6-14_20:0:20.734065,0.0004,0.0000,0.0004,-0.0024,1718366420.7341,312.0580,-187.7332,-92.3136
2024-6-14_20:0:20.753954,0.0004,0.0000,0.0004,-0.0024,1718366420.7540,312.0580,-187.7328,-92.3160
2024-6-14_20:0:20.774033,0.0003,0.0000,0.0003,-0.0020,1718366420.7740,312.0580,-187.7325,-92.3180
2024-6-14_20:0:20.794021,0.0003,0.0000,0.0003,-0.0020,1718366420.7940,312.0580,-187.7322,-92.3200
2024-6-14_20:0:20.813969,0.0003,0.0000,0.0003,-0.0018,1718366420.8140,312.0580,-187.7319,-92.3218
2024-6-14_20:0:20.834029,0.0003,0.0000,0.0003,-0.0018,1718366420.8340,312.0581,-187.7316,-92.3236
2024-6-14_20:0:20.854173,0.0002,0.0000,0.0002,-0.0015,1718366420.8542,312.0581,-187.7314,-92.3251
2024-6-14_20:0:20.874253,0.0002,0.0000,0.0002,-0.0015,1718366420.8743,312.0581,-187.7312,-92.3266
2024-6-14_20:0:20.894192,0.0002,0.0000,0.0002,-0.0015,1718366420.8942,312.0581,-187.7309,-92.3281
2024-6-14_20:0:20.914067,0.0002,0.0000,0.0002,-0.0012,1718366420.9141,312.0581,-187.7307,-92.3293
2024-6-14_20:0:20.934084,0.0002,0.0000,0.0002,-0.0012,1718366420.9341,312.0581,-187.7305,-92.3305
2024-6-14_20:0:20.954045,0.0002,0.0000,0.0002,-0.0010,1718366420.9540,312.0581,-187.7304,-92.3315
2024-6-14_20:0:20.974004,0.0002,0.0000,0.0002,-0.0010,1718366420.9740,312.0581,-187.7302,-92.3325
2024-6-14_20:0:20.994021,0.0002,0.0000,0.0002,-0.0010,1718366420.9940,312.0581,-187.7301,-92.3335
2024-6-14_20:0:21.014032,0.0001,0.0000,0.0001,-0.0008,1718366421.0140,312.0581,-187.7299,-92.3343
2024-6-14_20:0:21.033985,0.0001,0.0000,0.0001,-0.0008,1718366421.0340,312.0581,-187.7298,-92.3351
2024-6-14_20:0:21.054087,0.0001,0.0000,0.0001,-0.0004,1718366421.0541,312.0581,-187.7298,-92.3355
2024-6-14_20:0:21.074176,0.0001,0.0000,0.0001,-0.0004,1718366421.0742,312.0581,-187.7297,-92.3360
2024-6-14_20:0:21.094109,0.0000,0.0000,0.0000,-0.0002,1718366421.0941,312.0581,-187.7297,-92.3362
2024-6-14_20:0:21.113926,0.0000,0.0000,0.0000,-0.0002,1718366421.1139,312.0581,-187.7296,-92.3364
2024-6-14_20:0:21.133960,0.0000,0.0000,0.0000,-0.0002,1718366421.1340,312.0581,-187.7296,-92.3366
2024-6-14_20:0:21.154764,0.0000,0.0000,0.0000,0.0000,1718366421.1548,312.0581,-187.7296,-92.3366
2024-6-14_20:0:21.174661,0.0000,0.0000,0.0000,0.0000,1718366421.1747,312.0581,-187.7296,-92.3366
2024-6-14_20:0:21.194542,0.0004,0.0000,0.0004,-0.0024,1718366421.1945,312.0582,-187.7292,-92.3390
2024-6-14_20:0:21.214359,0.0004,0.0000,0.0004,-0.0023,1718366421.2144,312.0582,-187.7288,-92.3413
2024-6-14_20:0:21.234070,0.0004,0.0000,0.0004,-0.0023,1718366421.2341,312.0582,-187.7285,-92.3437
2024-6-14_20:0:21.253976,0.0002,0.0000,0.0002,-0.0015,1718366421.2540,312.0582,-187.7282,-92.3452
2024-6-14_20:0:21.273902,0.0002,0.0000,0.0002,-0.0015,1718366421.2739,312.0582,-187.7280,-92.3467
2024-6-14_20:0:21.293944,0.0000,0.0000,0.0000,-0.0003,1718366421.2939,312.0582,-187.7280,-92.3469
2024-6-14_20:0:21.313894,0.0000,0.0000,0.0000,-0.0003,1718366421.3139,312.0582,-187.7279,-92.3472
2024-6-14_20:0:21.333926,0.0000,0.0000,0.0000,0.0000,1718366421.3339,312.0582,-187.7279,-92.3472
2024-6-14_20:0:21.354068,0.0000,0.0000,0.0000,0.0000,1718366421.3541,312.0582,-187.7279,-92.3472
2024-6-14_20:0:21.374310,0.0000,0.0000,0.0000,0.0000,1718366421.3743,312.0582,-187.7279,-92.3472
2024-6-14_20:0:21.394172,0.0000,0.0000,0.0000,0.0000,1718366421.3942,312.0582,-187.7279,-92.3472
2024-6-14_20:0:21.413962,0.0000,0.0000,0.0000,0.0000,1718366421.4140,312.0582,-187.7279,-92.3472
2024-6-14_20:0:21.433917,0.0000,0.0000,0.0000,0.0000,1718366421.4339,312.0582,-187.7279,-92.3472
2024-6-14_20:0:21.453918,0.0000,0.0000,0.0000,0.0000,1718366421.4539,312.0582,-187.7279,-92.3472
2024-6-14_20:0:21.473934,0.0000,0.0000,0.0000,0.0000,1718366421.4739,312.0582,-187.7279,-92.3472
2024-6-14_20:0:21.493997,0.0000,0.0000,0.0000,0.0000,1718366421.4940,312.0582,-187.7279,-92.3472
2024-6-14_20:0:21.513936,0.0000,0.0000,0.0000,0.0000,1718366421.5139,312.0582,-187.7279,-92.3472
2024-6-14_20:0:21.533981,0.0000,0.0000,0.0000,0.0000,1718366421.5340,312.0582,-187.7279,-92.3472
2024-6-14_20:0:21.554035,0.0000,0.0000,0.0000,0.0000,1718366421.5540,312.0582,-187.7279,-92.3472
2024-6-14_20:0:21.574015,0.0000,0.0000,0.0000,0.0000,1718366421.5740,312.0582,-187.7279,-92.3472
2024-6-14_20:0:21.594013,0.0000,0.0000,0.0000,0.0000,1718366421.5940,312.0582,-187.7279,-92.3472
2024-6-14_20:0:21.613975,0.0000,0.0000,0.0000,0.0000,1718366421.6140,312.0582,-187.7279,-92.3472
2024-6-14_20:0:21.634087,0.0000,0.0000,0.0000,0.0000,1718366421.6341,312.0582,-187.7279,-92.3472
2024-6-14_20:0:21.654117,0.0000,0.0000,0.0000,0.0000,1718366421.6541,312.0582,-187.7279,-92.3472
2024-6-14_20:0:21.674108,0.0000,0.0000,0.0000,0.0000,1718366421.6741,312.0582,-187.7279,-92.3472
2024-6-14_20:0:21.694114,0.0000,0.0000,0.0000,0.0000,1718366421.6941,312.0582,-187.7279,-92.3472
2024-6-14_20:0:21.714006,0.0000,0.0000,0.0000,0.0000,1718366421.7140,312.0582,-187.7279,-92.3472
2024-6-14_20:0:21.734007,0.0000,0.0000,0.0000,0.0000,1718366421.7340,312.0582,-187.7279,-92.3472
2024-6-14_20:0:21.754030,0.0000,0.0000,0.0000,0.0000,1718366421.7540,312.0582,-187.7279,-92.3472
2024-6-14_20:0:21.774002,0.0000,0.0000,0.0000,0.0000,1718366421.7740,312.0582,-187.7279,-92.3472
2024-6-14_20:0:21.793955,0.0000,0.0000,0.0000,0.0000,1718366421.7940,312.0582,-187.7279,-92.3472
2024-6-14_20:0:21.813925,0.0000,0.0000,0.0000,0.0000,1718366421.8139,312.0582,-187.7279,-92.3472
2024-6-14_20:0:21.833942,0.0000,0.0000,0.0000,0.0000,1718366421.8339,312.0582,-187.7279,-92.3472
2024-6-14_20:0:21.853996,0.0000,0.0000,0.0000,0.0000,1718366421.8540,312.0582,-187.7279,-92.3472
2024-6-14_20:0:21.874134,0.0000,0.0000,0.0000,0.0000,1718366421.8741,312.0582,-187.7279,-92.3472
2024-6-14_20:0:21.894150,0.0000,0.0000,0.0000,0.0000,1718366421.8942,312.0582,-187.7279,-92.3472
2024-6-14_20:0:21.914065,0.0000,0.0000,0.0000,0.0000,1718366421.9141,312.0582,-187.7279,-92.3472
2024-6-14_20:0:21.934004,0.0000,0.0000,0.0000,0.0000,1718366421.9340,312.0582,-187.7279,-92.3472
2024-6-14_20:0:21.954047,0.0000,0.0000,0.0000,0.0000,1718366421.9540,312.0582,-187.7279,-92.3472
2024-6-14_20:0:21.974025,0.0000,0.0000,0.0000,0.0000,1718366421.9740,312.0582,-187.7279,-92.3472
2024-6-14_20:0:21.993947,0.0000,0.0000,0.0000,0.0000,1718366421.9939,312.0582,-187.7279,-92.3472
2024-6-14_20:0:22.013950,0.0000,0.0000,0.0000,0.0000,1718366422.0140,312.0582,-187.7279,-92.3472
2024-6-14_20:0:22.033969,0.0000,0.0000,0.0000,0.0000,1718366422.0340,312.0582,-187.7279,-92.3472
2024-6-14_20:0:22.053990,0.0000,0.0000,0.0000,0.0000,1718366422.0540,312.0582,-187.7279,-92.3472
2024-6-14_20:0:22.074028,0.0000,0.0000,0.0000,0.0000,1718366422.0740,312.0582,-187.7279,-92.3472
2024-6-14_20:0:22.094115,0.0000,0.0000,0.0000,0.0000,1718366422.0941,312.0582,-187.7279,-92.3472
2024-6-14_20:0:22.114030,0.0000,0.0000,0.0000,0.0000,1718366422.1140,312.0582,-187.7279,-92.3472
2024-6-14_20:0:22.134119,0.0000,0.0000,0.0000,0.0000,1718366422.1341,312.0582,-187.7279,-92.3472
2024-6-14_20:0:22.154269,0.0000,0.0000,0.0000,0.0000,1718366422.1543,312.0582,-187.7279,-92.3472
2024-6-14_20:0:22.174341,0.0000,0.0000,0.0000,0.0000,1718366422.1743,312.0582,-187.7279,-92.3472
2024-6-14_20:0:22.194068,0.0000,0.0000,0.0000,0.0000,1718366422.1941,312.0582,-187.7279,-92.3472
2024-6-14_20:0:22.213972,0.0000,0.0000,0.0000,0.0000,1718366422.2140,312.0582,-187.7279,-92.3472
2024-6-14_20:0:22.233972,0.0000,0.0000,0.0000,0.0000,1718366422.2340,312.0582,-187.7279,-92.3472
2024-6-14_20:0:22.253924,0.0000,0.0000,0.0000,0.0000,1718366422.2539,312.0582,-187.7279,-92.3472
2024-6-14_20:0:22.273966,0.0000,0.0000,0.0000,0.0000,1718366422.2740,312.0582,-187.7279,-92.3472
2024-6-14_20:0:22.294019,0.0000,0.0000,0.0000,0.0000,1718366422.2940,312.0582,-187.7279,-92.3472
2024-6-14_20:0:22.313985,0.0000,0.0000,0.0000,0.0000,1718366422.3140,312.0582,-187.7279,-92.3472
2024-6-14_20:0:22.334086,0.0000,0.0000,0.0000,0.0000,1718366422.3341,312.0582,-187.7279,-92.3472
2024-6-14_20:0:22.354087,0.0000,0.0000,0.0000,0.0000,1718366422.3541,312.0582,-187.7279,-92.3472
2024-6-14_20:0:22.374015,0.0000,0.0000,0.0000,0.0000,1718366422.3740,312.0582,-187.7279,-92.3472
