2024-6-14_19:55:41.113986,0.0040,-0.0002,-0.0039,0.0009,1718366141.1140,312.0504,-187.5539,-93.1017
2024-6-14_19:55:41.115735,0.0006,0.0006,-0.0002,-0.0609,1718366141.1157,312.0510,-187.5540,-93.1626
2024-6-14_19:55:41.125712,0.0044,0.0001,-0.0044,-0.0100,1718366141.1257,312.0511,-187.5584,-93.1726
2024-6-14_19:55:41.134118,0.0040,-0.0002,-0.0040,0.0009,1718366141.1341,312.0508,-187.5625,-93.1717
2024-6-14_19:55:41.135720,0.0008,-0.0003,-0.0008,0.0191,1718366141.1357,312.0505,-187.5632,-93.1526
2024-6-14_19:55:41.145717,0.0040,0.0009,-0.0039,-0.1000,1718366141.1457,312.0514,-187.5671,-93.2526
2024-6-14_19:55:41.154111,0.0039,-0.0002,-0.0039,0.0030,1718366141.1541,312.0512,-187.5710,-93.2496
2024-6-14_19:55:41.155748,0.0008,0.0006,-0.0004,-0.0530,1718366141.1557,312.0518,-187.5715,-93.3026
2024-6-14_19:55:41.165716,0.0045,-0.0004,-0.0045,0.0100,1718366141.1657,312.0514,-187.5760,-93.2926
2024-6-14_19:55:41.174147,0.0040,-0.0002,-0.0040,0.0030,1718366141.1741,312.0512,-187.5799,-93.2896
2024-6-14_19:55:41.175716,0.0007,-0.0003,-0.0006,0.0170,1718366141.1757,312.0509,-187.5806,-93.2726
2024-6-14_19:55:41.185713,0.0043,0.0001,-0.0043,-0.0300,1718366141.1857,312.0511,-187.5848,-93.3026
2024-6-14_19:55:41.194077,0.0038,-0.0002,-0.0038,0.0050,1718366141.1941,312.0508,-187.5887,-93.2976
2024-6-14_19:55:41.195712,0.0010,0.0010,-0.0002,-0.0850,1718366141.1957,312.0519,-187.5888,-93.3826
2024-6-14_19:55:41.205691,0.0043,-0.0000,-0.0043,-0.0200,1718366141.2057,312.0519,-187.5932,-93.4026
2024-6-14_19:55:41.213973,0.0038,-0.0002,-0.0038,0.0049,1718366141.2140,312.0516,-187.5970,-93.3976
2024-6-14_19:55:41.215701,0.0008,0.0008,-0.0001,-0.0649,1718366141.2157,312.0524,-187.5971,-93.4626
2024-6-14_19:55:41.225697,0.0039,0.0011,-0.0037,-0.0900,1718366141.2257,312.0535,-187.6008,-93.5526
2024-6-14_19:55:41.233932,0.0038,-0.0002,-0.0038,0.0049,1718366141.2339,312.0533,-187.6046,-93.5477
2024-6-14_19:55:41.235796,0.0017,-0.0013,-0.0011,0.0951,1718366141.2358,312.0520,-187.6056,-93.4526
2024-6-14_19:55:41.245699,0.0038,0.0017,-0.0034,-0.1500,1718366141.2457,312.0536,-187.6090,-93.6026
2024-6-14_19:55:41.253953,0.0037,-0.0002,-0.0037,0.0074,1718366141.2540,312.0534,-187.6127,-93.5952
2024-6-14_19:55:41.255701,0.0006,-0.0000,-0.0006,-0.0074,1718366141.2557,312.0534,-187.6133,-93.6026
2024-6-14_19:55:41.265709,0.0047,-0.0008,-0.0046,0.0600,1718366141.2657,312.0525,-187.6179,-93.5426
2024-6-14_19:55:41.274000,0.0037,-0.0002,-0.0037,0.0074,1718366141.2740,312.0523,-187.6215,-93.5351
2024-6-14_19:55:41.275702,0.0004,-0.0000,-0.0004,-0.0074,1718366141.2757,312.0523,-187.6219,-93.5426
2024-6-14_19:55:41.285730,0.0038,0.0014,-0.0035,-0.1300,1718366141.2857,312.0537,-187.6254,-93.6726
2024-6-14_19:55:41.294015,0.0036,-0.0002,-0.0036,0.0099,1718366141.2940,312.0534,-187.6290,-93.6627
2024-6-14_19:55:41.295700,0.0013,-0.0009,-0.0010,0.0801,1718366141.2957,312.0525,-187.6300,-93.5826
2024-6-14_19:55:41.305698,0.0036,0.0012,-0.0033,-0.1200,1718366141.3057,312.0537,-187.6333,-93.7026
2024-6-14_19:55:41.313998,0.0036,-0.0002,-0.0036,0.0099,1718366141.3140,312.0535,-187.6369,-93.6926
2024-6-14_19:55:41.315699,0.0021,-0.0017,-0.0013,0.1401,1718366141.3157,312.0518,-187.6382,-93.5526
2024-6-14_19:55:41.325727,0.0037,0.0018,-0.0033,-0.1700,1718366141.3257,312.0537,-187.6415,-93.7226
2024-6-14_19:55:41.334032,0.0035,-0.0002,-0.0035,0.0125,1718366141.3340,312.0534,-187.6450,-93.7101
2024-6-14_19:55:41.335703,0.0003,-0.0002,-0.0003,0.0175,1718366141.3357,312.0533,-187.6453,-93.6926
2024-6-14_19:55:41.345719,0.0039,-0.0000,-0.0039,-0.0200,1718366141.3457,312.0533,-187.6492,-93.7126
2024-6-14_19:55:41.354439,0.0037,-0.0002,-0.0037,0.0131,1718366141.3544,312.0530,-187.6528,-93.6995
2024-6-14_19:55:41.355735,0.0006,0.0003,-0.0005,-0.0231,1718366141.3557,312.0533,-187.6534,-93.7226
2024-6-14_19:55:41.365726,0.0041,-0.0011,-0.0039,0.0900,1718366141.3657,312.0522,-187.6573,-93.6326
2024-6-14_19:55:41.374397,0.0036,-0.0002,-0.0036,0.0130,1718366141.3744,312.0520,-187.6609,-93.6195
2024-6-14_19:55:41.375718,0.0006,0.0006,-0.0000,-0.0430,1718366141.3757,312.0526,-187.6610,-93.6626
2024-6-14_19:55:41.385767,0.0046,-0.0016,-0.0044,0.1300,1718366141.3858,312.0510,-187.6653,-93.5326
2024-6-14_19:55:41.394254,0.0031,-0.0002,-0.0031,0.0135,1718366141.3943,312.0508,-187.6684,-93.5190
2024-6-14_19:55:41.414072,0.0073,-0.0004,-0.0073,0.0316,1718366141.4141,312.0504,-187.6757,-93.4874
2024-6-14_19:55:41.434079,0.0069,-0.0004,-0.0069,0.0310,1718366141.4341,312.0500,-187.6826,-93.4564
2024-6-14_19:55:41.454042,0.0069,-0.0004,-0.0069,0.0310,1718366141.4540,312.0495,-187.6895,-93.4254
2024-6-14_19:55:41.474010,0.0069,-0.0004,-0.0069,0.0310,1718366141.4740,312.0491,-187.6964,-93.3945
2024-6-14_19:55:41.494032,0.0062,-0.0004,-0.0062,0.0287,1718366141.4940,312.0488,-187.7026,-93.3657
2024-6-14_19:55:41.513986,0.0062,-0.0004,-0.0062,0.0286,1718366141.5140,312.0484,-187.7087,-93.3371
2024-6-14_19:55:41.534119,0.0054,-0.0003,-0.0054,0.0267,1718366141.5341,312.0481,-187.7141,-93.3104
2024-6-14_19:55:41.554131,0.0054,-0.0003,-0.0054,0.0265,1718366141.5541,312.0478,-187.7195,-93.2839
2024-6-14_19:55:41.574095,0.0048,-0.0003,-0.0047,0.0247,1718366141.5741,312.0475,-187.7243,-93.2592
2024-6-14_19:55:41.593963,0.0047,-0.0003,-0.0047,0.0246,1718366141.5940,312.0473,-187.7290,-93.2346
2024-6-14_19:55:41.613904,0.0048,-0.0003,-0.0047,0.0247,1718366141.6139,312.0470,-187.7337,-93.2099
2024-6-14_19:55:41.633914,0.0042,-0.0002,-0.0042,0.0260,1718366141.6339,312.0468,-187.7379,-93.1839
2024-6-14_19:55:41.654028,0.0042,-0.0002,-0.0042,0.0261,1718366141.6540,312.0465,-187.7422,-93.1578
2024-6-14_19:55:41.674098,0.0039,-0.0002,-0.0039,0.0251,1718366141.6741,312.0463,-187.7460,-93.1326
2024-6-14_19:55:41.693965,0.0038,-0.0002,-0.0038,0.0249,1718366141.6940,312.0461,-187.7498,-93.1078
2024-6-14_19:55:41.713953,0.0035,-0.0002,-0.0035,0.0233,1718366141.7140,312.0459,-187.7534,-93.0844
2024-6-14_19:55:41.733902,0.0035,-0.0002,-0.0035,0.0233,1718366141.7339,312.0457,-187.7569,-93.0611
2024-6-14_19:55:41.754204,0.0036,-0.0002,-0.0036,0.0237,1718366141.7542,312.0455,-187.7605,-93.0374
2024-6-14_19:55:41.774067,0.0033,-0.0002,-0.0033,0.0225,1718366141.7741,312.0454,-187.7638,-93.0149
2024-6-14_19:55:41.794055,0.0034,-0.0002,-0.0034,0.0226,1718366141.7941,312.0452,-187.7672,-92.9923
2024-6-14_19:55:41.813911,0.0033,-0.0002,-0.0033,0.0223,1718366141.8139,312.0450,-187.7705,-92.9700
2024-6-14_19:55:41.833934,0.0033,-0.0002,-0.0033,0.0224,1718366141.8339,312.0448,-187.7738,-92.9476
2024-6-14_19:55:41.853904,0.0033,-0.0002,-0.0033,0.0224,1718366141.8539,312.0447,-187.7771,-92.9252
2024-6-14_19:55:41.873901,0.0030,-0.0002,-0.0030,0.0207,1718366141.8739,312.0445,-187.7801,-92.9045
2024-6-14_19:55:41.893960,0.0030,-0.0002,-0.0030,0.0208,1718366141.8940,312.0444,-187.7831,-92.8837
2024-6-14_19:55:41.913934,0.0028,-0.0001,-0.0028,0.0194,1718366141.9139,312.0442,-187.7859,-92.8643
2024-6-14_19:55:41.934125,0.0029,-0.0001,-0.0029,0.0196,1718366141.9341,312.0441,-187.7888,-92.8447
2024-6-14_19:55:41.954038,0.0027,-0.0001,-0.0027,0.0186,1718366141.9540,312.0440,-187.7915,-92.8261
2024-6-14_19:55:41.974049,0.0027,-0.0001,-0.0027,0.0187,1718366141.9740,312.0438,-187.7942,-92.8074
2024-6-14_19:55:41.994091,0.0027,-0.0001,-0.0027,0.0187,1718366141.9941,312.0437,-187.7969,-92.7888
2024-6-14_19:55:42.014008,0.0025,-0.0001,-0.0025,0.0172,1718366142.0140,312.0436,-187.7994,-92.7716
2024-6-14_19:55:42.034086,0.0025,-0.0001,-0.0025,0.0173,1718366142.0341,312.0434,-187.8020,-92.7543
2024-6-14_19:55:42.054765,0.0024,-0.0001,-0.0024,0.0165,1718366142.0548,312.0433,-187.8043,-92.7378
2024-6-14_19:55:42.074844,0.0023,-0.0001,-0.0023,0.0160,1718366142.0748,312.0432,-187.8067,-92.7218
2024-6-14_19:55:42.094248,0.0023,-0.0001,-0.0023,0.0155,1718366142.0942,312.0431,-187.8089,-92.7063
2024-6-14_19:55:42.113938,0.0023,-0.0001,-0.0023,0.0159,1718366142.1139,312.0430,-187.8112,-92.6904
2024-6-14_19:55:42.133958,0.0024,-0.0001,-0.0024,0.0162,1718366142.1340,312.0429,-187.8136,-92.6742
2024-6-14_19:55:42.153984,0.0021,-0.0001,-0.0021,0.0145,1718366142.1540,312.0428,-187.8157,-92.6597
2024-6-14_19:55:42.173921,0.0021,-0.0001,-0.0021,0.0144,1718366142.1739,312.0427,-187.8178,-92.6453
2024-6-14_19:55:42.193936,0.0019,-0.0001,-0.0018,0.0125,1718366142.1939,312.0426,-187.8197,-92.6328
2024-6-14_19:55:42.213953,0.0019,-0.0001,-0.0018,0.0125,1718366142.2140,312.0425,-187.8215,-92.6202
2024-6-14_19:55:42.233957,0.0018,-0.0001,-0.0018,0.0125,1718366142.2340,312.0424,-187.8234,-92.6077
2024-6-14_19:55:42.254225,0.0016,-0.0001,-0.0016,0.0111,1718366142.2542,312.0424,-187.8250,-92.5966
2024-6-14_19:55:42.274023,0.0016,-0.0001,-0.0016,0.0108,1718366142.2740,312.0423,-187.8266,-92.5858
2024-6-14_19:55:42.294158,0.0016,-0.0001,-0.0016,0.0110,1718366142.2942,312.0422,-187.8282,-92.5748
2024-6-14_19:55:42.314015,0.0016,-0.0001,-0.0016,0.0108,1718366142.3140,312.0422,-187.8298,-92.5640
2024-6-14_19:55:42.334009,0.0016,-0.0001,-0.0016,0.0109,1718366142.3340,312.0421,-187.8314,-92.5531
2024-6-14_19:55:42.354007,0.0014,-0.0001,-0.0014,0.0092,1718366142.3540,312.0420,-187.8328,-92.5438
2024-6-14_19:55:42.374038,0.0014,-0.0001,-0.0014,0.0093,1718366142.3740,312.0420,-187.8342,-92.5346
2024-6-14_19:55:42.394034,0.0011,-0.0001,-0.0011,0.0077,1718366142.3940,312.0419,-187.8353,-92.5269
2024-6-14_19:55:42.414096,0.0011,-0.0001,-0.0011,0.0077,1718366142.4141,312.0419,-187.8364,-92.5192
2024-6-14_19:55:42.434222,0.0010,-0.0000,-0.0010,0.0066,1718366142.4342,312.0418,-187.8374,-92.5126
2024-6-14_19:55:42.454717,0.0010,-0.0000,-0.0010,0.0068,1718366142.4547,312.0418,-187.8384,-92.5058
2024-6-14_19:55:42.474595,0.0010,-0.0000,-0.0010,0.0066,1718366142.4746,312.0417,-187.8394,-92.4992
2024-6-14_19:55:42.494111,0.0007,-0.0000,-0.0007,0.0050,1718366142.4941,312.0417,-187.8402,-92.4942
2024-6-14_19:55:42.513973,0.0008,-0.0000,-0.0008,0.0051,1718366142.5140,312.0417,-187.8409,-92.4891
2024-6-14_19:55:42.533959,0.0006,-0.0000,-0.0006,0.0043,1718366142.5340,312.0416,-187.8416,-92.4848
2024-6-14_19:55:42.553958,0.0006,-0.0000,-0.0006,0.0043,1718366142.5540,312.0416,-187.8422,-92.4805
2024-6-14_19:55:42.573995,0.0006,-0.0000,-0.0006,0.0043,1718366142.5740,312.0416,-187.8428,-92.4762
2024-6-14_19:55:42.594046,0.0005,-0.0000,-0.0005,0.0031,1718366142.5940,312.0416,-187.8433,-92.4730
2024-6-14_19:55:42.613933,0.0005,-0.0000,-0.0005,0.0031,1718366142.6139,312.0415,-187.8438,-92.4699
2024-6-14_19:55:42.633977,0.0004,-0.0000,-0.0004,0.0023,1718366142.6340,312.0415,-187.8441,-92.4676
2024-6-14_19:55:42.654126,0.0004,-0.0000,-0.0004,0.0023,1718366142.6541,312.0415,-187.8445,-92.4653
2024-6-14_19:55:42.674092,0.0002,-0.0000,-0.0002,0.0016,1718366142.6741,312.0415,-187.8447,-92.4637
2024-6-14_19:55:42.694016,0.0002,-0.0000,-0.0002,0.0016,1718366142.6940,312.0415,-187.8450,-92.4621
2024-6-14_19:55:42.714007,0.0002,-0.0000,-0.0002,0.0016,1718366142.7140,312.0415,-187.8452,-92.4604
2024-6-14_19:55:42.733905,0.0002,-0.0000,-0.0002,0.0011,1718366142.7339,312.0415,-187.8454,-92.4593
2024-6-14_19:55:42.753935,0.0002,-0.0000,-0.0002,0.0011,1718366142.7539,312.0415,-187.8456,-92.4582
2024-6-14_19:55:42.773925,0.0000,-0.0000,-0.0000,0.0002,1718366142.7739,312.0415,-187.8456,-92.4580
2024-6-14_19:55:42.793915,0.0000,-0.0000,-0.0000,0.0002,1718366142.7939,312.0415,-187.8456,-92.4577
2024-6-14_19:55:42.813904,0.0000,-0.0000,-0.0000,0.0002,1718366142.8139,312.0415,-187.8457,-92.4575
2024-6-14_19:55:42.834004,0.0000,0.0000,0.0000,0.0000,1718366142.8340,312.0415,-187.8457,-92.4575
2024-6-14_19:55:42.854271,0.0000,0.0000,0.0000,0.0000,1718366142.8543,312.0415,-187.8457,-92.4575
2024-6-14_19:55:42.874219,0.0000,0.0000,0.0000,0.0000,1718366142.8742,312.0415,-187.8457,-92.4575
2024-6-14_19:55:42.894016,0.0000,0.0000,0.0000,0.0000,1718366142.8940,312.0415,-187.8457,-92.4575
2024-6-14_19:55:42.913939,0.0000,0.0000,0.0000,-0.0003,1718366142.9139,312.0415,-187.8456,-92.4578
2024-6-14_19:55:42.933908,0.0000,0.0000,0.0000,-0.0003,1718366142.9339,312.0415,-187.8456,-92.4581
2024-6-14_19:55:42.954006,0.0000,0.0000,0.0000,-0.0003,1718366142.9540,312.0415,-187.8455,-92.4584
2024-6-14_19:55:42.974065,0.0001,0.0000,0.0001,-0.0007,1718366142.9741,312.0415,-187.8454,-92.4591
2024-6-14_19:55:42.994035,0.0001,0.0000,0.0001,-0.0007,1718366142.9940,312.0415,-187.8453,-92.4598
2024-6-14_19:55:43.014014,0.0001,0.0000,0.0001,-0.0010,1718366143.0140,312.0415,-187.8452,-92.4608
2024-6-14_19:55:43.034111,0.0001,0.0000,0.0001,-0.0010,1718366143.0341,312.0415,-187.8450,-92.4617
2024-6-14_19:55:43.054025,0.0001,0.0000,0.0001,-0.0010,1718366143.0540,312.0415,-187.8449,-92.4627
2024-6-14_19:55:43.074032,0.0001,0.0000,0.0001,-0.0009,1718366143.0740,312.0415,-187.8448,-92.4636
2024-6-14_19:55:43.094070,0.0001,0.0000,0.0001,-0.0009,1718366143.0941,312.0415,-187.8446,-92.4645
2024-6-14_19:55:43.114021,0.0001,0.0000,0.0001,-0.0008,1718366143.1140,312.0415,-187.8445,-92.4653
2024-6-14_19:55:43.134009,0.0001,0.0000,0.0001,-0.0008,1718366143.1340,312.0415,-187.8444,-92.4661
2024-6-14_19:55:43.154024,0.0001,0.0000,0.0001,-0.0007,1718366143.1540,312.0415,-187.8443,-92.4667
2024-6-14_19:55:43.174025,0.0001,0.0000,0.0001,-0.0007,1718366143.1740,312.0415,-187.8442,-92.4674
2024-6-14_19:55:43.194060,0.0001,0.0000,0.0001,-0.0007,1718366143.1941,312.0415,-187.8441,-92.4681
2024-6-14_19:55:43.213950,0.0001,0.0000,0.0001,-0.0005,1718366143.2139,312.0415,-187.8440,-92.4687
2024-6-14_19:55:43.234011,0.0001,0.0000,0.0001,-0.0005,1718366143.2340,312.0415,-187.8439,-92.4692
2024-6-14_19:55:43.254298,0.0001,0.0000,0.0001,-0.0004,1718366143.2543,312.0415,-187.8439,-92.4696
2024-6-14_19:55:43.274566,0.0001,0.0000,0.0001,-0.0004,1718366143.2746,312.0415,-187.8438,-92.4700
2024-6-14_19:55:43.294282,0.0001,0.0000,0.0001,-0.0004,1718366143.2943,312.0415,-187.8438,-92.4703
2024-6-14_19:55:43.313998,0.0000,0.0000,0.0000,-0.0003,1718366143.3140,312.0415,-187.8437,-92.4706
2024-6-14_19:55:43.333953,0.0000,0.0000,0.0000,-0.0003,1718366143.3340,312.0415,-187.8437,-92.4709
2024-6-14_19:55:43.354008,0.0000,0.0000,0.0000,-0.0002,1718366143.3540,312.0415,-187.8436,-92.4712
2024-6-14_19:55:43.373897,0.0000,0.0000,0.0000,-0.0002,1718366143.3739,312.0416,-187.8436,-92.4714
2024-6-14_19:55:43.393930,0.0000,0.0000,0.0000,0.0000,1718366143.3939,312.0416,-187.8436,-92.4714
2024-6-14_19:55:43.413928,0.0000,0.0000,0.0000,0.0000,1718366143.4139,312.0416,-187.8436,-92.4714
2024-6-14_19:55:43.433955,0.0000,0.0000,0.0000,0.0000,1718366143.4340,312.0416,-187.8436,-92.4714
2024-6-14_19:55:43.454003,0.0000,0.0000,0.0000,0.0000,1718366143.4540,312.0416,-187.8436,-92.4714
2024-6-14_19:55:43.473988,0.0000,0.0000,0.0000,0.0000,1718366143.4740,312.0416,-187.8436,-92.4714
2024-6-14_19:55:43.493908,0.0000,0.0000,0.0000,0.0000,1718366143.4939,312.0416,-187.8436,-92.4714
2024-6-14_19:55:43.513908,0.0000,0.0000,0.0000,0.0000,1718366143.5139,312.0416,-187.8436,-92.4714
2024-6-14_19:55:43.533962,0.0000,0.0000,0.0000,0.0000,1718366143.5340,312.0416,-187.8436,-92.4714
2024-6-14_19:55:43.554236,0.0000,0.0000,0.0000,0.0000,1718366143.5542,312.0416,-187.8436,-92.4714
2024-6-14_19:55:43.574051,0.0000,0.0000,0.0000,0.0000,1718366143.5741,312.0416,-187.8436,-92.4714
2024-6-14_19:55:43.593967,0.0000,0.0000,0.0000,0.0000,1718366143.5940,312.0416,-187.8436,-92.4714
2024-6-14_19:55:43.613938,0.0000,0.0000,0.0000,0.0000,1718366143.6139,312.0416,-187.8436,-92.4714
2024-6-14_19:55:43.634056,0.0000,0.0000,0.0000,0.0000,1718366143.6341,312.0416,-187.8436,-92.4714
2024-6-14_19:55:43.654306,0.0000,0.0000,0.0000,0.0000,1718366143.6543,312.0416,-187.8436,-92.4714
2024-6-14_19:55:43.674375,0.0000,0.0000,0.0000,0.0000,1718366143.6744,312.0416,-187.8436,-92.4714
2024-6-14_19:55:43.694448,0.0000,0.0000,0.0000,0.0000,1718366143.6944,312.0416,-187.8436,-92.4714
2024-6-14_19:55:43.714068,0.0000,0.0000,0.0000,0.0000,1718366143.7141,312.0416,-187.8436,-92.4714
2024-6-14_19:55:43.733969,0.0000,0.0000,0.0000,0.0000,1718366143.7340,312.0416,-187.8436,-92.4714
2024-6-14_19:55:43.753985,0.0000,0.0000,0.0000,0.0000,1718366143.7540,312.0416,-187.8436,-92.4714
2024-6-14_19:55:43.773918,0.0000,0.0000,0.0000,0.0000,1718366143.7739,312.0416,-187.8436,-92.4714
2024-6-14_19:55:43.793949,0.0000,0.0000,0.0000,0.0000,1718366143.7939,312.0416,-187.8436,-92.4714
2024-6-14_19:55:43.813892,0.0000,0.0000,0.0000,0.0000,1718366143.8139,312.0416,-187.8436,-92.4714
2024-6-14_19:55:43.834021,0.0000,0.0000,0.0000,0.0000,1718366143.8340,312.0416,-187.8436,-92.4714
2024-6-14_19:55:43.854039,0.0000,0.0000,0.0000,0.0000,1718366143.8540,312.0416,-187.8436,-92.4714
2024-6-14_19:55:43.873996,0.0000,0.0000,0.0000,0.0000,1718366143.8740,312.0416,-187.8436,-92.4714
2024-6-14_19:55:43.893950,0.0000,0.0000,0.0000,0.0000,1718366143.8939,312.0416,-187.8436,-92.4714
2024-6-14_19:55:43.913934,0.0000,0.0000,0.0000,0.0000,1718366143.9139,312.0416,-187.8436,-92.4714
2024-6-14_19:55:43.933999,0.0000,0.0000,0.0000,0.0000,1718366143.9340,312.0416,-187.8436,-92.4714
2024-6-14_19:55:43.954090,0.0000,0.0000,0.0000,0.0000,1718366143.9541,312.0416,-187.8436,-92.4714
2024-6-14_19:55:43.974219,0.0000,0.0000,0.0000,0.0000,1718366143.9742,312.0416,-187.8436,-92.4714
2024-6-14_19:55:43.994109,0.0000,0.0000,0.0000,0.0000,1718366143.9941,312.0416,-187.8436,-92.4714
2024-6-14_19:55:44.013943,0.0000,0.0000,0.0000,0.0000,1718366144.0139,312.0416,-187.8436,-92.4714
2024-6-14_19:55:44.033952,0.0000,0.0000,0.0000,0.0000,1718366144.0340,312.0416,-187.8436,-92.4714
2024-6-14_19:55:44.054030,0.0000,0.0000,0.0000,0.0000,1718366144.0540,312.0416,-187.8436,-92.4714
2024-6-14_19:55:44.074069,0.0000,0.0000,0.0000,0.0000,1718366144.0741,312.0416,-187.8436,-92.4714
2024-6-14_19:55:44.094113,0.0000,0.0000,0.0000,0.0000,1718366144.0941,312.0416,-187.8436,-92.4714
2024-6-14_19:55:44.114156,0.0000,0.0000,0.0000,0.0000,1718366144.1142,312.0416,-187.8436,-92.4714
2024-6-14_19:55:44.134080,0.0000,0.0000,0.0000,0.0000,1718366144.1341,312.0416,-187.8436,-92.4714
2024-6-14_19:55:44.154169,0.0000,0.0000,0.0000,0.0000,1718366144.1542,312.0416,-187.8436,-92.4714
2024-6-14_19:55:44.174096,0.0000,0.0000,0.0000,0.0000,1718366144.1741,312.0416,-187.8436,-92.4714
2024-6-14_19:55:44.194098,0.0000,0.0000,0.0000,0.0000,1718366144.1941,312.0416,-187.8436,-92.4714
2024-6-14_19:55:44.214087,0.0000,0.0000,0.0000,0.0000,1718366144.2141,312.0416,-187.8436,-92.4714
2024-6-14_19:55:44.234087,0.0000,0.0000,0.0000,0.0000,1718366144.2341,312.0416,-187.8436,-92.4714
2024-6-14_19:55:44.254089,0.0000,0.0000,0.0000,0.0000,1718366144.2541,312.0416,-187.8436,-92.4714
2024-6-14_19:55:44.274078,0.0000,0.0000,0.0000,0.0000,1718366144.2741,312.0416,-187.8436,-92.4714
2024-6-14_19:55:44.294014,0.0000,0.0000,0.0000,0.0000,1718366144.2940,312.0416,-187.8436,-92.4714
2024-6-14_19:55:44.314012,0.0000,0.0000,0.0000,0.0000,1718366144.3140,312.0416,-187.8436,-92.4714
2024-6-14_19:55:44.333916,0.0000,0.0000,0.0000,0.0000,1718366144.3339,312.0416,-187.8436,-92.4714
2024-6-14_19:55:44.354009,0.0000,0.0000,0.0000,0.0000,1718366144.3540,312.0416,-187.8436,-92.4714
2024-6-14_19:55:44.374045,0.0000,0.0000,0.0000,0.0000,1718366144.3740,312.0416,-187.8436,-92.4714
2024-6-14_19:55:44.394015,0.0000,0.0000,0.0000,0.0000,1718366144.3940,312.0416,-187.8436,-92.4714
2024-6-14_19:55:44.413925,0.0000,0.0000,0.0000,0.0000,1718366144.4139,312.0416,-187.8436,-92.4714
2024-6-14_19:55:44.433967,0.0000,0.0000,0.0000,0.0000,1718366144.4340,312.0416,-187.8436,-92.4714
2024-6-14_19:55:44.454345,0.0000,0.0000,0.0000,0.0000,1718366144.4543,312.0416,-187.8436,-92.4714
2024-6-14_19:55:44.474528,0.0000,0.0000,0.0000,0.0000,1718366144.4745,312.0416,-187.8436,-92.4714
2024-6-14_19:55:44.494439,0.0000,0.0000,0.0000,0.0000,1718366144.4944,312.0416,-187.8436,-92.4714
2024-6-14_19:55:44.514185,0.0000,0.0000,0.0000,0.0000,1718366144.5142,312.0416,-187.8436,-92.4714
2024-6-14_19:55:44.534003,0.0000,0.0000,0.0000,0.0000,1718366144.5340,312.0416,-187.8436,-92.4714
2024-6-14_19:55:44.554021,0.0000,0.0000,0.0000,0.0000,1718366144.5540,312.0416,-187.8436,-92.4714
2024-6-14_19:55:44.573950,0.0000,0.0000,0.0000,0.0000,1718366144.5739,312.0416,-187.8436,-92.4714
2024-6-14_19:55:44.593920,0.0000,0.0000,0.0000,0.0000,1718366144.5939,312.0416,-187.8436,-92.4714
2024-6-14_19:55:44.613872,0.0000,0.0000,0.0000,0.0000,1718366144.6139,312.0416,-187.8436,-92.4714
2024-6-14_19:55:44.633879,0.0000,0.0000,0.0000,0.0000,1718366144.6339,312.0416,-187.8436,-92.4714
