2024-6-14_19:37:40.354000,0.0030,-0.0003,-0.0030,0.0608,1718365060.3540,311.5927,-206.3136,-96.5567
2024-6-14_19:37:40.373968,0.0030,-0.0003,-0.0030,0.0608,1718365060.3740,311.5923,-206.3166,-96.4958
2024-6-14_19:37:40.394062,0.0036,-0.0004,-0.0036,0.0735,1718365060.3941,311.5919,-206.3202,-96.4223
2024-6-14_19:37:40.414186,0.0036,-0.0004,-0.0036,0.0736,1718365060.4142,311.5915,-206.3238,-96.3487
2024-6-14_19:37:40.434554,0.0042,-0.0005,-0.0042,0.0850,1718365060.4346,311.5911,-206.3280,-96.2636
2024-6-14_19:37:40.455114,0.0042,-0.0005,-0.0042,0.0859,1718365060.4551,311.5906,-206.3322,-96.1778
2024-6-14_19:37:40.474141,0.0045,-0.0005,-0.0044,0.0903,1718365060.4741,311.5901,-206.3367,-96.0875
2024-6-14_19:37:40.494016,0.0047,-0.0005,-0.0046,0.0943,1718365060.4940,311.5896,-206.3413,-95.9931
2024-6-14_19:37:40.513924,0.0047,-0.0005,-0.0047,0.0945,1718365060.5139,311.5892,-206.3460,-95.8986
2024-6-14_19:37:40.533947,0.0052,-0.0005,-0.0052,0.1052,1718365060.5339,311.5886,-206.3512,-95.7934
2024-6-14_19:37:40.553918,0.0052,-0.0005,-0.0052,0.1050,1718365060.5539,311.5881,-206.3563,-95.6884
2024-6-14_19:37:40.573997,0.0058,-0.0006,-0.0057,0.1163,1718365060.5740,311.5876,-206.3621,-95.5721
2024-6-14_19:37:40.594026,0.0058,-0.0005,-0.0057,0.1160,1718365060.5940,311.5870,-206.3678,-95.4561
2024-6-14_19:37:40.613975,0.0057,-0.0005,-0.0057,0.1155,1718365060.6140,311.5865,-206.3735,-95.3406
2024-6-14_19:37:40.634001,0.0063,-0.0006,-0.0062,0.1253,1718365060.6340,311.5859,-206.3797,-95.2153
2024-6-14_19:37:40.654046,0.0063,-0.0006,-0.0062,0.1254,1718365060.6540,311.5854,-206.3860,-95.0899
2024-6-14_19:37:40.673971,0.0066,-0.0006,-0.0066,0.1324,1718365060.6740,311.5848,-206.3926,-94.9574
2024-6-14_19:37:40.693994,0.0067,-0.0006,-0.0067,0.1331,1718365060.6940,311.5842,-206.3993,-94.8244
2024-6-14_19:37:40.714092,0.0071,-0.0006,-0.0071,0.1386,1718365060.7141,311.5836,-206.4063,-94.6857
2024-6-14_19:37:40.734298,0.0071,-0.0006,-0.0071,0.1394,1718365060.7343,311.5831,-206.4134,-94.5463
2024-6-14_19:37:40.754092,0.0070,-0.0005,-0.0070,0.1365,1718365060.7541,311.5825,-206.4204,-94.4098
2024-6-14_19:37:40.774030,0.0073,-0.0005,-0.0073,0.1411,1718365060.7740,311.5820,-206.4276,-94.2686
2024-6-14_19:37:40.794010,0.0073,-0.0005,-0.0073,0.1414,1718365060.7940,311.5815,-206.4349,-94.1272
2024-6-14_19:37:40.814009,0.0076,-0.0005,-0.0076,0.1445,1718365060.8140,311.5809,-206.4425,-93.9828
2024-6-14_19:37:40.834195,0.0077,-0.0005,-0.0077,0.1458,1718365060.8342,311.5804,-206.4502,-93.8370
2024-6-14_19:37:40.854137,0.0076,-0.0005,-0.0076,0.1440,1718365060.8541,311.5799,-206.4578,-93.6929
2024-6-14_19:37:40.874120,0.0077,-0.0005,-0.0077,0.1446,1718365060.8741,311.5795,-206.4655,-93.5483
2024-6-14_19:37:40.893992,0.0077,-0.0005,-0.0077,0.1438,1718365060.8940,311.5790,-206.4732,-93.4045
2024-6-14_19:37:40.913885,0.0076,-0.0004,-0.0076,0.1394,1718365060.9139,311.5786,-206.4808,-93.2651
2024-6-14_19:37:40.933959,0.0077,-0.0004,-0.0077,0.1406,1718365060.9340,311.5781,-206.4885,-93.1245
2024-6-14_19:37:40.953952,0.0074,-0.0004,-0.0073,0.1324,1718365060.9540,311.5778,-206.4958,-92.9921
2024-6-14_19:37:40.973899,0.0073,-0.0004,-0.0073,0.1321,1718365060.9739,311.5774,-206.5031,-92.8599
2024-6-14_19:37:40.993945,0.0074,-0.0004,-0.0074,0.1328,1718365060.9939,311.5770,-206.5105,-92.7271
2024-6-14_19:37:41.014117,0.0071,-0.0003,-0.0071,0.1247,1718365061.0141,311.5767,-206.5176,-92.6024
2024-6-14_19:37:41.016560,0.0009,-0.0000,-0.0009,0.0151,1718365061.0166,311.5767,-206.5185,-92.5873
2024-6-14_19:37:41.016560,0.0110,0.0025,-0.0108,-0.0552,1718365061.0166,311.5792,-206.5292,-92.6426
2024-6-14_19:37:41.026567,0.0037,-0.0001,-0.0037,0.0600,1718365061.0266,311.5790,-206.5330,-92.5826
2024-6-14_19:37:41.034018,0.0026,-0.0001,-0.0026,0.0461,1718365061.0340,311.5789,-206.5356,-92.5365
2024-6-14_19:37:41.036591,0.0022,0.0022,-0.0006,-0.1261,1718365061.0366,311.5811,-206.5362,-92.6626
2024-6-14_19:37:41.046579,0.0040,-0.0011,-0.0039,0.1300,1718365061.0466,311.5800,-206.5401,-92.5326
2024-6-14_19:37:41.053934,0.0026,-0.0001,-0.0026,0.0413,1718365061.0539,311.5799,-206.5427,-92.4912
2024-6-14_19:37:41.056587,0.0013,-0.0003,-0.0012,0.0387,1718365061.0566,311.5796,-206.5439,-92.4526
2024-6-14_19:37:41.066582,0.0036,0.0024,-0.0026,-0.1200,1718365061.0666,311.5820,-206.5466,-92.5726
2024-6-14_19:37:41.073889,0.0026,-0.0001,-0.0026,0.0411,1718365061.0739,311.5818,-206.5491,-92.5315
2024-6-14_19:37:41.076577,0.0028,-0.0022,-0.0017,0.1789,1718365061.0766,311.5797,-206.5509,-92.3526
2024-6-14_19:37:41.086613,0.0037,0.0022,-0.0029,-0.1100,1718365061.0866,311.5819,-206.5538,-92.4626
2024-6-14_19:37:41.093899,0.0026,-0.0001,-0.0026,0.0409,1718365061.0939,311.5818,-206.5563,-92.4216
2024-6-14_19:37:41.113974,0.0069,-0.0003,-0.0069,0.1015,1718365061.1140,311.5815,-206.5632,-92.3202
2024-6-14_19:37:41.134129,0.0069,-0.0003,-0.0069,0.1019,1718365061.1341,311.5812,-206.5701,-92.2183
2024-6-14_19:37:41.154208,0.0066,-0.0002,-0.0066,0.0884,1718365061.1542,311.5810,-206.5766,-92.1299
2024-6-14_19:37:41.174096,0.0065,-0.0002,-0.0065,0.0876,1718365061.1741,311.5808,-206.5832,-92.0423
2024-6-14_19:37:41.193975,0.0058,-0.0002,-0.0058,0.0697,1718365061.1940,311.5806,-206.5890,-91.9725
2024-6-14_19:37:41.213893,0.0058,-0.0002,-0.0058,0.0699,1718365061.2139,311.5804,-206.5948,-91.9027
2024-6-14_19:37:41.233991,0.0059,-0.0002,-0.0059,0.0705,1718365061.2340,311.5802,-206.6007,-91.8321
2024-6-14_19:37:41.254076,0.0052,-0.0002,-0.0052,0.0541,1718365061.2541,311.5800,-206.6059,-91.7780
2024-6-14_19:37:41.273976,0.0052,-0.0002,-0.0052,0.0536,1718365061.2740,311.5799,-206.6111,-91.7244
2024-6-14_19:37:41.293966,0.0048,-0.0001,-0.0048,0.0330,1718365061.2940,311.5797,-206.6158,-91.6914
2024-6-14_19:37:41.313867,0.0047,-0.0001,-0.0047,0.0328,1718365061.3139,311.5796,-206.6205,-91.6586
2024-6-14_19:37:41.333979,0.0048,-0.0001,-0.0048,0.0332,1718365061.3340,311.5795,-206.6253,-91.6254
2024-6-14_19:37:41.354029,0.0040,-0.0001,-0.0040,0.0211,1718365061.3540,311.5793,-206.6294,-91.6044
2024-6-14_19:37:41.374020,0.0040,-0.0001,-0.0040,0.0210,1718365061.3740,311.5792,-206.6334,-91.5834
2024-6-14_19:37:41.394039,0.0035,-0.0001,-0.0035,0.0129,1718365061.3940,311.5791,-206.6369,-91.5705
2024-6-14_19:37:41.413973,0.0035,-0.0001,-0.0035,0.0128,1718365061.4140,311.5790,-206.6404,-91.5577
2024-6-14_19:37:41.434048,0.0032,-0.0001,-0.0032,0.0072,1718365061.4340,311.5789,-206.6436,-91.5505
2024-6-14_19:37:41.454044,0.0032,-0.0001,-0.0032,0.0072,1718365061.4540,311.5789,-206.6468,-91.5433
2024-6-14_19:37:41.473988,0.0032,-0.0001,-0.0032,0.0072,1718365061.4740,311.5788,-206.6500,-91.5361
2024-6-14_19:37:41.494001,0.0029,-0.0001,-0.0029,0.0032,1718365061.4940,311.5787,-206.6529,-91.5329
2024-6-14_19:37:41.514089,0.0029,-0.0001,-0.0029,0.0032,1718365061.5141,311.5786,-206.6558,-91.5298
2024-6-14_19:37:41.534616,0.0029,-0.0001,-0.0029,0.0000,1718365061.5346,311.5785,-206.6588,-91.5298
2024-6-14_19:37:41.555368,0.0030,-0.0001,-0.0030,0.0000,1718365061.5554,311.5785,-206.6617,-91.5298
2024-6-14_19:37:41.574113,0.0027,-0.0001,-0.0027,0.0000,1718365061.5741,311.5784,-206.6644,-91.5298
2024-6-14_19:37:41.594006,0.0027,-0.0001,-0.0027,-0.0005,1718365061.5940,311.5783,-206.6671,-91.5303
2024-6-14_19:37:41.613897,0.0027,-0.0001,-0.0027,-0.0005,1718365061.6139,311.5782,-206.6698,-91.5308
2024-6-14_19:37:41.633905,0.0025,-0.0001,-0.0025,-0.0007,1718365061.6339,311.5782,-206.6723,-91.5315
2024-6-14_19:37:41.654006,0.0026,-0.0001,-0.0026,-0.0007,1718365061.6540,311.5781,-206.6749,-91.5322
2024-6-14_19:37:41.673987,0.0024,-0.0001,-0.0024,-0.0007,1718365061.6740,311.5780,-206.6773,-91.5329
2024-6-14_19:37:41.693995,0.0024,-0.0001,-0.0024,-0.0007,1718365061.6940,311.5780,-206.6797,-91.5337
2024-6-14_19:37:41.713940,0.0024,-0.0001,-0.0024,-0.0007,1718365061.7139,311.5779,-206.6822,-91.5344
2024-6-14_19:37:41.734028,0.0023,-0.0001,-0.0023,-0.0011,1718365061.7340,311.5779,-206.6845,-91.5355
2024-6-14_19:37:41.754145,0.0023,-0.0001,-0.0023,-0.0011,1718365061.7541,311.5778,-206.6868,-91.5366
2024-6-14_19:37:41.774080,0.0025,-0.0001,-0.0025,-0.0031,1718365061.7741,311.5777,-206.6893,-91.5397
2024-6-14_19:37:41.794095,0.0025,-0.0001,-0.0025,-0.0031,1718365061.7941,311.5777,-206.6918,-91.5428
2024-6-14_19:37:41.814053,0.0027,-0.0001,-0.0027,-0.0048,1718365061.8141,311.5776,-206.6945,-91.5476
2024-6-14_19:37:41.834075,0.0027,-0.0001,-0.0027,-0.0048,1718365061.8341,311.5775,-206.6972,-91.5524
2024-6-14_19:37:41.854051,0.0027,-0.0001,-0.0027,-0.0048,1718365061.8541,311.5774,-206.6999,-91.5572
2024-6-14_19:37:41.874045,0.0029,-0.0001,-0.0029,-0.0065,1718365061.8740,311.5774,-206.7028,-91.5637
2024-6-14_19:37:41.893975,0.0029,-0.0001,-0.0029,-0.0065,1718365061.8940,311.5773,-206.7057,-91.5702
2024-6-14_19:37:41.913998,0.0030,-0.0001,-0.0030,-0.0083,1718365061.9140,311.5772,-206.7087,-91.5785
2024-6-14_19:37:41.934279,0.0031,-0.0001,-0.0031,-0.0084,1718365061.9343,311.5771,-206.7118,-91.5869
2024-6-14_19:37:41.954691,0.0031,-0.0001,-0.0031,-0.0085,1718365061.9547,311.5770,-206.7149,-91.5953
2024-6-14_19:37:41.974179,0.0032,-0.0001,-0.0032,-0.0099,1718365061.9742,311.5769,-206.7181,-91.6052
2024-6-14_19:37:41.993937,0.0033,-0.0001,-0.0033,-0.0100,1718365061.9939,311.5768,-206.7214,-91.6152
2024-6-14_19:37:42.013959,0.0037,-0.0001,-0.0037,-0.0124,1718365062.0140,311.5767,-206.7250,-91.6276
2024-6-14_19:37:42.033934,0.0036,-0.0001,-0.0036,-0.0124,1718365062.0339,311.5766,-206.7287,-91.6401
2024-6-14_19:37:42.053942,0.0037,-0.0001,-0.0036,-0.0124,1718365062.0539,311.5765,-206.7323,-91.6525
2024-6-14_19:37:42.073950,0.0040,-0.0001,-0.0040,-0.0144,1718365062.0740,311.5764,-206.7363,-91.6669
2024-6-14_19:37:42.093954,0.0040,-0.0001,-0.0040,-0.0144,1718365062.0940,311.5763,-206.7402,-91.6813
2024-6-14_19:37:42.114034,0.0043,-0.0001,-0.0043,-0.0161,1718365062.1140,311.5762,-206.7446,-91.6974
2024-6-14_19:37:42.134023,0.0043,-0.0001,-0.0043,-0.0161,1718365062.1340,311.5760,-206.7489,-91.7135
2024-6-14_19:37:42.154135,0.0048,-0.0001,-0.0048,-0.0179,1718365062.1541,311.5759,-206.7536,-91.7314
2024-6-14_19:37:42.174065,0.0047,-0.0001,-0.0047,-0.0178,1718365062.1741,311.5758,-206.7584,-91.7492
2024-6-14_19:37:42.194077,0.0047,-0.0001,-0.0047,-0.0178,1718365062.1941,311.5756,-206.7631,-91.7670
2024-6-14_19:37:42.214136,0.0051,-0.0002,-0.0051,-0.0202,1718365062.2141,311.5754,-206.7682,-91.7872
2024-6-14_19:37:42.234103,0.0051,-0.0002,-0.0051,-0.0201,1718365062.2341,311.5753,-206.7733,-91.8073
2024-6-14_19:37:42.254075,0.0055,-0.0002,-0.0055,-0.0234,1718365062.2541,311.5751,-206.7788,-91.8307
2024-6-14_19:37:42.274036,0.0055,-0.0002,-0.0055,-0.0234,1718365062.2740,311.5749,-206.7843,-91.8541
2024-6-14_19:37:42.293962,0.0059,-0.0002,-0.0059,-0.0262,1718365062.2940,311.5747,-206.7902,-91.8803
2024-6-14_19:37:42.314028,0.0059,-0.0002,-0.0059,-0.0264,1718365062.3140,311.5745,-206.7961,-91.9066
2024-6-14_19:37:42.334437,0.0060,-0.0002,-0.0060,-0.0268,1718365062.3344,311.5743,-206.8021,-91.9335
2024-6-14_19:37:42.354572,0.0064,-0.0002,-0.0064,-0.0304,1718365062.3546,311.5741,-206.8085,-91.9639
2024-6-14_19:37:42.374070,0.0062,-0.0002,-0.0062,-0.0294,1718365062.3741,311.5739,-206.8147,-91.9933
2024-6-14_19:37:42.393920,0.0065,-0.0002,-0.0065,-0.0329,1718365062.3939,311.5737,-206.8212,-92.0262
2024-6-14_19:37:42.413961,0.0066,-0.0002,-0.0066,-0.0332,1718365062.4140,311.5734,-206.8278,-92.0595
2024-6-14_19:37:42.433961,0.0066,-0.0002,-0.0066,-0.0332,1718365062.4340,311.5732,-206.8344,-92.0926
2024-6-14_19:37:42.453941,0.0068,-0.0003,-0.0067,-0.0366,1718365062.4539,311.5729,-206.8412,-92.1292
2024-6-14_19:37:42.473942,0.0068,-0.0003,-0.0068,-0.0366,1718365062.4739,311.5727,-206.8479,-92.1659
2024-6-14_19:37:42.494036,0.0068,-0.0003,-0.0068,-0.0404,1718365062.4940,311.5724,-206.8547,-92.2062
2024-6-14_19:37:42.514090,0.0068,-0.0003,-0.0067,-0.0403,1718365062.5141,311.5722,-206.8614,-92.2465
2024-6-14_19:37:42.534102,0.0065,-0.0003,-0.0065,-0.0389,1718365062.5341,311.5719,-206.8679,-92.2854
2024-6-14_19:37:42.554111,0.0065,-0.0003,-0.0065,-0.0389,1718365062.5541,311.5716,-206.8743,-92.3242
2024-6-14_19:37:42.574140,0.0065,-0.0003,-0.0065,-0.0389,1718365062.5741,311.5714,-206.8808,-92.3632
2024-6-14_19:37:42.594085,0.0062,-0.0003,-0.0062,-0.0383,1718365062.5941,311.5711,-206.8871,-92.4014
2024-6-14_19:37:42.614008,0.0062,-0.0003,-0.0062,-0.0382,1718365062.6140,311.5708,-206.8933,-92.4396
2024-6-14_19:37:42.633987,0.0061,-0.0003,-0.0061,-0.0378,1718365062.6340,311.5706,-206.8994,-92.4774
2024-6-14_19:37:42.654032,0.0061,-0.0003,-0.0061,-0.0379,1718365062.6540,311.5703,-206.9055,-92.5154
2024-6-14_19:37:42.673948,0.0061,-0.0003,-0.0061,-0.0377,1718365062.6739,311.5700,-206.9116,-92.5530
2024-6-14_19:37:42.693990,0.0058,-0.0003,-0.0058,-0.0362,1718365062.6940,311.5698,-206.9175,-92.5893
2024-6-14_19:37:42.713944,0.0058,-0.0003,-0.0058,-0.0361,1718365062.7139,311.5695,-206.9233,-92.6253
2024-6-14_19:37:42.734168,0.0055,-0.0003,-0.0055,-0.0342,1718365062.7342,311.5693,-206.9287,-92.6595
2024-6-14_19:37:42.754161,0.0054,-0.0003,-0.0054,-0.0338,1718365062.7542,311.5690,-206.9342,-92.6934
2024-6-14_19:37:42.774184,0.0047,-0.0002,-0.0047,-0.0301,1718365062.7742,311.5688,-206.9389,-92.7234
2024-6-14_19:37:42.794076,0.0047,-0.0002,-0.0047,-0.0299,1718365062.7941,311.5686,-206.9436,-92.7533
2024-6-14_19:37:42.813961,0.0047,-0.0002,-0.0047,-0.0299,1718365062.8140,311.5683,-206.9483,-92.7832
2024-6-14_19:37:42.833958,0.0041,-0.0002,-0.0041,-0.0269,1718365062.8340,311.5681,-206.9524,-92.8101
2024-6-14_19:37:42.853916,0.0041,-0.0002,-0.0041,-0.0268,1718365062.8539,311.5679,-206.9565,-92.8369
2024-6-14_19:37:42.873964,0.0036,-0.0002,-0.0036,-0.0241,1718365062.8740,311.5677,-206.9601,-92.8610
2024-6-14_19:37:42.894061,0.0036,-0.0002,-0.0036,-0.0241,1718365062.8941,311.5676,-206.9637,-92.8851
2024-6-14_19:37:42.914151,0.0036,-0.0002,-0.0036,-0.0241,1718365062.9142,311.5674,-206.9673,-92.9093
2024-6-14_19:37:42.934378,0.0031,-0.0002,-0.0030,-0.0217,1718365062.9344,311.5672,-206.9703,-92.9310
