2024-5-20_10:23:33.668168,100302,0.072591,0.010155,0.071878,0.259980,1716171813.668168,311.976281,-190.127387,89.177432,1716171813.672256,311.966125,-190.199265,88.917452
2024-5-20_10:23:33.679167,100302,0.071324,0.008112,0.070861,0.133000,1716171813.679167,311.974604,-190.114274,89.057432,1716171813.682256,311.966492,-190.185135,88.924432
2024-5-20_10:23:33.689137,100302,0.070784,0.006592,0.070477,0.027734,1716171813.689137,311.973480,-190.100620,88.957432,1716171813.692265,311.966888,-190.171097,88.929698
2024-5-20_10:23:33.698162,100302,0.070914,0.005342,0.070712,-0.044725,1716171813.698162,311.972597,-190.086362,88.887432,1716171813.702257,311.967255,-190.157074,88.932157
2024-5-20_10:23:33.707165,100302,0.085375,0.004847,0.085237,-0.104725,1716171813.707165,311.972101,-190.071837,88.827432,1716171813.702257,311.967255,-190.157074,88.932157
2024-5-20_10:23:33.717145,100302,0.100184,0.005239,0.100047,-0.114725,1716171813.717145,311.972494,-190.057027,88.817432,1716171813.702257,311.967255,-190.157074,88.932157
2024-5-20_10:23:33.726097,100302,0.077374,0.004294,0.077254,-0.309730,1716171813.726097,311.970663,-190.043138,88.647432,1716171813.732251,311.966370,-190.120392,88.957162
2024-5-20_10:23:33.737150,100302,0.077753,0.002691,0.077706,-0.452374,1716171813.737150,311.969305,-190.028434,88.507432,1716171813.742261,311.966614,-190.106140,88.959806
2024-5-20_10:23:33.748166,100302,0.078740,0.002424,0.078703,-0.492715,1716171813.748167,311.969221,-190.013369,88.467432,1716171813.752259,311.966797,-190.092072,88.960147
2024-5-20_10:23:33.757172,100302,0.079488,0.001497,0.079474,-0.584020,1716171813.757172,311.968568,-189.998590,88.377432,1716171813.762253,311.967072,-190.078064,88.961452
2024-5-20_10:23:34.358162,100301,0.081033,0.018657,0.078856,0.237430,1716171814.358162,311.992564,-189.106721,89.337432,1716171814.362255,311.973907,-189.185577,89.100002
2024-5-20_10:23:34.369136,100301,0.078984,0.016028,0.077340,0.029868,1716171814.369136,311.990118,-189.093878,89.127432,1716171814.372257,311.974091,-189.171219,89.097564
2024-5-20_10:23:34.379185,100301,0.078044,0.014608,0.076665,-0.075685,1716171814.379185,311.988881,-189.080256,89.017432,1716171814.382260,311.974274,-189.156921,89.093117
2024-5-20_10:23:34.387140,100301,0.076715,0.012709,0.075655,-0.239531,1716171814.387140,311.987135,-189.066969,88.847432,1716171814.392262,311.974426,-189.142624,89.086963
2024-5-20_10:23:34.399145,100301,0.083954,0.013814,0.082809,-0.186061,1716171814.399145,311.988271,-189.052674,88.897432,1716171814.397270,311.974457,-189.135483,89.083494
2024-5-20_10:23:34.407143,100301,0.091561,0.015118,0.090304,-0.112325,1716171814.407143,311.989636,-189.038053,88.967432,1716171814.402269,311.974518,-189.128357,89.079757
2024-5-20_10:23:34.419166,100301,0.105228,0.014640,0.104205,-0.172325,1716171814.419166,311.989158,-189.024152,88.907432,1716171814.402269,311.974518,-189.128357,89.079757
2024-5-20_10:23:34.427136,100301,0.078178,0.016208,0.076480,-0.051370,1716171814.427136,311.991062,-189.009366,89.007432,1716171814.432258,311.974854,-189.085846,89.058802
2024-5-20_10:23:34.438140,100301,0.077779,0.010519,0.077064,-0.048306,1716171814.438140,311.990835,-188.995568,88.967432,1716171814.442256,311.980316,-189.072632,89.015738
