QRcodeLoc Start
QRcodeTable Start
qrcode_table的大小为: 28
100301 0 0.057 0
100302 1 0.057 0
100303 1 0.767 0
100304 3 0.057 0
100305 5 0.057 0
100306 7 0.057 0
100307 9 0.057 0
100308 11 0.057 0
100309 9.865 0.382 0
100310 8.447 -0.858 0
100312 13 0.057 0
100313 15 0.057 0
100314 17 0.057 0
100315 19 0.057 0
100326 3 0.771 -90
100327 0 0.765 0
100328 -22.06 -5.032 0
100329 -22.026 -3.699 0
100331 13 0.791 0
100332 11 0.787 0
100333 9 0.783 0
100334 7 0.779 0
100335 5 0.775 0
100336 20 0.057 0
100337 20 0.805 0
100338 19 0.803 0
100339 17 0.799 0
100340 15 0.795 0
QRcodeTable Start
qrcode_table的大小为: 8
100301 311.67 -188.327 -92.264
100302 311.643 -189.351 -91.1349
100303 312.347 -189.361 -91.0547
100315 311.113 -207.294 -90.6139
100327 312.376 -188.377 -91.0937
100336 311.092 -208.29 -91.0267
100337 311.833 -208.319 -90.9734
100338 311.861 -207.317 -90.3825
MV_SC2005AM Start

 init 

2024-5-19_20:15:26.847688 100314 0.064341 | 0.042723 0.048110 -1.521224 | 311.525542 -206.017198 85.997432 | 311.482819 -206.065308 87.518656
2024-5-19_20:15:27.067739 100314 0.064625 | 0.043334 0.047943 -1.503280 | 311.525787 -206.017075 86.017432 | 311.482452 -206.065018 87.520712
2024-5-19_20:15:27.075743 100314 0.064625 | 0.043334 0.047943 -1.503280 | 311.525787 -206.017075 86.017432 | 311.482452 -206.065018 87.520712
2024-5-19_20:15:27.087740 100314 0.064469 | 0.043488 0.047592 -1.483669 | 311.526032 -206.016952 86.037432 | 311.482544 -206.064545 87.521101
2024-5-19_20:15:27.095779 100314 0.064621 | 0.043580 0.047715 -1.473984 | 311.526154 -206.016891 86.047432 | 311.482574 -206.064606 87.521416
2024-5-19_20:15:27.107749 100314 0.063706 | 0.042692 0.047285 -1.544093 | 311.525297 -206.017321 85.977432 | 311.482605 -206.064606 87.521525
2024-5-19_20:15:27.115744 100314 0.064176 | 0.043121 0.047531 -1.504188 | 311.525787 -206.017075 86.017432 | 311.482666 -206.064606 87.521621
2024-5-19_20:15:27.127741 100314 0.064297 | 0.043182 0.047638 -1.493915 | 311.525909 -206.017014 86.027432 | 311.482727 -206.064651 87.521347
2024-5-19_20:15:27.135740 100314 0.063884 | 0.042754 0.047469 -1.522966 | 311.525542 -206.017198 85.997432 | 311.482788 -206.064667 87.520398
2024-5-19_20:15:27.147739 100314 0.064299 | 0.043152 0.047668 -1.493075 | 311.525909 -206.017014 86.027432 | 311.482758 -206.064682 87.520507
2024-5-19_20:15:27.155742 100314 0.063122 | 0.041988 0.047131 -1.583745 | 311.524807 -206.017566 85.937432 | 311.482819 -206.064697 87.521177
2024-5-19_20:15:27.167785 100314 0.063611 | 0.042448 0.047377 -1.544038 | 311.525297 -206.017321 85.977432 | 311.482849 -206.064697 87.521470
2024-5-19_20:15:27.175745 100314 0.066384 | 0.045079 0.048731 -1.324141 | 311.527989 -206.015966 86.197432 | 311.482910 -206.064697 87.521573
2024-5-19_20:15:27.187740 100314 0.064691 | 0.043732 0.047670 -1.463451 | 311.526276 -206.016829 86.057432 | 311.482544 -206.064499 87.520883
2024-5-19_20:15:27.195777 100314 0.063873 | 0.042906 0.047316 -1.523075 | 311.525542 -206.017198 85.997432 | 311.482635 -206.064514 87.520507
2024-5-19_20:15:27.207764 100314 0.063853 | 0.042876 0.047316 -1.523376 | 311.525542 -206.017198 85.997432 | 311.482666 -206.064514 87.520808
2024-5-19_20:15:27.215737 100314 0.063750 | 0.042723 0.047316 -1.532713 | 311.525419 -206.017259 85.987432 | 311.482697 -206.064575 87.520145
2024-5-19_20:15:27.225737 100314 0.063889 | 0.042845 0.047392 -1.522447 | 311.525542 -206.017198 85.997432 | 311.482697 -206.064590 87.519879
2024-5-19_20:15:27.236772 100314 0.063636 | 0.042570 0.047300 -1.542467 | 311.525297 -206.017321 85.977432 | 311.482727 -206.064621 87.519899
2024-5-19_20:15:27.246739 100314 0.063267 | 0.042172 0.047162 -1.572870 | 311.524929 -206.017505 85.947432 | 311.482758 -206.064667 87.520302
2024-5-19_20:15:27.256768 100314 0.064686 | 0.043458 0.047914 -1.463383 | 311.526276 -206.016829 86.057432 | 311.482819 -206.064743 87.520815
2024-5-19_20:15:27.267750 100314 0.064305 | 0.043060 0.047760 -1.493492 | 311.525909 -206.017014 86.027432 | 311.482849 -206.064774 87.520924
2024-5-19_20:15:27.275755 100314 0.064351 | 0.043060 0.047821 -1.493512 | 311.525909 -206.017014 86.027432 | 311.482849 -206.064835 87.520944
2024-5-19_20:15:27.285769 100314 0.063713 | 0.042448 0.047514 -1.543512 | 311.525297 -206.017321 85.977432 | 311.482849 -206.064835 87.520944
2024-5-19_20:15:27.297739 100314 0.064438 | 0.043426 0.047607 -1.505520 | 311.525787 -206.017075 86.017432 | 311.482361 -206.064682 87.522952
2024-5-19_20:15:27.305740 100314 0.063011 | 0.042078 0.046902 -1.615903 | 311.524439 -206.017750 85.907432 | 311.482361 -206.064651 87.523335
2024-5-19_20:15:27.317769 100314 0.063883 | 0.042905 0.047331 -1.545425 | 311.525297 -206.017321 85.977432 | 311.482391 -206.064651 87.522857
2024-5-19_20:15:27.325740 100314 0.064769 | 0.043732 0.047776 -1.474475 | 311.526154 -206.016891 86.047432 | 311.482422 -206.064667 87.521907
2024-5-19_20:15:27.337769 100314 0.064098 | 0.043089 0.047453 -1.523997 | 311.525542 -206.017198 85.997432 | 311.482452 -206.064651 87.521429
2024-5-19_20:15:27.345743 100314 0.064173 | 0.043151 0.047500 -1.514093 | 311.525664 -206.017137 86.007432 | 311.482513 -206.064636 87.521525
2024-5-19_20:15:27.357769 100314 0.064412 | 0.043304 0.047684 -1.493342 | 311.525909 -206.017014 86.027432 | 311.482605 -206.064697 87.520774
2024-5-19_20:15:27.365752 100314 0.064648 | 0.043519 0.047806 -1.473061 | 311.526154 -206.016891 86.047432 | 311.482635 -206.064697 87.520494
2024-5-19_20:15:27.377745 100314 0.063883 | 0.042753 0.047468 -1.532986 | 311.525419 -206.017259 85.987432 | 311.482666 -206.064728 87.520418
2024-5-19_20:15:27.385740 100314 0.068601 | 0.047387 0.049604 -1.152986 | 311.530053 -206.015124 86.367432 | 311.482666 -206.064728 87.520418
2024-5-19_20:15:27.397737 100314 0.068001 | 0.046942 0.049199 -1.214086 | 311.529334 -206.015285 86.307432 | 311.482391 -206.064484 87.521518
2024-5-19_20:15:27.405739 100314 0.066271 | 0.045292 0.048379 -1.345049 | 311.527745 -206.016089 86.177432 | 311.482452 -206.064468 87.522481
2024-5-19_20:15:27.417737 100314 0.063604 | 0.042691 0.047147 -1.555083 | 311.525174 -206.017382 85.967432 | 311.482483 -206.064529 87.522515
2024-5-19_20:15:27.425806 100314 0.063617 | 0.042661 0.047193 -1.554236 | 311.525174 -206.017382 85.967432 | 311.482513 -206.064575 87.521668
2024-5-19_20:15:27.437740 100314 0.064258 | 0.043243 0.047531 -1.504339 | 311.525787 -206.017075 86.017432 | 311.482544 -206.064606 87.521771
2024-5-19_20:15:27.445738 100314 0.064239 | 0.043182 0.047561 -1.504844 | 311.525787 -206.017075 86.017432 | 311.482605 -206.064636 87.522276
2024-5-19_20:15:27.457736 100314 0.064136 | 0.043029 0.047561 -1.515158 | 311.525664 -206.017137 86.007432 | 311.482635 -206.064697 87.522590
2024-5-19_20:15:27.465777 100314 0.066852 | 0.045568 0.048916 -1.305274 | 311.528234 -206.015842 86.217432 | 311.482666 -206.064758 87.522707
2024-5-19_20:15:27.477749 100314 0.064195 | 0.042998 0.047667 -1.515391 | 311.525664 -206.017137 86.007432 | 311.482666 -206.064804 87.522823
2024-5-19_20:15:27.485742 100314 0.063558 | 0.042386 0.047361 -1.565391 | 311.525052 -206.017443 85.957432 | 311.482666 -206.064804 87.522823
2024-5-19_20:15:27.497741 100314 0.067524 | 0.046026 0.049407 -1.274373 | 311.528600 -206.015657 86.247432 | 311.482574 -206.065063 87.521805
2024-5-19_20:15:27.505738 100314 0.064338 | 0.042906 0.047942 -1.524305 | 311.525542 -206.017198 85.997432 | 311.482635 -206.065140 87.521737
2024-5-19_20:15:27.517736 100314 0.064343 | 0.042845 0.048003 -1.524332 | 311.525542 -206.017198 85.997432 | 311.482697 -206.065201 87.521764
2024-5-19_20:15:27.525742 100314 0.063911 | 0.042386 0.047834 -1.554243 | 311.525174 -206.017382 85.967432 | 311.482788 -206.065216 87.521675
2024-5-19_20:15:27.537770 100314 0.063885 | 0.042295 0.047880 -1.554168 | 311.525174 -206.017382 85.967432 | 311.482880 -206.065262 87.521600
2024-5-19_20:15:27.545739 100314 0.065778 | 0.044070 0.048833 -1.403799 | 311.527011 -206.016460 86.117432 | 311.482941 -206.065292 87.521231
2024-5-19_20:15:27.557773 100314 0.064009 | 0.042326 0.048017 -1.543628 | 311.525297 -206.017321 85.977432 | 311.482971 -206.065338 87.521060
2024-5-19_20:15:27.565764 100314 0.064006 | 0.042234 0.048094 -1.542877 | 311.525297 -206.017321 85.977432 | 311.483063 -206.065414 87.520309
2024-5-19_20:15:27.577749 100314 0.063498 | 0.041744 0.047848 -1.582877 | 311.524807 -206.017566 85.937432 | 311.483063 -206.065414 87.520309
2024-5-19_20:15:27.585738 100314 0.064068 | 0.042570 0.047880 -1.539455 | 311.525297 -206.017321 85.977432 | 311.482727 -206.065201 87.516887
2024-5-19_20:15:27.597768 100314 0.063458 | 0.041927 0.047635 -1.589769 | 311.524684 -206.017627 85.927432 | 311.482758 -206.065262 87.517201
2024-5-19_20:15:27.605764 100314 0.064246 | 0.042631 0.048063 -1.529694 | 311.525419 -206.017259 85.987432 | 311.482788 -206.065323 87.517126
2024-5-19_20:15:27.617791 100314 0.066952 | 0.045171 0.049418 -1.319339 | 311.527989 -206.015966 86.197432 | 311.482819 -206.065384 87.516771
2024-5-19_20:15:27.625778 100314 0.064531 | 0.042785 0.048308 -1.509175 | 311.525664 -206.017137 86.007432 | 311.482880 -206.065445 87.516607
2024-5-19_20:15:27.637775 100314 0.064227 | 0.042448 0.048201 -1.528998 | 311.525419 -206.017259 85.987432 | 311.482971 -206.065460 87.516430
2024-5-19_20:15:27.645763 100314 0.063999 | 0.042173 0.048139 -1.549312 | 311.525174 -206.017382 85.967432 | 311.483002 -206.065521 87.516744
2024-5-19_20:15:27.657779 100314 0.065061 | 0.043152 0.048691 -1.469530 | 311.526154 -206.016891 86.047432 | 311.483002 -206.065582 87.516962
2024-5-19_20:15:27.665744 100314 0.065073 | 0.043152 0.048707 -1.469633 | 311.526154 -206.016891 86.047432 | 311.483002 -206.065598 87.517065
2024-5-19_20:15:27.676751 100314 0.064048 | 0.042142 0.048231 -1.549735 | 311.525174 -206.017382 85.967432 | 311.483032 -206.065613 87.517167
2024-5-19_20:15:27.686740 100314 0.064409 | 0.043181 0.047790 -1.512973 | 311.525664 -206.017137 86.007432 | 311.482483 -206.064926 87.520405
2024-5-19_20:15:27.696738 100314 0.064698 | 0.043426 0.047958 -1.493376 | 311.525909 -206.017014 86.027432 | 311.482483 -206.064972 87.520808
2024-5-19_20:15:27.707759 100314 0.064743 | 0.043426 0.048019 -1.493492 | 311.525909 -206.017014 86.027432 | 311.482483 -206.065033 87.520924
2024-5-19_20:15:27.717736 100314 0.063971 | 0.042630 0.047697 -1.553806 | 311.525174 -206.017382 85.967432 | 311.482544 -206.065079 87.521238
2024-5-19_20:15:27.725743 100314 0.064228 | 0.042845 0.047850 -1.533820 | 311.525419 -206.017259 85.987432 | 311.482574 -206.065109 87.521252
2024-5-19_20:15:27.737743 100314 0.064595 | 0.043121 0.048095 -1.503840 | 311.525787 -206.017075 86.017432 | 311.482666 -206.065170 87.521272
2024-5-19_20:15:27.745738 100314 0.064198 | 0.042662 0.047972 -1.533184 | 311.525419 -206.017259 85.987432 | 311.482758 -206.065231 87.520617
2024-5-19_20:15:27.757745 100314 0.064721 | 0.043121 0.048263 -1.492256 | 311.525909 -206.017014 86.027432 | 311.482788 -206.065277 87.519688
2024-5-19_20:15:27.765744 100314 0.064214 | 0.042601 0.048048 -1.532167 | 311.525419 -206.017259 85.987432 | 311.482819 -206.065308 87.519599
2024-5-19_20:15:27.777750 100314 0.063824 | 0.042203 0.047879 -1.562071 | 311.525052 -206.017443 85.957432 | 311.482849 -206.065323 87.519503
2024-5-19_20:15:27.785747 100314 0.064460 | 0.042815 0.048186 -1.512071 | 311.525664 -206.017137 86.007432 | 311.482849 -206.065323 87.519503
2024-5-19_20:15:27.797736 100314 0.063999 | 0.042875 0.047514 -1.533328 | 311.525419 -206.017259 85.987432 | 311.482544 -206.064774 87.520760
2024-5-19_20:15:27.805736 100314 0.064523 | 0.043335 0.047806 -1.493929 | 311.525909 -206.017014 86.027432 | 311.482574 -206.064819 87.521361
2024-5-19_20:15:27.817740 100314 0.064685 | 0.043457 0.047913 -1.484817 | 311.526032 -206.016952 86.037432 | 311.482574 -206.064865 87.522249
2024-5-19_20:15:27.825737 100314 0.063551 | 0.042324 0.047406 -1.575220 | 311.524929 -206.017505 85.947432 | 311.482605 -206.064911 87.522652
2024-5-19_20:15:27.837744 100314 0.063692 | 0.042416 0.047513 -1.564844 | 311.525052 -206.017443 85.957432 | 311.482635 -206.064957 87.522276
2024-5-19_20:15:27.845743 100314 0.064206 | 0.042845 0.047820 -1.524188 | 311.525542 -206.017198 85.997432 | 311.482697 -206.065018 87.521621
2024-5-19_20:15:27.857747 100314 0.064475 | 0.043060 0.047988 -1.503826 | 311.525787 -206.017075 86.017432 | 311.482727 -206.065063 87.521259
2024-5-19_20:15:27.867777 100314 0.064243 | 0.042815 0.047896 -1.523546 | 311.525542 -206.017198 85.997432 | 311.482727 -206.065094 87.520979
2024-5-19_20:15:27.877780 100314 0.064118 | 0.042662 0.047865 -1.533464 | 311.525419 -206.017259 85.987432 | 311.482758 -206.065125 87.520897
2024-5-19_20:15:27.886773 100314 0.063990 | 0.042539 0.047804 -1.543464 | 311.525297 -206.017321 85.977432 | 311.482758 -206.065125 87.520897
2024-5-19_20:15:27.895737 100314 0.064400 | 0.043303 0.047667 -1.513109 | 311.525664 -206.017137 86.007432 | 311.482361 -206.064804 87.520541
2024-5-19_20:15:27.907736 100314 0.064818 | 0.043671 0.047898 -1.482939 | 311.526032 -206.016952 86.037432 | 311.482361 -206.064850 87.520371
2024-5-19_20:15:27.915761 100314 0.064384 | 0.043212 0.047728 -1.513622 | 311.525664 -206.017137 86.007432 | 311.482452 -206.064865 87.521054
2024-5-19_20:15:27.927740 100314 0.064386 | 0.043181 0.047759 -1.513546 | 311.525664 -206.017137 86.007432 | 311.482483 -206.064896 87.520979
2024-5-19_20:15:27.935741 100314 0.064668 | 0.043365 0.047973 -1.493389 | 311.525909 -206.017014 86.027432 | 311.482544 -206.064987 87.520821
2024-5-19_20:15:27.946740 100314 0.064172 | 0.042845 0.047774 -1.533219 | 311.525419 -206.017259 85.987432 | 311.482574 -206.065033 87.520651
2024-5-19_20:15:27.955745 100314 0.063824 | 0.042477 0.047635 -1.562761 | 311.525052 -206.017443 85.957432 | 311.482574 -206.065079 87.520193
2024-5-19_20:15:27.967768 100314 0.064206 | 0.042845 0.047819 -1.532857 | 311.525419 -206.017259 85.987432 | 311.482574 -206.065079 87.520289
2024-5-19_20:15:27.975746 100314 0.064492 | 0.043120 0.047957 -1.513157 | 311.525664 -206.017137 86.007432 | 311.482544 -206.065094 87.520589
2024-5-19_20:15:27.987744 100314 0.064110 | 0.042753 0.047773 -1.543157 | 311.525297 -206.017321 85.977432 | 311.482544 -206.065094 87.520589
2024-5-19_20:15:27.995765 100314 0.067506 | 0.046453 0.048981 -1.263936 | 311.528723 -206.015595 86.257432 | 311.482269 -206.064575 87.521368
2024-5-19_20:15:28.007740 100314 0.064537 | 0.043640 0.047546 -1.493840 | 311.525909 -206.017014 86.027432 | 311.482269 -206.064560 87.521272
2024-5-19_20:15:28.016813 100314 0.065020 | 0.044069 0.047807 -1.453553 | 311.526399 -206.016768 86.067432 | 311.482330 -206.064575 87.520985
2024-5-19_20:15:28.027765 100314 0.064265 | 0.043303 0.047484 -1.512891 | 311.525664 -206.017137 86.007432 | 311.482361 -206.064621 87.520323
2024-5-19_20:15:28.035771 100314 0.064148 | 0.043181 0.047438 -1.522904 | 311.525542 -206.017198 85.997432 | 311.482361 -206.064636 87.520336
2024-5-19_20:15:28.047739 100314 0.064257 | 0.043242 0.047530 -1.513021 | 311.525664 -206.017137 86.007432 | 311.482422 -206.064667 87.520453
2024-5-19_20:15:28.055770 100314 0.063780 | 0.042752 0.047330 -1.553137 | 311.525174 -206.017382 85.967432 | 311.482422 -206.064713 87.520569
2024-5-19_20:15:28.067781 100314 0.064974 | 0.043885 0.047914 -1.463041 | 311.526276 -206.016829 86.057432 | 311.482391 -206.064743 87.520473
2024-5-19_20:15:28.075777 100314 0.064750 | 0.043671 0.047806 -1.483048 | 311.526032 -206.016952 86.037432 | 311.482361 -206.064758 87.520480
2024-5-19_20:15:28.087744 100314 0.064366 | 0.043303 0.047622 -1.513048 | 311.525664 -206.017137 86.007432 | 311.482361 -206.064758 87.520480
2024-5-19_20:15:28.095737 100314 0.065372 | 0.044649 0.047748 -1.422133 | 311.526766 -206.016583 86.097432 | 311.482117 -206.064331 87.519565
2024-5-19_20:15:28.107765 100314 0.063939 | 0.043272 0.047072 -1.532242 | 311.525419 -206.017259 85.987432 | 311.482147 -206.064331 87.519674
2024-5-19_20:15:28.115737 100314 0.064723 | 0.043946 0.047517 -1.472836 | 311.526154 -206.016891 86.047432 | 311.482208 -206.064407 87.520268
2024-5-19_20:15:28.127743 100314 0.064747 | 0.043915 0.047578 -1.472857 | 311.526154 -206.016891 86.047432 | 311.482239 -206.064468 87.520289
2024-5-19_20:15:28.135744 100314 0.064291 | 0.043425 0.047408 -1.513273 | 311.525664 -206.017137 86.007432 | 311.482239 -206.064545 87.520705
2024-5-19_20:15:28.147739 100314 0.063954 | 0.043027 0.047315 -1.543403 | 311.525297 -206.017321 85.977432 | 311.482269 -206.064636 87.520835
2024-5-19_20:15:28.155769 100314 0.064757 | 0.043732 0.047760 -1.483423 | 311.526032 -206.016952 86.037432 | 311.482300 -206.064713 87.520856
2024-5-19_20:15:28.167781 100314 0.065807 | 0.044680 0.048314 -1.403444 | 311.527011 -206.016460 86.117432 | 311.482330 -206.064774 87.520876
2024-5-19_20:15:28.175774 100314 0.064315 | 0.043211 0.047637 -1.523362 | 311.525542 -206.017198 85.997432 | 311.482330 -206.064835 87.520794
2024-5-19_20:15:28.187746 100314 0.064571 | 0.043456 0.047759 -1.503362 | 311.525787 -206.017075 86.017432 | 311.482330 -206.064835 87.520794
2024-5-19_20:15:28.195781 100314 0.064808 | 0.043640 0.047913 -1.481163 | 311.526032 -206.016952 86.037432 | 311.482391 -206.064865 87.518595
2024-5-19_20:15:28.207747 100314 0.064682 | 0.043487 0.047882 -1.490780 | 311.525909 -206.017014 86.027432 | 311.482422 -206.064896 87.518212
2024-5-19_20:15:28.215768 100314 0.066413 | 0.045109 0.048744 -1.360043 | 311.527500 -206.016213 86.157432 | 311.482391 -206.064957 87.517475
2024-5-19_20:15:28.227738 100314 0.064561 | 0.043273 0.047912 -1.509879 | 311.525664 -206.017137 86.007432 | 311.482391 -206.065048 87.517311
2024-5-19_20:15:28.235741 100314 0.064153 | 0.042783 0.047804 -1.539428 | 311.525297 -206.017321 85.977432 | 311.482513 -206.065125 87.516860
2024-5-19_20:15:28.247738 100314 0.064945 | 0.043457 0.048264 -1.479264 | 311.526032 -206.016952 86.037432 | 311.482574 -206.065216 87.516696
2024-5-19_20:15:28.255769 100314 0.064599 | 0.043059 0.048156 -1.509004 | 311.525664 -206.017137 86.007432 | 311.482605 -206.065292 87.516436
2024-5-19_20:15:28.267784 100314 0.065506 | 0.043886 0.048632 -1.438916 | 311.526521 -206.016706 86.077432 | 311.482635 -206.065338 87.516348
2024-5-19_20:15:28.275744 100314 0.063725 | 0.042141 0.047803 -1.578929 | 311.524807 -206.017566 85.937432 | 311.482666 -206.065369 87.516361
2024-5-19_20:15:28.287744 100314 0.064361 | 0.042753 0.048109 -1.528929 | 311.525419 -206.017259 85.987432 | 311.482666 -206.065369 87.516361
2024-5-19_20:15:28.295742 100314 0.063863 | 0.042570 0.047605 -1.538854 | 311.525297 -206.017321 85.977432 | 311.482727 -206.064926 87.516286
2024-5-19_20:15:28.307741 100314 0.064384 | 0.043060 0.047866 -1.498950 | 311.525787 -206.017075 86.017432 | 311.482727 -206.064941 87.516382
2024-5-19_20:15:28.315737 100314 0.064154 | 0.042784 0.047804 -1.518772 | 311.525542 -206.017198 85.997432 | 311.482758 -206.065002 87.516204
2024-5-19_20:15:28.327742 100314 0.064304 | 0.042907 0.047896 -1.508595 | 311.525664 -206.017137 86.007432 | 311.482758 -206.065033 87.516027
2024-5-19_20:15:28.335779 100314 0.064295 | 0.042876 0.047912 -1.509168 | 311.525664 -206.017137 86.007432 | 311.482788 -206.065048 87.516600
2024-5-19_20:15:28.347738 100314 0.064714 | 0.043213 0.048172 -1.479865 | 311.526032 -206.016952 86.037432 | 311.482819 -206.065125 87.517297
2024-5-19_20:15:28.355736 100314 0.063732 | 0.042203 0.047757 -1.559605 | 311.525052 -206.017443 85.957432 | 311.482849 -206.065201 87.517037
2024-5-19_20:15:28.367773 100314 0.063735 | 0.042172 0.047788 -1.559708 | 311.525052 -206.017443 85.957432 | 311.482880 -206.065231 87.517140
2024-5-19_20:15:28.375741 100314 0.064501 | 0.042877 0.048187 -1.499722 | 311.525787 -206.017075 86.017432 | 311.482910 -206.065262 87.517154
2024-5-19_20:15:28.387771 100314 0.063738 | 0.042142 0.047818 -1.559722 | 311.525052 -206.017443 85.957432 | 311.482910 -206.065262 87.517154
2024-5-19_20:15:28.395743 100314 0.064933 | 0.043824 0.047914 -1.455015 | 311.526399 -206.016768 86.067432 | 311.482574 -206.064682 87.522447
2024-5-19_20:15:28.407775 100314 0.063262 | 0.042232 0.047101 -1.585288 | 311.524807 -206.017566 85.937432 | 311.482574 -206.064667 87.522720
2024-5-19_20:15:28.415764 100314 0.063751 | 0.042692 0.047346 -1.545288 | 311.525297 -206.017321 85.977432 | 311.482605 -206.064667 87.522720
2024-5-19_20:15:28.427738 100314 0.063637 | 0.042539 0.047330 -1.555589 | 311.525174 -206.017382 85.967432 | 311.482635 -206.064713 87.523021
2024-5-19_20:15:28.435779 100314 0.064396 | 0.043213 0.047745 -1.496080 | 311.525909 -206.017014 86.027432 | 311.482697 -206.064758 87.523513
2024-5-19_20:15:28.447739 100314 0.067874 | 0.046484 0.049457 -1.226080 | 311.529211 -206.015347 86.297432 | 311.482727 -206.064804 87.523513
2024-5-19_20:15:28.454742 100314 0.066341 | 0.045018 0.048730 -1.345998 | 311.527745 -206.016089 86.177432 | 311.482727 -206.064819 87.523431
2024-5-19_20:15:28.465784 100314 0.063806 | 0.042570 0.047529 -1.545903 | 311.525297 -206.017321 85.977432 | 311.482727 -206.064850 87.523335
2024-5-19_20:15:28.477742 100314 0.064722 | 0.043427 0.047990 -1.475814 | 311.526154 -206.016891 86.047432 | 311.482727 -206.064880 87.523246
